Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
NK_H15_001_Unicyclercontigs	273	114	80	65	54	36	5742748	5700955	5617138	5505916	5316332	4685999	130	276258	5711916	5891415	57.36	57.24	110942	110942	30790	26064	134583.5	130483.1	16	16	48	54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	96.953	1.0	0.0	0.37	0.04	276258.0	5711795.0	110942	110942	30790	26064	134577.5	130477.2	16	16	48	54	NK_H15_001__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_005_Unicyclercontigs	122	58	49	46	38	30	5402153	5381525	5360753	5337611	5211877	4942226	69	445012	5389640	5476930	57.03	56.97	183419	183419	56516	50177	206506.7	203215.5	10	10	29	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.406	1.0	0.0	0.13	0.04	445012.0	5389640.0	183419	183419	56516	50177	206506.7	203215.5	10	10	29	30	NK_H18_005__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H11_006_Unicyclercontigs	108	57	37	35	30	27	5515885	5501073	5462871	5452365	5381107	5279112	65	508497	5507043	5584614	57.3	57.24	305362	305362	65535	58724	283799.1	279857.1	8	8	22	23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.611	1.0	0.0	0.11	0.0	508497.0	5507043.0	305362	305362	65535	58724	283799.1	279857.1	8	8	22	23	NK_H11_006__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
KP_NORM_URN_58394_Unicyclercontigs	128	47	33	31	28	22	5330431	5306463	5268678	5253839	5200882	5003219	58	910921	5313673	5387033	57.39	57.36	308255	282330	71077	70193	395299.3	389916.2	5	6	19	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.522	1.0	0.0	0.7	0.21	910921.0	5307263.0	308255	282330	71077	70193	393659.3	388298.5	5	6	19	20	KP_NORM_URN_58394__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_033_Unicyclercontigs	156	68	47	41	37	28	5612942	5587809	5534885	5486698	5423227	5151834	78	468887	5594990	5700062	57.28	57.25	216427	216427	65471	57433	238887.9	234484.4	9	9	27	28	4.0	3.0	392480.0	1.0	0.0	0.0	0.0	5 + 3 part	16829	97.859	1.0	0.0	0.16	0.07	468887.0	5577912.0	203392	203392	65471	40206	233697.5	229389.6	9	9	28	30	NK_H14_033__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_058_Unicyclercontigs	59	24	20	18	17	15	5186716	5177209	5166486	5152633	5133580	5073339	29	945693	5180025	5247519	57.97	57.87	381377	381377	158570	158570	514663.2	508043.6	4	4	11	11	1.0	1.0	624833.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.711	1.0	0.0	0.08	1.83	945693.0	5180025.0	381377	376949	108195	108195	494853.3	488488.5	4	5	12	12	NK_H14_058__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_025_Unicyclercontigs	183	98	81	70	59	37	5710340	5688826	5646321	5566615	5374109	4553039	104	414373	5692820	5796890	57.28	57.16	106684	106684	34352	30116	139453.3	136949.7	16	16	51	54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 1 part	2616	98.156	1.0	0.0	2.46	0.16	414373.0	5689919.0	106684	106684	34352	30098	139442.2	136938.8	16	16	51	54	NK_H15_025__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_022_Unicyclercontigs	64	38	34	34	30	24	5425868	5417112	5407183	5407183	5320855	5121294	45	623348	5422065	5537416	57.39	57.16	306822	306822	83039	71943	295368.5	289215.7	7	7	21	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.918	1.0	0.0	0.09	0.09	623348.0	5422027.0	306822	306822	83039	71943	295366.3	289213.5	7	7	21	22	NK_H15_022__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_014_Unicyclercontigs	70	36	31	31	30	25	5444705	5436449	5426314	5426314	5407250	5225536	39	598718	5438013	5525875	57.47	57.3	281291	281291	80655	79312	306356.4	301485.3	7	7	21	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.413	1.0	0.0	0.04	0.04	598718.0	5438009.0	281287	281287	80655	79312	306356.0	301484.9	7	7	21	22	NK_H15_014__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_001_Unicyclercontigs	138	69	55	52	41	31	5396985	5376940	5343304	5325372	5134203	4766417	78	377293	5382952	5449355	57.45	57.42	175223	175223	46297	45352	192409.5	190064.9	10	10	33	34	2.0	1.0	162473.0	1.0	0.0	0.0	0.0	0 + 0 part	0	98.688	1.0	0.0	0.67	0.11	377293.0	5378351.0	175223	175223	46171	43924	191808.9	189471.6	10	10	33	35	NK_H14_001__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H17_002_Unicyclercontigs	218	125	94	79	58	41	5540532	5511006	5429144	5315526	4962565	4324118	143	239598	5524819	5705509	57.29	57.1	99070	97593	24937	17700	103423.9	100148.5	20	21	59	67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	96.835	1.0	0.0	0.31	0.02	239598.0	5524674.0	99070	97593	24937	17700	103423.4	100148.0	20	21	59	67	NK_H17_002__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H16_023_Unicyclercontigs	121	75	51	46	39	34	5694446	5677058	5620770	5584947	5468527	5321228	87	393910	5686313	5786722	57.33	57.26	212364	212364	69475	55006	204943.1	201387.0	10	10	31	32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.269	1.0	0.0	0.26	0.04	393910.0	5686313.0	212364	212364	69475	55006	204943.1	201387.0	10	10	31	32	NK_H16_023__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_057_Unicyclercontigs	78	41	36	35	34	27	5197283	5187149	5174473	5168162	5147758	4890054	47	503859	5190878	5288424	57.65	57.54	240876	240876	62912	60491	242700.4	238223.7	8	8	24	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.156	1.0	0.0	0.1	0.02	503859.0	5190702.0	240876	240876	62912	60491	242682.2	238205.9	8	8	24	25	NK_H14_057__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H12_041_Unicyclercontigs	89	30	22	20	20	15	5395828	5376121	5351190	5338094	5338094	5140380	44	1406987	5386238	5489365	57.42	57.4	424934	424934	99296	86453	612980.1	601464.2	4	4	12	13	1.0	1.0	114211.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.156	1.0	0.0	0.35	0.09	1406987.0	5385533.0	424934	424934	99296	86453	612620.7	601111.6	4	4	12	13	NK_H12_041__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_021_Unicyclercontigs	97	49	37	36	35	28	5547725	5533870	5508106	5500517	5480572	5237220	57	643099	5539627	5599874	57.21	57.15	238479	203585	75682	75682	260969.2	258161.5	8	9	25	25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0 + 0 part	0	98.92	1.0	0.0	0.14	0.02	643099.0	5539412.0	238479	203585	75682	75682	260946.5	258139.1	8	9	25	25	NK_H15_021__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H16_021_Unicyclercontigs	69	26	18	17	15	11	5430396	5418352	5399280	5390907	5362831	5229983	30	1221587	5421305	5509378	57.33	57.25	799922	799922	372310	99362	747766.9	735813.0	3	3	7	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.404	1.0	0.0	0.18	0.06	1221587.0	5421304.0	799922	799922	372310	99362	747766.9	735813.0	3	3	7	8	NK_H16_021__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H17_018_Unicyclercontigs	83	40	34	34	32	22	5229023	5218017	5198842	5198842	5161939	4831291	45	561008	5221324	5297393	57.53	57.43	320071	320071	76146	68147	306690.2	302286.2	6	6	21	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.589	1.0	0.0	0.19	0.06	561008.0	5221127.0	320071	320071	76146	68147	306685.2	302281.3	6	6	21	22	NK_H17_018__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_048_Unicyclercontigs	154	78	56	46	32	24	5292164	5271783	5218193	5142141	4908351	4619589	86	552129	5276335	5437421	57.46	57.1	216800	216800	42117	25331	245885.1	238600.7	8	8	27	32	1.0	1.0	344584.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.037	1.0	0.0	0.09	0.06	552129.0	5276210.0	216800	216065	42117	25331	240174.6	233059.3	8	9	28	33	NK_H15_048__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H1_111_Unicyclercontigs	183	86	63	59	42	27	5449412	5421762	5363642	5332588	5049432	4513324	98	381189	5429596	5527852	57.3	57.21	157178	157178	33280	27215	178220.6	175052.8	12	12	37	40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	8835	98.063	1.0	0.0	0.06	0.02	381189.0	5420760.0	157178	157178	33280	27215	178215.4	175047.7	12	12	37	40	NK_H1_111__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H15_042_Unicyclercontigs	151	86	73	61	51	35	5381287	5364237	5336358	5245763	5081214	4524230	96	416621	5371037	5628689	57.34	57.18	162859	127588	35584	26052	168657.5	160937.3	11	12	43	51	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0 + 0 part	0	95.428	1.0	0.0	0.19	0.04	416621.0	5371037.0	162859	127588	35584	26052	168657.5	160937.3	11	12	43	51	NK_H15_042__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H12_100_Unicyclercontigs	151	98	84	74	57	36	5639546	5625174	5585048	5505626	5259580	4476066	104	345497	5629293	5825949	57.42	57.09	102520	95764	31723	26152	138999.0	134307.1	16	17	51	57	2.0	1.0	12595.0	0.0	0.0	0.0	0.0	0 + 0 part	0	96.628	1.0	0.0	0.36	0.09	345497.0	5629254.0	102520	95764	31723	26152	138978.8	134287.5	16	17	51	57	NK_H12_100__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_037_Unicyclercontigs	98	44	31	28	27	23	5468689	5450861	5421198	5403093	5378681	5245826	52	743955	5456318	5538672	57.15	57.07	309840	309840	94359	86225	355916.6	350624.5	6	6	18	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	876	98.496	1.0	0.0	5.43	0.2	743955.0	5455236.0	309840	309840	94359	86225	355876.2	350584.7	6	6	18	19	NK_H14_037__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_010_Unicyclercontigs	136	56	37	31	24	19	5371576	5350453	5302961	5258372	5126628	4953885	64	1042496	5355612	5436245	57.15	57.1	350140	350140	70613	55175	430923.8	424532.1	5	5	17	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.522	1.0	0.0	0.0	0.06	1042496.0	5355382.0	350140	350140	70613	55175	430888.0	424496.9	5	5	17	18	NK_H14_010__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H20_010_Unicyclercontigs	154	45	28	26	20	17	5411240	5373854	5331316	5318964	5212143	5111465	69	799333	5390999	5466532	57.32	57.29	370683	370683	100032	99424	392727.9	387301.5	6	6	14	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.618	1.0	0.0	0.0	0.02	799333.0	5390999.0	370683	370683	100032	99424	392727.9	387301.5	6	6	14	15	NK_H20_010__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_003_Unicyclercontigs	161	66	44	39	36	25	5526885	5498253	5450676	5419336	5352788	4954013	81	644654	5509128	5588839	57.29	57.25	269308	269308	47844	47683	271412.0	267540.9	8	8	26	27	1.0	1.0	29388.0	0.0	0.0	0.0	0.0	0 + 1 part	2456	98.556	1.0	0.0	0.07	0.05	644654.0	5506318.0	269308	269308	47844	47683	271325.1	267455.3	8	8	26	27	NK_H18_003__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H16_016_Unicyclercontigs	79	35	25	22	19	16	5488746	5471743	5444989	5425002	5367745	5273359	47	832217	5480367	5541962	57.25	57.2	475091	475091	134169	99425	454888.7	449833.0	5	5	12	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.905	1.0	0.0	0.33	0.16	832217.0	5480325.0	475091	475091	134169	99425	454881.5	449825.8	5	5	12	13	NK_H16_016__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H12_048_Unicyclercontigs	96	38	27	25	22	17	5387718	5372202	5346277	5331965	5280464	5095752	45	757162	5376478	5441906	57.38	57.35	413553	413553	99232	92093	403435.2	398584.7	6	6	14	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.84	1.0	0.0	0.02	0.06	757162.0	5376478.0	413553	413553	99232	92093	403435.2	398584.7	6	6	14	15	NK_H12_048__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H12_038_Unicyclercontigs	157	69	50	47	38	30	5533717	5510545	5460227	5433284	5281253	4985970	80	457492	5517767	5648313	57.19	57.11	227189	214502	57174	39897	216227.5	211230.0	9	10	30	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.678	1.0	0.0	0.87	0.04	457492.0	5517414.0	227189	214502	57174	39897	216212.1	211214.9	9	10	30	33	NK_H12_038__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H17_042_Unicyclercontigs	138	77	64	55	37	28	5405553	5386976	5349882	5286203	5008220	4717225	88	454023	5395394	5591522	57.38	57.0	182294	182294	32259	22368	219455.6	211758.0	9	9	32	39	1.0	1.0	9255.0	1.0	0.0	0.0	0.0	0 + 0 part	0	96.478	1.0	0.0	0.95	0.39	454023.0	5395070.0	182294	182294	32259	22368	219444.7	211747.5	9	9	32	39	NK_H17_042__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_015_Unicyclercontigs	104	45	32	25	22	18	5482669	5467010	5432410	5373830	5329463	5184328	52	1189057	5471682	5538738	57.79	57.72	387735	387735	93306	83540	567902.8	561027.4	4	4	15	16	1.0	1.0	342350.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.771	1.0	0.0	0.13	0.02	1189057.0	5471608.0	387735	387735	93306	83540	563686.5	556862.1	4	4	15	16	NK_H14_015__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H17_023_Unicyclercontigs	213	78	54	42	32	24	5522012	5484496	5425670	5331417	5173026	4853300	93	735474	5495473	5698833	57.02	56.7	265811	265811	47243	33576	286795.6	276561.4	8	8	26	31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	96.437	1.0	0.0	0.51	0.07	735474.0	5495106.0	265811	265811	47192	33576	286793.9	276559.8	8	8	26	31	NK_H17_023__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H11_013_Unicyclercontigs	101	42	32	30	24	19	5418973	5402272	5379576	5365942	5273402	5122083	50	854404	5407372	5472476	57.41	57.36	327986	327986	94033	93355	396277.0	391562.6	6	6	16	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.81	1.0	0.0	0.02	0.02	854404.0	5407372.0	327986	327986	94033	93355	396277.0	391562.6	6	6	16	17	NK_H11_013__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H17_034_Unicyclercontigs	277	143	100	84	61	33	5472536	5430307	5326922	5203859	4814664	3865447	165	349571	5446485	5721589	57.25	57.14	95944	91709	21756	13969	113664.6	108199.4	18	19	65	80	2.0	2.0	78995.0	0.0	0.0	0.0	0.0	0 + 0 part	0	95.19	1.0	0.0	10.87	0.29	349571.0	5446439.0	95944	91709	21018	13969	113599.4	108137.4	18	19	66	80	NK_H17_034__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H16_005_Unicyclercontigs	90	39	25	21	18	12	5378986	5364532	5334034	5299820	5244028	5022581	48	1042496	5369928	5436166	57.15	57.1	498163	498163	172308	94175	561850.7	555004.7	4	4	10	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.793	1.0	0.0	0.17	0.11	1042496.0	5369928.0	498163	498163	172308	94175	561850.7	555004.7	4	4	10	11	NK_H16_005__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_042_Unicyclercontigs	125	50	38	33	28	22	5610560	5588821	5560823	5522788	5436105	5212260	60	591098	5595553	5660096	57.41	57.37	367584	344388	84679	83101	327957.7	324218.0	6	7	20	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.859	1.0	0.0	0.04	0.05	591098.0	5595250.0	367477	344192	84679	83101	327919.6	324180.3	6	7	20	21	NK_H14_042__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H14_050_Unicyclercontigs	140	60	46	43	36	27	5574934	5550355	5514396	5493578	5369927	5061337	73	613879	5559457	5673060	57.07	56.92	261505	209213	57175	46018	273618.2	268139.0	7	8	26	28	2.0	1.0	96362.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.989	1.0	0.0	1.01	0.22	613879.0	5559101.0	261505	209213	53161	44037	272884.9	267420.4	7	8	27	29	NK_H14_050__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H23_002_Unicyclercontigs	144	65	45	37	29	20	5332398	5311250	5257746	5196865	5055579	4731051	75	980332	5317233	5436158	57.32	57.1	303861	303861	42117	39926	368886.0	360816.0	6	6	22	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.813	1.0	0.0	0.08	0.04	980332.0	5316906.0	303861	303861	42117	39926	368865.7	360796.1	6	6	22	24	NK_H23_002__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H13_003_Unicyclercontigs	123	60	46	39	32	27	5681863	5664665	5628564	5578001	5460502	5308369	70	928739	5671822	5756314	57.81	57.71	307052	307052	67113	63508	378322.7	372769.6	6	6	24	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.533	1.0	0.0	0.02	0.05	928739.0	5671822.0	307052	307052	67113	63508	378322.7	372769.6	6	6	24	25	NK_H13_003__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H16_012_Unicyclercontigs	106	44	35	31	25	21	5394205	5375560	5357483	5327297	5215982	5086052	55	797628	5383033	5456864	57.3	57.25	323596	323596	74925	67577	375263.0	370185.7	6	6	17	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.653	1.0	0.0	0.13	0.07	797628.0	5383033.0	323596	323596	74925	67577	375263.0	370185.7	6	6	17	18	NK_H16_012__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H22_060_Unicyclercontigs	234	106	78	65	53	37	5850816	5814105	5741118	5641587	5443631	4880277	127	403260	5828833	5959978	56.6	56.51	119408	119408	33308	30590	154084.4	150693.9	15	15	47	50	2.0	2.0	149998.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.79	1.0	0.0	0.46	0.03	403260.0	5828783.0	118971	118971	33308	26446	153709.4	150327.1	15	15	47	51	NK_H22_060__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H1_002_Unicyclercontigs	117	61	47	43	35	28	5455950	5437385	5400813	5370771	5209907	4978499	72	481875	5445312	5543825	57.34	57.25	285200	259779	53432	40162	257846.0	253264.1	7	8	27	29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.218	1.0	0.0	0.99	0.15	481875.0	5445129.0	285200	259779	53432	40162	257819.5	253238.1	7	8	27	29	NK_H1_002__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H19_015_Unicyclercontigs	101	41	32	29	26	22	5412346	5399774	5382553	5359432	5310612	5167505	41	837847	5399774	5469140	57.35	57.31	270827	270827	86818	86098	391667.5	386699.9	6	6	18	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.732	1.0	0.0	0.0	0.0	837847.0	5399774.0	270827	270827	86818	86098	391667.5	386699.9	6	6	18	19	NK_H19_015__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_074_Unicyclercontigs	117	66	50	42	34	25	5356535	5342031	5305925	5252669	5128194	4822609	75	464683	5347579	5457309	57.54	57.39	232407	232407	59203	39740	240385.5	235552.1	8	8	25	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.0	1.0	0.0	0.17	0.11	464683.0	5347323.0	232407	232407	59203	39740	240380.6	235547.3	8	8	25	28	NK_H18_074__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_073_Unicyclercontigs	164	101	89	78	58	38	5451424	5434971	5401681	5318963	4969418	4243989	109	348558	5440455	5539808	57.47	57.34	97014	97014	27589	23954	124176.5	121949.5	17	17	56	59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.212	1.0	0.0	1.95	0.11	348558.0	5440008.0	97014	97014	27589	23954	124167.2	121940.3	17	17	56	59	NK_H18_073__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H12_035_Unicyclercontigs	156	60	41	40	35	28	5672553	5646611	5606277	5599872	5516630	5287183	70	1012350	5654592	5751288	57.17	57.12	277925	277925	65592	59299	366416.1	360255.6	7	7	25	27	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0 + 0 part	0	98.333	1.0	0.0	0.94	0.73	1012350.0	5654554.0	277925	277925	65592	59299	366412.9	360252.4	7	7	25	27	NK_H12_035__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_054_Unicyclercontigs	135	67	58	52	41	31	5295262	5279016	5254160	5204621	4990446	4634870	74	507898	5283130	5396450	57.52	57.31	167243	167243	40001	34241	189598.0	185616.6	11	11	34	37	1.0	1.0	19417.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.902	1.0	0.0	0.4	0.02	507898.0	5283046.0	167243	167243	40001	34241	189575.9	185595.0	11	11	34	37	NK_H18_054__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H19_011_Unicyclercontigs	148	72	55	54	45	29	5541765	5518558	5473307	5465567	5284956	4714763	85	519702	5526815	5672071	57.19	57.09	177010	177010	37980	32243	197565.4	192505.9	11	11	36	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.439	1.0	0.0	0.0	0.0	519702.0	5526815.0	177010	177010	37980	32243	197565.4	192505.9	11	11	36	39	NK_H19_011__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_026_Unicyclercontigs	100	65	56	47	42	28	5487682	5476798	5453572	5393719	5313061	4814902	71	741151	5480709	5572154	57.28	57.15	239261	239261	45166	36434	258516.9	254274.3	9	9	31	33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.368	1.0	0.0	0.69	0.09	741151.0	5480572.0	239261	239261	45166	36434	258513.7	254271.2	9	9	31	33	NK_H18_026__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_072_Unicyclercontigs	127	94	73	63	48	31	5322047	5312250	5263100	5187328	4925338	4299519	99	369446	5315892	5456338	57.28	57.04	156786	142194	33919	25576	162951.7	158757.4	11	12	43	48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.424	1.0	0.0	0.04	0.0	369446.0	5315790.0	156786	142194	33817	25576	162950.4	158756.1	11	12	43	48	NK_H18_072__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_038_Unicyclercontigs	122	87	67	59	49	31	5413653	5404063	5349486	5288074	5120666	4443583	91	605136	5407017	5525441	57.44	57.31	122212	116840	36172	31159	201015.5	196707.3	10	11	41	44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	97.855	1.0	0.0	0.11	0.02	605136.0	5407017.0	122212	116840	36172	31159	201015.5	196707.3	10	11	41	44	NK_H18_038__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H18_050_Unicyclercontigs	121	80	71	57	44	33	5102537	5092175	5065429	4969635	4731329	4293730	84	502615	5094860	5269300	57.86	57.46	147295	147295	39990	23757	160241.9	154937.1	13	13	40	45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	96.684	1.0	0.0	0.16	0.08	502615.0	5094519.0	147295	147295	39990	23757	160237.3	154932.7	13	13	40	45	NK_H18_050__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H1_012_Unicyclercontigs	105	41	30	29	25	22	4818262	4802556	4779602	4770612	4698698	4610347	46	507247	4805744	5201277	57.6	57.48	276474	276474	86301	26068	278978.3	257763.3	7	7	18	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	92.398	1.0	0.0	0.1	0.04	507247.0	4805700.0	276474	276474	86301	26068	278974.2	257759.5	7	7	18	25	NK_H1_012__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H1_011_Unicyclercontigs	112	45	38	36	32	21	5480151	5462566	5446609	5429676	5363007	4987888	54	845722	5468807	5540017	57.18	57.15	341496	341496	68873	63402	347516.1	343049.2	6	6	20	21	1.0	1.0	40275.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.709	1.0	0.0	0.07	0.02	845722.0	5468453.0	341496	341496	68760	63402	347346.7	342881.9	6	6	20	21	NK_H1_011__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H23_006_Unicyclercontigs	114	53	34	31	27	21	5420920	5403657	5365115	5342857	5255840	5053543	60	1039517	5408536	5489511	57.24	57.19	306625	306625	85661	78207	429698.6	423360.1	5	5	19	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.533	1.0	0.0	0.04	0.09	1039517.0	5408536.0	306625	306625	85661	78207	429698.6	423360.1	5	5	19	20	NK_H23_006__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
NK_H1_037_Unicyclercontigs	130	83	78	68	53	38	5266367	5255407	5237798	5161524	4915777	4334597	88	313539	5258524	5345410	57.42	57.37	103479	103479	37641	31967	130240.4	128123.4	16	16	47	50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.352	1.0	0.0	2.61	0.02	313530.0	5257764.0	103479	103479	37641	31963	130217.7	128101.1	16	16	47	50	NK_H1_037__completeAssembly	unicycler	ChromosomeAndPlasmid	unicycler
