#name	length	SampleID	AssemblyType
65_length=2211_depth=0.89x	2211	KP_NORM_URN_106487	SROnlyAssembly
66_length=2051_depth=0.87x	2051	KP_NORM_URN_106487	SROnlyAssembly
67_length=1819_depth=1.85x	1819	KP_NORM_URN_106487	SROnlyAssembly
68_length=1739_depth=1.40x	1739	KP_NORM_URN_106487	SROnlyAssembly
69_length=1339_depth=0.85x	1339	KP_NORM_URN_106487	SROnlyAssembly
70_length=1338_depth=2.01x	1338	KP_NORM_URN_106487	SROnlyAssembly
71_length=1300_depth=3.84x	1300	KP_NORM_URN_106487	SROnlyAssembly
72_length=1292_depth=1.62x	1292	KP_NORM_URN_106487	SROnlyAssembly
73_length=1221_depth=2.90x	1221	KP_NORM_URN_106487	SROnlyAssembly
74_length=1221_depth=4.56x	1221	KP_NORM_URN_106487	SROnlyAssembly
75_length=1170_depth=1.17x	1170	KP_NORM_URN_106487	SROnlyAssembly
76_length=1106_depth=10.78x	1106	KP_NORM_URN_106487	SROnlyAssembly
77_length=1096_depth=5.73x	1096	KP_NORM_URN_106487	SROnlyAssembly
78_length=1052_depth=1.35x	1052	KP_NORM_URN_106487	SROnlyAssembly
79_length=1002_depth=0.91x	1002	KP_NORM_URN_106487	SROnlyAssembly
80_length=829_depth=0.86x	829	KP_NORM_URN_106487	SROnlyAssembly
81_length=782_depth=1.30x	782	KP_NORM_URN_106487	SROnlyAssembly
82_length=768_depth=3.06x	768	KP_NORM_URN_106487	SROnlyAssembly
83_length=768_depth=6.31x	768	KP_NORM_URN_106487	SROnlyAssembly
84_length=749_depth=10.12x	749	KP_NORM_URN_106487	SROnlyAssembly
85_length=725_depth=2.30x	725	KP_NORM_URN_106487	SROnlyAssembly
86_length=676_depth=7.17x	676	KP_NORM_URN_106487	SROnlyAssembly
87_length=669_depth=1.31x	669	KP_NORM_URN_106487	SROnlyAssembly
88_length=650_depth=1.91x	650	KP_NORM_URN_106487	SROnlyAssembly
89_length=650_depth=0.96x	650	KP_NORM_URN_106487	SROnlyAssembly
90_length=638_depth=2.10x	638	KP_NORM_URN_106487	SROnlyAssembly
91_length=607_depth=11.05x	607	KP_NORM_URN_106487	SROnlyAssembly
92_length=581_depth=9.77x	581	KP_NORM_URN_106487	SROnlyAssembly
93_length=545_depth=5.23x	545	KP_NORM_URN_106487	SROnlyAssembly
94_length=524_depth=2.13x	524	KP_NORM_URN_106487	SROnlyAssembly
95_length=504_depth=1.83x	504	KP_NORM_URN_106487	SROnlyAssembly
96_length=495_depth=0.85x	495	KP_NORM_URN_106487	SROnlyAssembly
97_length=495_depth=0.76x	495	KP_NORM_URN_106487	SROnlyAssembly
98_length=494_depth=10.37x	494	KP_NORM_URN_106487	SROnlyAssembly
99_length=491_depth=1.19x	491	KP_NORM_URN_106487	SROnlyAssembly
100_length=473_depth=2.61x	473	KP_NORM_URN_106487	SROnlyAssembly
101_length=462_depth=2.77x	462	KP_NORM_URN_106487	SROnlyAssembly
102_length=450_depth=0.81x	450	KP_NORM_URN_106487	SROnlyAssembly
103_length=450_depth=0.99x	450	KP_NORM_URN_106487	SROnlyAssembly
104_length=446_depth=1.96x	446	KP_NORM_URN_106487	SROnlyAssembly
105_length=445_depth=2.09x	445	KP_NORM_URN_106487	SROnlyAssembly
106_length=441_depth=10.07x	441	KP_NORM_URN_106487	SROnlyAssembly
107_length=420_depth=0.90x	420	KP_NORM_URN_106487	SROnlyAssembly
108_length=416_depth=2.27x	416	KP_NORM_URN_106487	SROnlyAssembly
109_length=397_depth=1.21x	397	KP_NORM_URN_106487	SROnlyAssembly
110_length=397_depth=0.98x	397	KP_NORM_URN_106487	SROnlyAssembly
111_length=392_depth=6.08x	392	KP_NORM_URN_106487	SROnlyAssembly
112_length=390_depth=1.70x	390	KP_NORM_URN_106487	SROnlyAssembly
113_length=386_depth=1.36x	386	KP_NORM_URN_106487	SROnlyAssembly
114_length=380_depth=0.68x	380	KP_NORM_URN_106487	SROnlyAssembly
115_length=371_depth=1.28x	371	KP_NORM_URN_106487	SROnlyAssembly
116_length=353_depth=2.87x	353	KP_NORM_URN_106487	SROnlyAssembly
117_length=344_depth=2.37x	344	KP_NORM_URN_106487	SROnlyAssembly
118_length=342_depth=2.01x	342	KP_NORM_URN_106487	SROnlyAssembly
119_length=324_depth=4.74x	324	KP_NORM_URN_106487	SROnlyAssembly
120_length=315_depth=1.41x	315	KP_NORM_URN_106487	SROnlyAssembly
121_length=300_depth=1.40x	300	KP_NORM_URN_106487	SROnlyAssembly
122_length=298_depth=0.80x	298	KP_NORM_URN_106487	SROnlyAssembly
123_length=296_depth=9.69x	296	KP_NORM_URN_106487	SROnlyAssembly
124_length=290_depth=4.55x	290	KP_NORM_URN_106487	SROnlyAssembly
125_length=289_depth=0.80x	289	KP_NORM_URN_106487	SROnlyAssembly
126_length=289_depth=1.39x	289	KP_NORM_URN_106487	SROnlyAssembly
127_length=284_depth=1.98x	284	KP_NORM_URN_106487	SROnlyAssembly
128_length=280_depth=0.77x	280	KP_NORM_URN_106487	SROnlyAssembly
129_length=280_depth=1.13x	280	KP_NORM_URN_106487	SROnlyAssembly
130_length=275_depth=4.46x	275	KP_NORM_URN_106487	SROnlyAssembly
131_length=265_depth=1.32x	265	KP_NORM_URN_106487	SROnlyAssembly
132_length=263_depth=1.25x	263	KP_NORM_URN_106487	SROnlyAssembly
133_length=256_depth=6.77x	256	KP_NORM_URN_106487	SROnlyAssembly
134_length=255_depth=1.93x	255	KP_NORM_URN_106487	SROnlyAssembly
135_length=247_depth=1.41x	247	KP_NORM_URN_106487	SROnlyAssembly
136_length=247_depth=10.48x	247	KP_NORM_URN_106487	SROnlyAssembly
137_length=245_depth=1.63x	245	KP_NORM_URN_106487	SROnlyAssembly
138_length=240_depth=1.46x	240	KP_NORM_URN_106487	SROnlyAssembly
139_length=237_depth=2.10x	237	KP_NORM_URN_106487	SROnlyAssembly
140_length=235_depth=0.55x	235	KP_NORM_URN_106487	SROnlyAssembly
141_length=230_depth=2.49x	230	KP_NORM_URN_106487	SROnlyAssembly
142_length=228_depth=0.92x	228	KP_NORM_URN_106487	SROnlyAssembly
143_length=228_depth=1.82x	228	KP_NORM_URN_106487	SROnlyAssembly
144_length=212_depth=2.06x	212	KP_NORM_URN_106487	SROnlyAssembly
145_length=209_depth=2.22x	209	KP_NORM_URN_106487	SROnlyAssembly
146_length=202_depth=1.29x	202	KP_NORM_URN_106487	SROnlyAssembly
147_length=202_depth=0.79x	202	KP_NORM_URN_106487	SROnlyAssembly
148_length=199_depth=1.07x	199	KP_NORM_URN_106487	SROnlyAssembly
149_length=191_depth=3.74x	191	KP_NORM_URN_106487	SROnlyAssembly
150_length=188_depth=7.35x	188	KP_NORM_URN_106487	SROnlyAssembly
151_length=184_depth=4.67x	184	KP_NORM_URN_106487	SROnlyAssembly
152_length=173_depth=3.92x	173	KP_NORM_URN_106487	SROnlyAssembly
153_length=171_depth=1.53x	171	KP_NORM_URN_106487	SROnlyAssembly
154_length=170_depth=1.60x	170	KP_NORM_URN_106487	SROnlyAssembly
155_length=166_depth=3.44x	166	KP_NORM_URN_106487	SROnlyAssembly
156_length=165_depth=1.97x	165	KP_NORM_URN_106487	SROnlyAssembly
157_length=164_depth=3.43x	164	KP_NORM_URN_106487	SROnlyAssembly
158_length=161_depth=1.42x	161	KP_NORM_URN_106487	SROnlyAssembly
159_length=161_depth=2.02x	161	KP_NORM_URN_106487	SROnlyAssembly
160_length=158_depth=2.46x	158	KP_NORM_URN_106487	SROnlyAssembly
161_length=155_depth=1.60x	155	KP_NORM_URN_106487	SROnlyAssembly
162_length=153_depth=0.66x	153	KP_NORM_URN_106487	SROnlyAssembly
163_length=153_depth=1.05x	153	KP_NORM_URN_106487	SROnlyAssembly
164_length=148_depth=4.98x	148	KP_NORM_URN_106487	SROnlyAssembly
165_length=143_depth=1.09x	143	KP_NORM_URN_106487	SROnlyAssembly
166_length=143_depth=1.75x	143	KP_NORM_URN_106487	SROnlyAssembly
167_length=142_depth=2.99x	142	KP_NORM_URN_106487	SROnlyAssembly
168_length=140_depth=6.00x	140	KP_NORM_URN_106487	SROnlyAssembly
169_length=139_depth=0.73x	139	KP_NORM_URN_106487	SROnlyAssembly
170_length=139_depth=0.78x	139	KP_NORM_URN_106487	SROnlyAssembly
171_length=139_depth=3.46x	139	KP_NORM_URN_106487	SROnlyAssembly
172_length=136_depth=2.81x	136	KP_NORM_URN_106487	SROnlyAssembly
173_length=134_depth=1.96x	134	KP_NORM_URN_106487	SROnlyAssembly
174_length=133_depth=3.88x	133	KP_NORM_URN_106487	SROnlyAssembly
175_length=131_depth=2.32x	131	KP_NORM_URN_106487	SROnlyAssembly
176_length=130_depth=2.46x	130	KP_NORM_URN_106487	SROnlyAssembly
177_length=129_depth=1.46x	129	KP_NORM_URN_106487	SROnlyAssembly
178_length=128_depth=1.18x	128	KP_NORM_URN_106487	SROnlyAssembly
179_length=128_depth=1.87x	128	KP_NORM_URN_106487	SROnlyAssembly
180_length=127_depth=2.65x	127	KP_NORM_URN_106487	SROnlyAssembly
181_length=124_depth=1.36x	124	KP_NORM_URN_106487	SROnlyAssembly
182_length=124_depth=1.06x	124	KP_NORM_URN_106487	SROnlyAssembly
183_length=119_depth=1.33x	119	KP_NORM_URN_106487	SROnlyAssembly
184_length=118_depth=6.70x	118	KP_NORM_URN_106487	SROnlyAssembly
185_length=115_depth=1.14x	115	KP_NORM_URN_106487	SROnlyAssembly
186_length=112_depth=0.88x	112	KP_NORM_URN_106487	SROnlyAssembly
187_length=112_depth=1.13x	112	KP_NORM_URN_106487	SROnlyAssembly
188_length=106_depth=2.96x	106	KP_NORM_URN_106487	SROnlyAssembly
189_length=106_depth=8.23x	106	KP_NORM_URN_106487	SROnlyAssembly
190_length=104_depth=4.31x	104	KP_NORM_URN_106487	SROnlyAssembly
1_length=1495484_depth=0.90x	1495484	KP_NORM_BLD_63839	SROnlyAssembly
2_length=735975_depth=1.10x	735975	KP_NORM_BLD_63839	SROnlyAssembly
3_length=446413_depth=0.90x	446413	KP_NORM_BLD_63839	SROnlyAssembly
4_length=406227_depth=1.00x	406227	KP_NORM_BLD_63839	SROnlyAssembly
5_length=385294_depth=1.03x	385294	KP_NORM_BLD_63839	SROnlyAssembly
6_length=361021_depth=1.12x	361021	KP_NORM_BLD_63839	SROnlyAssembly
7_length=248293_depth=1.19x	248293	KP_NORM_BLD_63839	SROnlyAssembly
8_length=246588_depth=1.21x	246588	KP_NORM_BLD_63839	SROnlyAssembly
9_length=204280_depth=1.20x	204280	KP_NORM_BLD_63839	SROnlyAssembly
10_length=104522_depth=1.14x	104522	KP_NORM_BLD_63839	SROnlyAssembly
11_length=99228_depth=1.24x	99228	KP_NORM_BLD_63839	SROnlyAssembly
12_length=94227_depth=1.09x	94227	KP_NORM_BLD_63839	SROnlyAssembly
13_length=92841_depth=1.20x	92841	KP_NORM_BLD_63839	SROnlyAssembly
14_length=77438_depth=0.89x	77438	KP_NORM_BLD_63839	SROnlyAssembly
15_length=75037_depth=1.36x	75037	KP_NORM_BLD_63839	SROnlyAssembly
16_length=60985_depth=2.28x_circular=true	60985	KP_NORM_BLD_63839	SROnlyAssembly
17_length=39945_depth=0.91x	39945	KP_NORM_BLD_63839	SROnlyAssembly
18_length=34239_depth=1.25x	34239	KP_NORM_BLD_63839	SROnlyAssembly
19_length=26037_depth=1.24x	26037	KP_NORM_BLD_63839	SROnlyAssembly
20_length=24534_depth=1.23x	24534	KP_NORM_BLD_63839	SROnlyAssembly
21_length=19693_depth=1.05x	19693	KP_NORM_BLD_63839	SROnlyAssembly
22_length=19058_depth=0.97x	19058	KP_NORM_BLD_63839	SROnlyAssembly
23_length=18482_depth=0.74x	18482	KP_NORM_BLD_63839	SROnlyAssembly
24_length=17825_depth=1.17x	17825	KP_NORM_BLD_63839	SROnlyAssembly
25_length=17251_depth=1.10x	17251	KP_NORM_BLD_63839	SROnlyAssembly
26_length=10807_depth=1.08x	10807	KP_NORM_BLD_63839	SROnlyAssembly
27_length=5791_depth=9.07x_circular=true	5791	KP_NORM_BLD_63839	SROnlyAssembly
28_length=4342_depth=1.00x	4342	KP_NORM_BLD_63839	SROnlyAssembly
29_length=4261_depth=18.92x_circular=true	4261	KP_NORM_BLD_63839	SROnlyAssembly
30_length=4233_depth=1.27x	4233	KP_NORM_BLD_63839	SROnlyAssembly
31_length=2744_depth=1.14x	2744	KP_NORM_BLD_63839	SROnlyAssembly
32_length=2514_depth=0.92x	2514	KP_NORM_BLD_63839	SROnlyAssembly
33_length=2326_depth=1.24x	2326	KP_NORM_BLD_63839	SROnlyAssembly
34_length=2132_depth=1.32x	2132	KP_NORM_BLD_63839	SROnlyAssembly
35_length=2124_depth=1.12x	2124	KP_NORM_BLD_63839	SROnlyAssembly
36_length=1699_depth=1.12x	1699	KP_NORM_BLD_63839	SROnlyAssembly
37_length=1577_depth=11.03x	1577	KP_NORM_BLD_63839	SROnlyAssembly
38_length=1489_depth=1.15x	1489	KP_NORM_BLD_63839	SROnlyAssembly
39_length=1487_depth=1.38x	1487	KP_NORM_BLD_63839	SROnlyAssembly
40_length=1241_depth=0.93x	1241	KP_NORM_BLD_63839	SROnlyAssembly
41_length=1085_depth=12.49x	1085	KP_NORM_BLD_63839	SROnlyAssembly
42_length=1056_depth=1.52x	1056	KP_NORM_BLD_63839	SROnlyAssembly
43_length=977_depth=0.91x	977	KP_NORM_BLD_63839	SROnlyAssembly
44_length=821_depth=2.42x	821	KP_NORM_BLD_63839	SROnlyAssembly
45_length=611_depth=3.74x	611	KP_NORM_BLD_63839	SROnlyAssembly
46_length=600_depth=12.51x	600	KP_NORM_BLD_63839	SROnlyAssembly
47_length=560_depth=2.52x	560	KP_NORM_BLD_63839	SROnlyAssembly
48_length=554_depth=1.17x	554	KP_NORM_BLD_63839	SROnlyAssembly
49_length=554_depth=1.70x	554	KP_NORM_BLD_63839	SROnlyAssembly
50_length=536_depth=5.35x	536	KP_NORM_BLD_63839	SROnlyAssembly
51_length=533_depth=2.39x	533	KP_NORM_BLD_63839	SROnlyAssembly
52_length=515_depth=10.25x	515	KP_NORM_BLD_63839	SROnlyAssembly
53_length=451_depth=2.82x	451	KP_NORM_BLD_63839	SROnlyAssembly
54_length=431_depth=2.40x	431	KP_NORM_BLD_63839	SROnlyAssembly
55_length=430_depth=2.32x	430	KP_NORM_BLD_63839	SROnlyAssembly
56_length=425_depth=13.40x	425	KP_NORM_BLD_63839	SROnlyAssembly
57_length=342_depth=4.06x	342	KP_NORM_BLD_63839	SROnlyAssembly
58_length=329_depth=1.13x	329	KP_NORM_BLD_63839	SROnlyAssembly
59_length=328_depth=1.21x	328	KP_NORM_BLD_63839	SROnlyAssembly
60_length=319_depth=4.64x	319	KP_NORM_BLD_63839	SROnlyAssembly
61_length=307_depth=4.61x	307	KP_NORM_BLD_63839	SROnlyAssembly
62_length=305_depth=3.23x	305	KP_NORM_BLD_63839	SROnlyAssembly
63_length=293_depth=2.48x	293	KP_NORM_BLD_63839	SROnlyAssembly
64_length=282_depth=2.17x	282	KP_NORM_BLD_63839	SROnlyAssembly
65_length=275_depth=1.82x	275	KP_NORM_BLD_63839	SROnlyAssembly
66_length=274_depth=1.17x	274	KP_NORM_BLD_63839	SROnlyAssembly
67_length=267_depth=6.48x	267	KP_NORM_BLD_63839	SROnlyAssembly
68_length=254_depth=2.32x	254	KP_NORM_BLD_63839	SROnlyAssembly
69_length=235_depth=4.02x	235	KP_NORM_BLD_63839	SROnlyAssembly
70_length=193_depth=0.89x	193	KP_NORM_BLD_63839	SROnlyAssembly
71_length=193_depth=1.46x	193	KP_NORM_BLD_63839	SROnlyAssembly
72_length=191_depth=2.07x	191	KP_NORM_BLD_63839	SROnlyAssembly
73_length=182_depth=1.88x	182	KP_NORM_BLD_63839	SROnlyAssembly
74_length=169_depth=1.87x	169	KP_NORM_BLD_63839	SROnlyAssembly
75_length=167_depth=2.07x	167	KP_NORM_BLD_63839	SROnlyAssembly
76_length=163_depth=10.80x	163	KP_NORM_BLD_63839	SROnlyAssembly
77_length=152_depth=2.57x	152	KP_NORM_BLD_63839	SROnlyAssembly
78_length=147_depth=0.97x	147	KP_NORM_BLD_63839	SROnlyAssembly
79_length=144_depth=12.42x	144	KP_NORM_BLD_63839	SROnlyAssembly
80_length=142_depth=4.67x	142	KP_NORM_BLD_63839	SROnlyAssembly
81_length=142_depth=4.19x	142	KP_NORM_BLD_63839	SROnlyAssembly
82_length=138_depth=1.71x	138	KP_NORM_BLD_63839	SROnlyAssembly
83_length=137_depth=1.01x	137	KP_NORM_BLD_63839	SROnlyAssembly
84_length=135_depth=3.41x	135	KP_NORM_BLD_63839	SROnlyAssembly
85_length=134_depth=1.32x	134	KP_NORM_BLD_63839	SROnlyAssembly
86_length=134_depth=2.12x	134	KP_NORM_BLD_63839	SROnlyAssembly
87_length=132_depth=2.98x	132	KP_NORM_BLD_63839	SROnlyAssembly
88_length=130_depth=9.18x	130	KP_NORM_BLD_63839	SROnlyAssembly
89_length=127_depth=2.53x	127	KP_NORM_BLD_63839	SROnlyAssembly
90_length=119_depth=1.06x	119	KP_NORM_BLD_63839	SROnlyAssembly
91_length=119_depth=0.89x	119	KP_NORM_BLD_63839	SROnlyAssembly
92_length=116_depth=0.99x	116	KP_NORM_BLD_63839	SROnlyAssembly
93_length=112_depth=4.79x	112	KP_NORM_BLD_63839	SROnlyAssembly
94_length=106_depth=2.86x	106	KP_NORM_BLD_63839	SROnlyAssembly
1_length=1102798_depth=0.97x	1102798	KP_NORM_URN_106847	SROnlyAssembly
2_length=749880_depth=1.00x	749880	KP_NORM_URN_106847	SROnlyAssembly
3_length=478789_depth=1.12x	478789	KP_NORM_URN_106847	SROnlyAssembly
4_length=449538_depth=0.93x	449538	KP_NORM_URN_106847	SROnlyAssembly
5_length=427210_depth=1.05x	427210	KP_NORM_URN_106847	SROnlyAssembly
6_length=421617_depth=0.93x	421617	KP_NORM_URN_106847	SROnlyAssembly
7_length=356992_depth=1.01x	356992	KP_NORM_URN_106847	SROnlyAssembly
8_length=299633_depth=1.05x	299633	KP_NORM_URN_106847	SROnlyAssembly
9_length=185260_depth=1.07x	185260	KP_NORM_URN_106847	SROnlyAssembly
10_length=135121_depth=1.12x	135121	KP_NORM_URN_106847	SROnlyAssembly
11_length=114405_depth=1.12x	114405	KP_NORM_URN_106847	SROnlyAssembly
12_length=95531_depth=1.06x	95531	KP_NORM_URN_106847	SROnlyAssembly
13_length=92980_depth=1.13x	92980	KP_NORM_URN_106847	SROnlyAssembly
14_length=92721_depth=1.12x	92721	KP_NORM_URN_106847	SROnlyAssembly
15_length=87717_depth=1.35x	87717	KP_NORM_URN_106847	SROnlyAssembly
16_length=77756_depth=1.06x	77756	KP_NORM_URN_106847	SROnlyAssembly
17_length=58038_depth=1.37x	58038	KP_NORM_URN_106847	SROnlyAssembly
18_length=43920_depth=0.91x	43920	KP_NORM_URN_106847	SROnlyAssembly
19_length=42261_depth=1.12x	42261	KP_NORM_URN_106847	SROnlyAssembly
20_length=34270_depth=1.09x	34270	KP_NORM_URN_106847	SROnlyAssembly
21_length=27926_depth=0.93x	27926	KP_NORM_URN_106847	SROnlyAssembly
22_length=26068_depth=1.05x	26068	KP_NORM_URN_106847	SROnlyAssembly
23_length=23145_depth=1.00x	23145	KP_NORM_URN_106847	SROnlyAssembly
24_length=16372_depth=1.30x	16372	KP_NORM_URN_106847	SROnlyAssembly
25_length=14270_depth=1.34x	14270	KP_NORM_URN_106847	SROnlyAssembly
26_length=6819_depth=1.36x	6819	KP_NORM_URN_106847	SROnlyAssembly
27_length=6707_depth=1.36x	6707	KP_NORM_URN_106847	SROnlyAssembly
28_length=6383_depth=1.22x	6383	KP_NORM_URN_106847	SROnlyAssembly
29_length=4386_depth=1.36x	4386	KP_NORM_URN_106847	SROnlyAssembly
30_length=4218_depth=1.19x	4218	KP_NORM_URN_106847	SROnlyAssembly
31_length=4112_depth=1.28x	4112	KP_NORM_URN_106847	SROnlyAssembly
32_length=2651_depth=1.48x	2651	KP_NORM_URN_106847	SROnlyAssembly
33_length=1916_depth=1.32x	1916	KP_NORM_URN_106847	SROnlyAssembly
34_length=1589_depth=1.39x	1589	KP_NORM_URN_106847	SROnlyAssembly
35_length=1336_depth=9.13x	1336	KP_NORM_URN_106847	SROnlyAssembly
36_length=1270_depth=1.30x	1270	KP_NORM_URN_106847	SROnlyAssembly
37_length=1178_depth=2.11x	1178	KP_NORM_URN_106847	SROnlyAssembly
38_length=1122_depth=8.92x	1122	KP_NORM_URN_106847	SROnlyAssembly
39_length=1087_depth=9.07x	1087	KP_NORM_URN_106847	SROnlyAssembly
40_length=820_depth=4.36x	820	KP_NORM_URN_106847	SROnlyAssembly
41_length=788_depth=1.87x	788	KP_NORM_URN_106847	SROnlyAssembly
42_length=638_depth=2.14x	638	KP_NORM_URN_106847	SROnlyAssembly
43_length=397_depth=2.81x	397	KP_NORM_URN_106847	SROnlyAssembly
44_length=374_depth=2.34x	374	KP_NORM_URN_106847	SROnlyAssembly
45_length=326_depth=9.18x	326	KP_NORM_URN_106847	SROnlyAssembly
46_length=301_depth=1.55x	301	KP_NORM_URN_106847	SROnlyAssembly
47_length=284_depth=1.26x	284	KP_NORM_URN_106847	SROnlyAssembly
48_length=280_depth=1.01x	280	KP_NORM_URN_106847	SROnlyAssembly
49_length=268_depth=1.80x	268	KP_NORM_URN_106847	SROnlyAssembly
50_length=264_depth=0.90x	264	KP_NORM_URN_106847	SROnlyAssembly
51_length=255_depth=2.43x	255	KP_NORM_URN_106847	SROnlyAssembly
52_length=252_depth=8.77x	252	KP_NORM_URN_106847	SROnlyAssembly
53_length=251_depth=2.18x	251	KP_NORM_URN_106847	SROnlyAssembly
54_length=248_depth=1.54x	248	KP_NORM_URN_106847	SROnlyAssembly
55_length=229_depth=1.94x	229	KP_NORM_URN_106847	SROnlyAssembly
56_length=200_depth=2.80x	200	KP_NORM_URN_106847	SROnlyAssembly
57_length=197_depth=1.90x	197	KP_NORM_URN_106847	SROnlyAssembly
58_length=192_depth=9.58x	192	KP_NORM_URN_106847	SROnlyAssembly
59_length=180_depth=3.36x	180	KP_NORM_URN_106847	SROnlyAssembly
60_length=179_depth=1.81x	179	KP_NORM_URN_106847	SROnlyAssembly
61_length=156_depth=1.03x	156	KP_NORM_URN_106847	SROnlyAssembly
62_length=147_depth=1.25x	147	KP_NORM_URN_106847	SROnlyAssembly
63_length=146_depth=2.86x	146	KP_NORM_URN_106847	SROnlyAssembly
64_length=134_depth=1.64x	134	KP_NORM_URN_106847	SROnlyAssembly
65_length=133_depth=2.58x	133	KP_NORM_URN_106847	SROnlyAssembly
66_length=131_depth=7.75x	131	KP_NORM_URN_106847	SROnlyAssembly
67_length=128_depth=1.67x	128	KP_NORM_URN_106847	SROnlyAssembly
68_length=123_depth=2.92x	123	KP_NORM_URN_106847	SROnlyAssembly
69_length=121_depth=7.03x	121	KP_NORM_URN_106847	SROnlyAssembly
70_length=115_depth=3.02x	115	KP_NORM_URN_106847	SROnlyAssembly
71_length=111_depth=1.03x	111	KP_NORM_URN_106847	SROnlyAssembly
72_length=108_depth=1.30x	108	KP_NORM_URN_106847	SROnlyAssembly
73_length=106_depth=3.46x	106	KP_NORM_URN_106847	SROnlyAssembly
74_length=105_depth=4.53x	105	KP_NORM_URN_106847	SROnlyAssembly
75_length=105_depth=2.12x	105	KP_NORM_URN_106847	SROnlyAssembly
76_length=104_depth=2.29x	104	KP_NORM_URN_106847	SROnlyAssembly
77_length=104_depth=8.18x	104	KP_NORM_URN_106847	SROnlyAssembly
78_length=102_depth=1.36x	102	KP_NORM_URN_106847	SROnlyAssembly
79_length=101_depth=2.26x	101	KP_NORM_URN_106847	SROnlyAssembly
1_length=463177_depth=1.00x	463177	KP_NORM_BLD_63815	SROnlyAssembly
2_length=458965_depth=0.92x	458965	KP_NORM_BLD_63815	SROnlyAssembly
3_length=439307_depth=1.04x	439307	KP_NORM_BLD_63815	SROnlyAssembly
4_length=414167_depth=0.83x	414167	KP_NORM_BLD_63815	SROnlyAssembly
5_length=402896_depth=0.84x	402896	KP_NORM_BLD_63815	SROnlyAssembly
6_length=327861_depth=1.13x	327861	KP_NORM_BLD_63815	SROnlyAssembly
7_length=242732_depth=1.00x	242732	KP_NORM_BLD_63815	SROnlyAssembly
8_length=227618_depth=1.18x	227618	KP_NORM_BLD_63815	SROnlyAssembly
9_length=203124_depth=1.15x	203124	KP_NORM_BLD_63815	SROnlyAssembly
10_length=197505_depth=1.19x	197505	KP_NORM_BLD_63815	SROnlyAssembly
11_length=149835_depth=0.90x	149835	KP_NORM_BLD_63815	SROnlyAssembly
12_length=146995_depth=0.86x	146995	KP_NORM_BLD_63815	SROnlyAssembly
13_length=114097_depth=1.11x	114097	KP_NORM_BLD_63815	SROnlyAssembly
14_length=99191_depth=1.24x	99191	KP_NORM_BLD_63815	SROnlyAssembly
15_length=94537_depth=0.99x	94537	KP_NORM_BLD_63815	SROnlyAssembly
16_length=86489_depth=1.14x	86489	KP_NORM_BLD_63815	SROnlyAssembly
17_length=81871_depth=0.93x	81871	KP_NORM_BLD_63815	SROnlyAssembly
18_length=81105_depth=1.10x	81105	KP_NORM_BLD_63815	SROnlyAssembly
19_length=76401_depth=0.97x	76401	KP_NORM_BLD_63815	SROnlyAssembly
20_length=75838_depth=0.93x	75838	KP_NORM_BLD_63815	SROnlyAssembly
21_length=64190_depth=1.05x	64190	KP_NORM_BLD_63815	SROnlyAssembly
22_length=61517_depth=0.98x	61517	KP_NORM_BLD_63815	SROnlyAssembly
23_length=58783_depth=1.06x	58783	KP_NORM_BLD_63815	SROnlyAssembly
24_length=52095_depth=0.75x	52095	KP_NORM_BLD_63815	SROnlyAssembly
25_length=50870_depth=1.22x	50870	KP_NORM_BLD_63815	SROnlyAssembly
26_length=50336_depth=0.88x	50336	KP_NORM_BLD_63815	SROnlyAssembly
27_length=47300_depth=1.87x	47300	KP_NORM_BLD_63815	SROnlyAssembly
28_length=44312_depth=1.07x	44312	KP_NORM_BLD_63815	SROnlyAssembly
29_length=43418_depth=1.10x	43418	KP_NORM_BLD_63815	SROnlyAssembly
30_length=42998_depth=0.63x	42998	KP_NORM_BLD_63815	SROnlyAssembly
31_length=39044_depth=1.23x	39044	KP_NORM_BLD_63815	SROnlyAssembly
32_length=37153_depth=1.96x	37153	KP_NORM_BLD_63815	SROnlyAssembly
33_length=34705_depth=0.67x	34705	KP_NORM_BLD_63815	SROnlyAssembly
34_length=34578_depth=0.79x	34578	KP_NORM_BLD_63815	SROnlyAssembly
35_length=34261_depth=1.14x	34261	KP_NORM_BLD_63815	SROnlyAssembly
36_length=34043_depth=0.86x	34043	KP_NORM_BLD_63815	SROnlyAssembly
37_length=33900_depth=0.73x	33900	KP_NORM_BLD_63815	SROnlyAssembly
38_length=32786_depth=0.96x	32786	KP_NORM_BLD_63815	SROnlyAssembly
39_length=31827_depth=0.33x	31827	KP_NORM_BLD_63815	SROnlyAssembly
40_length=31684_depth=0.92x	31684	KP_NORM_BLD_63815	SROnlyAssembly
41_length=30493_depth=0.92x	30493	KP_NORM_BLD_63815	SROnlyAssembly
42_length=28390_depth=1.25x	28390	KP_NORM_BLD_63815	SROnlyAssembly
43_length=27887_depth=0.93x	27887	KP_NORM_BLD_63815	SROnlyAssembly
44_length=27704_depth=1.57x	27704	KP_NORM_BLD_63815	SROnlyAssembly
45_length=26106_depth=1.10x	26106	KP_NORM_BLD_63815	SROnlyAssembly
46_length=25839_depth=0.57x	25839	KP_NORM_BLD_63815	SROnlyAssembly
47_length=24576_depth=1.18x	24576	KP_NORM_BLD_63815	SROnlyAssembly
48_length=24031_depth=0.31x	24031	KP_NORM_BLD_63815	SROnlyAssembly
