Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# unaligned contigs	Unaligned length	# N's per 100 kbp	QuastReferenceSequence	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	Genome fraction (%)	Duplication ratio	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	ToolName	QuastType	SRAssemblerUsed
NK_H22_060_plasmidcontigs	58	58	31	21	5	3	690050	690050	625718	553256	278636	218703	58	109728	690050	161935	49.05	52.28	20794	109728	5081	57943	37076.0	157991.1	8	1	31	2	29 + 14 part	525149	0.0	NK_H22_060__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	2.0	97.246	1.047	152.82	6.67	34761.0	164901.0	-	17104	-	3621	4391.5	18713.3	-	4	-	10	PlasmidHunter	IndividualPlasmids	spades
NK_H22_060_plasmidcontigs	58	58	31	21	5	3	690050	690050	625718	553256	278636	218703	58	109728	690050	109601	49.05	49.08	20794	109728	5081	109728	37076.0	233431.1	8	1	31	1	57 + 0 part	580322	0.0	NK_H22_060__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.001	0.0	0.91	109728.0	109728.0	-	109728	-	109728	17448.4	109855.1	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H22_060_plasmidcontigs	58	58	31	21	5	3	690050	690050	625718	553256	278636	218703	58	109728	690050	102926	49.05	52.51	20794	109728	5081	109728	37076.0	248569.7	8	1	31	1	41 + 4 part	586281	0.0	NK_H22_060__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	3.0	94.742	1.064	220.68	21.2	20283.0	103769.0	-	9872	-	3057	1716.6	11508.5	-	4	-	11	PlasmidHunter	IndividualPlasmids	spades
NK_H22_060_plasmidcontigs	58	58	31	21	5	3	690050	690050	625718	553256	278636	218703	58	109728	690050	3223	49.05	56.35	20794	109728	5081	109728	37076.0	7938033.7	8	1	31	1	55 + 0 part	686596	0.0	NK_H22_060__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.969	1.072	0.0	0.0	1277.0	3454.0	-	1128	-	1049	5.8	1242.2	-	2	-	3	PlasmidHunter	IndividualPlasmids	spades
NK_H22_060_plasmidcontigs	58	58	31	21	5	3	690050	690050	625718	553256	278636	218703	58	109728	690050	2453	49.05	48.51	20794	109728	5081	109728	37076.0	10429793.1	8	1	31	1	56 + 1 part	687413	0.0	NK_H22_060__pl_6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.959	1.075	303.38	0.0	2452.0	2637.0	-	2452	-	2452	8.8	2465.0	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H22_053_plasmidcontigs	23	23	11	6	3	0	237071	237071	209815	170544	103022	0	23	45061	237071	187216	51.16	52.71	24346	26305	4456	20911	23789.2	30124.2	4	3	12	6	1 + 8 part	53004	0.0	NK_H22_053__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	97.502	1.008	3.26	0.0	45061.0	184067.0	20911	24346	-	7408	19214.1	24330.8	5	3	-	9	PlasmidHunter	IndividualPlasmids	spades
NK_H22_075_plasmidcontigs	10	10	1	1	1	0	51230	51230	32588	32588	32588	0	10	32588	51230	226401	49.47	51.49	32588	-	1445	-	21685.3	4907.0	1	-	7	-	9 + 0 part	18642	0.0	NK_H22_075__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.394	1.0	0.0	0.0	32588.0	32588.0	32588	-	-	-	20729.6	4690.7	1	-	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H22_075_plasmidcontigs	10	10	1	1	1	0	51230	51230	32588	32588	32588	0	10	32588	51230	3517	49.47	45.64	32588	32588	1445	32588	21685.3	315876.9	1	1	7	1	9 + 0 part	47588	0.0	NK_H22_075__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.036	549.15	82.37	3642.0	3642.0	-	3642	-	3642	258.9	3771.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H22_027_plasmidcontigs	23	23	10	4	1	1	184917	184917	153232	110581	52158	52158	23	52158	184917	273657	52.88	52.48	19756	6889	3796	-	23206.5	15681.2	3	8	14	-	2 + 0 part	7863	0.0	NK_H22_027__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.411	1.004	0.0	0.56	52158.0	177050.0	19756	6889	2783	-	23019.2	15554.7	3	8	14	-	PlasmidHunter	IndividualPlasmids	spades
NK_H22_027_plasmidcontigs	23	23	10	4	1	1	184917	184917	153232	110581	52158	52158	23	52158	184917	5167	52.88	47.51	19756	52158	3796	52158	23206.5	830515.8	3	1	14	1	22 + 0 part	179623	0.0	NK_H22_027__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.025	0.0	18.89	5294.0	5294.0	-	5294	-	5294	151.6	5424.1	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H22_027_plasmidcontigs	23	23	10	4	1	1	184917	184917	153232	110581	52158	52158	23	52158	184917	2442	52.88	48.94	19756	52158	3796	52158	23206.5	1757278.9	3	1	14	1	22 + 0 part	182348	0.0	NK_H22_027__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.052	0.0	38.93	2569.0	2569.0	-	2569	-	2569	35.7	2702.6	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_005_plasmidcontigs	11	11	3	2	0	0	67341	67341	50617	43734	0	0	11	21988	67341	74912	47.11	47.93	21746	21746	2232	-	15463.0	13900.2	2	2	7	-	6 + 1 part	34292	0.0	NK_H23_005__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.839	1.006	9.08	0.0	21988.0	33049.0	-	-	-	-	8005.3	7196.2	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_002_plasmidcontigs	23	23	10	5	1	0	169261	169261	130556	92186	25503	0	23	25503	169261	225460	48.54	49.42	12686	7081	2956	-	13568.7	10186.6	5	8	16	-	7 + 1 part	22559	0.0	NK_H23_002__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.059	1.0	1.36	1.36	25503.0	146702.0	12686	7081	-	-	13141.8	9866.0	5	8	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_002_plasmidcontigs	23	23	10	5	1	0	169261	169261	130556	92186	25503	0	23	25503	169261	4684	48.54	54.7	12686	25503	2956	25503	13568.7	490320.2	5	1	16	1	22 + 0 part	164450	0.0	NK_H23_002__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.027	0.0	20.79	4811.0	4811.0	-	4811	-	4811	136.7	4941.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_007_plasmidcontigs	9	9	3	2	1	1	204782	204782	190250	184640	165502	165502	9	165502	204782	195776	51.04	51.73	165502	165502	19138	19138	135935.8	142189.1	1	1	2	2	4 + 0 part	8960	0.0	NK_H23_007__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.883	1.001	0.0	0.0	165502.0	195822.0	165502	165502	19138	19138	135802.4	142049.5	1	1	2	2	PlasmidHunter	IndividualPlasmids	spades
NK_H23_007_plasmidcontigs	9	9	3	2	1	1	204782	204782	190250	184640	165502	165502	9	165502	204782	30307	51.04	60.04	165502	165502	19138	165502	135935.8	918507.5	1	1	2	1	9 + 0 part	204782	0.0	NK_H23_007__pl_2																								PlasmidHunter	IndividualPlasmids	spades
NK_H22_076_plasmidcontigs	43	43	27	14	6	3	524295	524295	490519	395027	297194	192170	43	74740	524295	414383	49.14	48.5	38964	39365	6287	10830	34946.6	44215.9	5	4	24	12	8 + 5 part	119238	0.0	NK_H22_076__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	95.744	1.021	58.77	1.48	74740.0	404980.0	13055	38964	-	5501	28079.6	35527.5	7	4	-	19	PlasmidHunter	IndividualPlasmids	spades
NK_H22_076_plasmidcontigs	43	43	27	14	6	3	524295	524295	490519	395027	297194	192170	43	74740	524295	98928	49.14	52.62	38964	74740	6287	62575	34946.6	185208.5	5	1	24	2	23 + 13 part	420938	0.0	NK_H22_076__pl_2	0.0	0.0	0.0	1.0	0.0	0.0	2.0	96.062	1.088	208.98	2.9	54855.0	103357.0	-	54855	-	5152	6383.4	33830.3	-	1	-	6	PlasmidHunter	IndividualPlasmids	spades
NK_H22_076_plasmidcontigs	43	43	27	14	6	3	524295	524295	490519	395027	297194	192170	43	74740	524295	3223	49.14	56.35	38964	74740	6287	74740	34946.6	5684862.2	5	1	24	1	42 + 0 part	520945	0.0	NK_H22_076__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.039	0.0	29.85	3350.0	3350.0	-	3350	-	3350	21.4	3482.0	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_006_plasmidcontigs	18	18	8	5	3	0	175175	175175	153576	130861	88386	0	18	36566	175175	246501	51.8	51.67	25545	19651	2904	-	21776.1	15475.1	3	5	10	-	3 + 0 part	5281	0.0	NK_H23_006__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.886	1.001	0.0	0.59	36566.0	169894.0	25545	19651	2904	-	21715.2	15431.8	3	5	10	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_019_plasmidcontigs	7	7	1	0	0	0	20601	20601	8074	0	0	0	7	8074	20601	69176	53.36	54.52	4015	-	1222	-	4848.1	1443.8	2	-	6	-	5 + 1 part	19278	0.0	NK_H23_019__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.735	1.103	0.0	0.0	1196.0	1323.0	-	-	-	-	70.2	20.9	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_019_plasmidcontigs	7	7	1	0	0	0	20601	20601	8074	0	0	0	7	8074	20601	3888	53.36	45.52	4015	8074	1222	8074	4848.1	25688.4	2	1	6	1	6 + 0 part	16586	0.0	NK_H23_019__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.033	0.0	24.91	4015.0	4015.0	-	4015	-	4015	782.5	4146.1	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_027_plasmidcontigs	20	20	9	4	1	0	154326	154326	120698	82341	33633	0	20	33633	154326	225468	49.58	49.42	10006	6694	2896	-	15923.0	10898.8	4	8	14	-	4 + 1 part	16187	0.0	NK_H23_027__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.113	1.003	0.72	0.72	33633.0	138139.0	10006	6694	-	-	15551.8	10644.7	4	8	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_027_plasmidcontigs	20	20	9	4	1	0	154326	154326	120698	82341	33633	0	20	33633	154326	4684	49.58	54.7	10006	33633	2896	33633	15923.0	524624.0	4	1	14	1	19 + 0 part	149515	0.0	NK_H23_027__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.027	0.0	20.79	4811.0	4811.0	-	4811	-	4811	150.0	4941.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_015_plasmidcontigs	12	12	6	5	2	0	136518	136518	121295	113890	63065	0	12	37463	136518	219000	49.07	50.04	17262	16419	4357	-	22135.8	13798.8	3	5	7	-	2 + 1 part	5649	0.0	NK_H23_015__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.642	1.002	74.12	0.0	37463.0	130869.0	17262	16419	3905	-	21986.4	13705.7	3	5	7	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_049_plasmidcontigs	20	20	12	7	4	0	236373	236373	219629	185620	140442	0	20	37935	236373	179144	49.55	50.27	31770	34213	5517	22027	25348.4	33446.2	4	3	11	5	7 + 0 part	59019	0.0	NK_H23_049__pl_1	1.0	1.0	22027.0	0.0	0.0	0.0	0.0	98.545	1.004	0.0	0.0	37779.0	177198.0	19536	31770	-	5517	19075.8	25169.7	4	3	-	9	PlasmidHunter	IndividualPlasmids	spades
NK_H23_049_plasmidcontigs	20	20	12	7	4	0	236373	236373	219629	185620	140442	0	20	37935	236373	110575	49.55	48.63	31770	36524	5517	34213	25348.4	54186.6	4	2	11	3	16 + 0 part	183840	0.0	NK_H23_049__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.267	1.0	1.91	0.0	34009.0	52285.0	-	-	-	-	5680.5	12143.1	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
T7-096_plasmidcontigs	69	69	36	22	5	1	648123	648123	569730	465010	191339	70947	69	70947	648123	345669	49.94	47.63	16574	26810	3982	16855	22299.6	41811.4	12	5	40	11	11 + 27 part	323428	0.0	T7-096__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	5.0	91.642	1.025	50.82	1.54	70947.0	324695.0	127	11808	-	1319	13803.0	25880.4	58	6	-	28	PlasmidHunter	IndividualPlasmids	spades
T7-096_plasmidcontigs	69	69	36	22	5	1	648123	648123	569730	465010	191339	70947	69	70947	648123	241460	49.94	53.19	16574	27709	3982	21661	22299.6	59856.3	12	3	40	7	8 + 38 part	418450	0.0	T7-096__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	5.0	89.798	1.059	88.82	4.35	27651.0	229673.0	-	16855	-	1085	6192.1	16620.7	-	6	-	23	PlasmidHunter	IndividualPlasmids	spades
T7-096_plasmidcontigs	69	69	36	22	5	1	648123	648123	569730	465010	191339	70947	69	70947	648123	85939	49.94	51.58	16574	70947	3982	38222	22299.6	168176.2	12	1	40	2	20 + 36 part	569148	0.0	T7-096__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	2.0	83.679	1.098	164.61	7.6	16574.0	78975.0	-	13851	-	127	1253.1	9450.5	-	3	-	38	PlasmidHunter	IndividualPlasmids	spades
NK_H24_006_plasmidcontigs	6	6	0	0	0	0	9519	9519	0	0	0	0	6	2480	9519	4841	46.04	43.17	1683	2480	1053	1906	1743.6	3428.5	3	1	6	2	6 + 0 part	9519	0.0	NK_H24_006__pl_1																								PlasmidHunter	IndividualPlasmids	spades
NK_H24_006_plasmidcontigs	6	6	0	0	0	0	9519	9519	0	0	0	0	6	2480	9519	2353	46.04	35.19	1683	2480	1053	2480	1743.6	7053.7	3	1	6	1	5 + 0 part	7039	0.0	NK_H24_006__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.054	0.0	40.32	2480.0	2480.0	-	2480	-	2480	646.1	2613.9	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H24_010_plasmidcontigs	31	31	10	5	1	0	160404	160404	116803	83243	31795	0	31	31795	160404	205989	48.43	49.42	11476	6499	1921	-	12673.4	9868.8	5	8	19	-	10 + 1 part	31768	0.0	NK_H24_010__pl_1	1.0	1.0	11737.0	0.0	0.0	0.0	0.0	62.386	1.001	21.78	3.11	31795.0	128580.0	7081	5308	-	-	11387.4	8867.4	6	9	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H24_010_plasmidcontigs	31	31	10	5	1	0	160404	160404	116803	83243	31795	0	31	31795	160404	4684	48.43	54.7	11476	31795	1921	31795	12673.4	434002.6	5	1	19	1	30 + 0 part	155593	0.0	NK_H24_010__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.027	0.0	20.79	4811.0	4811.0	-	4811	-	4811	144.3	4941.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H23_041_plasmidcontigs	29	29	14	7	1	0	180561	180561	149638	98076	25004	0	29	25004	180561	143258	51.53	51.66	10961	11273	2819	7475	11039.2	13913.7	7	5	18	11	12 + 1 part	49146	0.0	NK_H23_041__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.337	1.004	0.0	0.0	25004.0	131415.0	9040	11067	-	1266	9342.9	11775.8	7	5	-	14	PlasmidHunter	IndividualPlasmids	spades
NK_H23_041_plasmidcontigs	29	29	14	7	1	0	180561	180561	149638	98076	25004	0	29	25004	180561	51987	51.53	51.6	10961	14096	2819	13700	11039.2	38341.2	7	2	18	3	19 + 5 part	162096	0.0	NK_H23_041__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.993	1.045	146.22	0.0	6302.0	18465.0	-	-	-	-	466.7	1620.8	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_041_plasmidcontigs	29	29	14	7	1	0	180561	180561	149638	98076	25004	0	29	25004	180561	6661	51.53	46.37	10961	25004	2819	25004	11039.2	299241.0	7	1	18	1	28 + 0 part	173773	0.0	NK_H23_041__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.019	0.0	14.73	6788.0	6788.0	-	6788	-	6788	255.2	6917.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H24_016_plasmidcontigs	1	1	0	0	0	0	1635	1635	0	0	0	0	1	1635	1635	111518	61.22	49.0	1635	-	1635	-	1635.0	24.0	1	-	1	-	1 + 0 part	1635	0.0	NK_H24_016__pl_1																								PlasmidHunter	IndividualPlasmids	spades
NK_H23_045_plasmidcontigs	35	35	16	8	2	0	267694	267694	226177	168122	60613	0	35	33815	267694	185199	50.21	51.37	15165	21815	3324	13361	16550.8	23923.2	6	4	20	8	16 + 2 part	91541	0.0	NK_H23_045__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	93.674	1.015	40.87	0.57	33815.0	176152.0	9277	17596	-	2440	12054.5	17424.0	7	4	-	13	PlasmidHunter	IndividualPlasmids	spades
NK_H23_045_plasmidcontigs	35	35	16	8	2	0	267694	267694	226177	168122	60613	0	35	33815	267694	105392	50.21	50.91	15165	26798	3324	21815	16550.8	42038.8	6	2	20	4	18 + 14 part	210323	0.0	NK_H23_045__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	4.0	49.006	1.111	242.27	6.97	26798.0	57373.0	-	767	-	-	3889.5	9879.3	-	5	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H23_045_plasmidcontigs	35	35	16	8	2	0	267694	267694	226177	168122	60613	0	35	33815	267694	6394	50.21	44.34	15165	33815	3324	33815	16550.8	692922.8	6	1	20	1	34 + 0 part	261173	0.0	NK_H23_045__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.02	0.0	15.34	6521.0	6521.0	-	6521	-	6521	158.9	6650.5	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H24_028_plasmidcontigs	19	19	10	5	1	1	170406	170406	151848	116803	60940	60940	19	60940	170406	253372	52.56	52.38	13793	7970	4132	-	28392.4	19095.4	3	7	11	-	2 + 0 part	2530	0.0	NK_H24_028__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.222	1.001	0.0	0.6	60940.0	167876.0	13793	7970	4132	-	28373.2	19082.5	3	7	11	-	PlasmidHunter	IndividualPlasmids	spades
NK_H24_054_plasmidcontigs	8	8	3	2	2	1	104750	104750	93370	85292	85292	50043	8	50043	104750	209558	53.0	53.07	35249	-	4718	-	36718.6	18354.2	2	-	4	-	1 + 0 part	2409	0.0	NK_H24_054__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.776	1.001	0.0	0.0	50043.0	102341.0	35249	-	4718	-	36663.2	18326.5	2	-	4	-	PlasmidHunter	IndividualPlasmids	spades
NK_H25_002_plasmidcontigs	13	13	6	3	1	0	97199	97199	82722	66597	33903	0	13	33903	97199	138610	50.1	50.55	20673	5432	3978	-	19017.4	13335.8	2	4	8	-	3 + 0 part	6479	0.0	NK_H25_002__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.901	1.008	0.0	1.1	33903.0	90720.0	20673	5432	1743	-	18821.6	13198.4	2	4	8	-	PlasmidHunter	IndividualPlasmids	spades
NK_H26_006_plasmidcontigs	6	6	0	0	0	0	13711	13711	0	0	0	0	6	4386	13711	4259	41.42	41.42	2493	4386	1615	4386	2764.0	8898.1	2	1	5	1	5 + 0 part	9325	0.0	NK_H26_006__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.03	0.0	22.8	4386.0	4386.0	-	4386	-	4386	1403.0	4516.8	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H29_003_plasmidcontigs	5	5	2	2	2	2	183519	183519	178700	178700	178700	178700	5	124765	183519	183106	50.72	50.71	124765	124765	53935	53935	100720.5	100947.7	1	1	2	2	2 + 0 part	2364	0.0	NK_H29_003__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.796	1.001	0.0	0.0	124765.0	181155.0	124765	124765	53935	53935	100705.2	100932.3	1	1	2	2	PlasmidHunter	IndividualPlasmids	spades
NK_H29_003_plasmidcontigs	5	5	2	2	2	2	183519	183519	178700	178700	178700	178700	5	124765	183519	109971	50.72	49.87	124765	124765	53935	124765	100720.5	168081.9	1	1	2	1	5 + 0 part	183519	0.0	NK_H29_003__pl_2																								PlasmidHunter	IndividualPlasmids	spades
NK_H25_013_plasmidcontigs	21	21	10	8	2	0	190939	190939	161034	150027	61233	0	21	30917	190939	108973	53.06	53.48	17412	30316	3645	17412	18178.4	31851.7	4	2	13	4	11 + 5 part	84112	0.0	NK_H25_013__pl_1	1.0	1.0	23618.0	0.0	0.0	0.0	0.0	96.757	1.013	29.02	0.0	30917.0	106827.0	13731	30316	-	5744	13351.7	23394.4	4	2	-	5	PlasmidHunter	IndividualPlasmids	spades
NK_H25_013_plasmidcontigs	21	21	10	8	2	0	190939	190939	161034	150027	61233	0	21	30917	190939	72116	53.06	54.35	17412	30316	3645	23618	18178.4	48130.4	4	2	13	3	15 + 5 part	179790	0.0	NK_H25_013__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.943	1.035	26.91	0.0	10575.0	11149.0	-	-	-	-	586.0	1551.6	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H25_013_plasmidcontigs	21	21	10	8	2	0	190939	190939	161034	150027	61233	0	21	30917	190939	4804	53.06	46.36	17412	30917	3645	30917	18178.4	722517.3	4	1	13	1	18 + 2 part	185304	0.0	NK_H25_013__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.173	479.15	53.24	4931.0	5635.0	-	4931	-	4931	128.6	5113.1	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H25_013_plasmidcontigs	21	21	10	8	2	0	190939	190939	161034	150027	61233	0	21	30917	190939	4503	53.06	46.01	17412	30917	3645	30917	18178.4	770813.4	4	1	13	1	15 + 5 part	186253	0.0	NK_H25_013__pl_4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	78.947	1.318	597.52	42.68	3553.0	4686.0	-	3553	-	327	67.6	2864.6	-	1	-	3	PlasmidHunter	IndividualPlasmids	spades
NK_H25_013_plasmidcontigs	21	21	10	8	2	0	190939	190939	161034	150027	61233	0	21	30917	190939	3549	53.06	47.17	17412	30917	3645	30917	18178.4	978014.4	4	1	13	1	17 + 4 part	185617	0.0	NK_H25_013__pl_5	0.0	0.0	0.0	0.0	0.0	0.0	2.0	100.0	1.5	883.13	0.0	1849.0	5322.0	-	1849	-	1827	38.7	2083.1	-	1	-	2	PlasmidHunter	IndividualPlasmids	spades
NK_H28_005_plasmidcontigs	18	18	7	5	0	0	128793	128793	102524	86751	0	0	18	24109	128793	161411	49.71	49.79	14004	11737	2849	-	14005.5	11175.3	4	5	11	-	3 + 0 part	10282	0.0	NK_H28_005__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.471	0.999	0.0	1.69	24109.0	118511.0	14004	11737	1469	-	13678.6	10914.4	4	5	13	-	PlasmidHunter	IndividualPlasmids	spades
NK_H28_005_plasmidcontigs	18	18	7	5	0	0	128793	128793	102524	86751	0	0	18	24109	128793	4688	49.71	43.92	14004	24109	2849	24109	14005.5	384773.0	4	1	11	1	17 + 0 part	123978	0.0	NK_H28_005__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.027	0.0	20.77	4815.0	4815.0	-	4815	-	4815	180.0	4945.4	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H28_005_plasmidcontigs	18	18	7	5	0	0	128793	128793	102524	86751	0	0	18	24109	128793	4018	49.71	53.31	14004	24109	2849	24109	14005.5	448933.8	4	1	11	1	17 + 0 part	124648	0.0	NK_H28_005__pl_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	1.032	0.0	24.13	4145.0	4145.0	-	4145	-	4145	133.4	4276.0	-	1	-	1	PlasmidHunter	IndividualPlasmids	spades
NK_H3_001_plasmidcontigs	15	15	7	6	1	0	162523	162523	140228	130508	28893	0	15	28893	162523	227070	50.87	51.64	21604	20868	4227	-	19501.4	13957.9	4	5	9	-	2 + 0 part	2381	0.0	NK_H3_001__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.469	1.001	0.62	0.0	28893.0	160142.0	21604	20868	4227	-	19483.5	13945.1	4	5	9	-	PlasmidHunter	IndividualPlasmids	spades
NK_H2_021_plasmidcontigs	15	15	9	7	3	0	189228	189228	176378	159939	97981	0	15	41921	189228	126394	48.95	52.37	25928	30132	7859	17208	23708.0	35493.9	3	2	9	4	4 + 5 part	122907	0.0	NK_H2_021__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	51.643	1.016	13.57	0.0	30132.0	66321.0	-	2006	-	-	8485.5	12703.8	-	5	-	-	PlasmidHunter	IndividualPlasmids	spades
NK_H2_021_plasmidcontigs	15	15	9	7	3	0	189228	189228	176378	159939	97981	0	15	41921	189228	116290	48.95	48.33	25928	30132	7859	17208	23708.0	38577.8	3	2	9	4	3 + 3 part	73364	0.0	NK_H2_021__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	95.675	1.041	151.9	0.86	41921.0	115864.0	8580	17208	-	3687	13959.3	22714.7	5	2	-	7	PlasmidHunter	IndividualPlasmids	spades
NK_H2_020_plasmidcontigs	16	16	7	4	2	1	179393	179393	157319	137998	95597	69322	16	69322	179393	257786	51.98	51.77	26275	19616	4587	-	36769.0	25587.5	2	4	8	-	2 + 0 part	3567	0.0	NK_H2_020__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.133	1.001	0.0	0.0	69322.0	175764.0	26275	19616	4587	-	36727.7	25558.8	2	4	8	-	PlasmidHunter	IndividualPlasmids	spades
NK_H2_007_plasmidcontigs	16	16	10	8	2	0	199281	199281	190367	176532	60702	0	16	30963	199281	212446	49.5	49.54	23017	23017	8121	2411	21330.8	20008.9	4	4	9	11	3 + 0 part	3732	0.0	NK_H2_007__pl_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.866	1.002	0.51	0.0	30962.0	195548.0	23017	23017	8121	2411	21306.7	19986.4	4	4	9	11	PlasmidHunter	IndividualPlasmids	spades
NK_H2_007_plasmidcontigs	16	16	10	8	2	0	199281	199281	190367	176532	60702	0	16	30963	199281	110383	49.5	49.09	23017	29739	8121	23017	21330.8	38509.7	4	2	9	4	15 + 1 part	199019	0.0	NK_H2_007__pl_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.237	1.0	1908.4	0.0	262.0	262.0	-	-	-	-	0.3	0.6	-	-	-	-	PlasmidHunter	IndividualPlasmids	spades
