#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq	SampleID
KP_NORM_BLD_2006_36504__chr	1	5299847	1114038	5299534	99.9941	47.7348	34.7	57.3	KP_NORM_BLD_2006_36504
KP_NORM_BLD_2006_36504__pl_1	1	172255	61054	172255	100	80.0162	35.4	55.1	KP_NORM_BLD_2006_36504
KP_NORM_BLD_2006_36504__pl_2	1	109838	53125	109838	100	109.789	35.6	57.9	KP_NORM_BLD_2006_36504
KP_NORM_BLD_2006_36504__pl_3	1	3960	26461	3960	100	1423.28	35.9	57	KP_NORM_BLD_2006_36504
KP_NORM_BLD_14179__chr	1	5150123	662362	5148850	99.9753	28.5854	36.6	56.5	KP_NORM_BLD_14179
KP_NORM_BLD_14179__pl_1	1	255602	41901	255602	100	36.257	37.1	54.1	KP_NORM_BLD_14179
KP_NORM_BLD_14179__pl_2	1	4166	13582	4166	100	639.682	37.1	54.8	KP_NORM_BLD_14179
KP_NORM_BLD_13886__chr	1	5530897	1101570	5530490	99.9926	38.2053	35.5	55.6	KP_NORM_BLD_13886
KP_NORM_BLD_13886__pl_1	1	187124	38371	187124	100	38.7439	36.1	55.6	KP_NORM_BLD_13886
KP_NORM_BLD_14164__chr	1	5229386	1634623	5228722	99.9873	71.6507	36.5	57.5	KP_NORM_BLD_14164
KP_NORM_BLD_14164__pl_1	1	44090	19130	44090	100	97.7006	37.2	53.1	KP_NORM_BLD_14164
KP_NORM_BLD_14164__pl_2	1	4162	12406	4162	100	620.046	37.4	56.3	KP_NORM_BLD_14164
KP_NORM_BLD_14164__pl_3	1	4052	9606	4052	100	516.664	36.9	56.9	KP_NORM_BLD_14164
KP_NORM_BLD_14177__chr	1	5346999	470255	5335720	99.7891	19.496	36.6	56.3	KP_NORM_BLD_14177
KP_NORM_BLD_14177__pl_1	1	56348	10325	56347	99.9982	40.3357	37.1	54.5	KP_NORM_BLD_14177
KP_NORM_BLD_14177__pl_2	1	32687	10140	32687	100	68.5892	36.8	40.6	KP_NORM_BLD_14177
KP_NORM_BLD_14177__pl_3	1	31703	6865	31703	100	46.6102	37.3	56.9	KP_NORM_BLD_14177
KP_NORM_BLD_14177__pl_4	1	4809	8176	4809	100	344.738	37.7	55.6	KP_NORM_BLD_14177
KP_NORM_BLD_13889__chr	1	5125844	1500356	5125822	99.9996	57.0903	35.4	55.4	KP_NORM_BLD_13889
KP_NORM_BLD_13889__pl_1	1	107159	71106	107159	100	122.9	35.9	52.3	KP_NORM_BLD_13889
KP_NORM_BLD_13889__pl_2	1	68052	70365	68052	100	196.376	35.8	55.2	KP_NORM_BLD_13889
KP_NORM_BLD_13889__pl_3	1	53796	47242	53787	99.9833	169.363	35.9	56.3	KP_NORM_BLD_13889
KP_NORM_BLD_13889__pl_4	1	4416	51393	4416	100	1844.06	37.1	53.8	KP_NORM_BLD_13889
KP_NORM_BLD_13889__pl_5	1	1916	40845	1916	100	3514.07	36.1	50.1	KP_NORM_BLD_13889
KP_NORM_BLD_1339__chr	1	5527376	1897897	5527306	99.9987	78.84	32.6	56.7	KP_NORM_BLD_1339
KP_NORM_BLD_13880__chr	1	5450082	1086417	5449894	99.9966	39.4263	35.6	55.2	KP_NORM_BLD_13880
KP_NORM_BLD_13880__pl_1	1	218098	51109	218098	100	45.3372	36.1	51.1	KP_NORM_BLD_13880
KP_NORM_BLD_13880__pl_2	1	112869	21760	112869	100	37.9922	36.4	56.5	KP_NORM_BLD_13880
KP_NORM_BLD_13880__pl_3	1	10011	27674	10011	100	485.746	36.6	48.7	KP_NORM_BLD_13880
KP_NORM_BLD_13880__pl_4	1	1917	15503	1917	100	1357.05	36.2	54.3	KP_NORM_BLD_13880
KP_NORM_BLD_13757__chr	1	5172975	812073	5172920	99.9989	37.1043	33.8	58	KP_NORM_BLD_13757
KP_NORM_BLD_13757__pl_1	1	111174	25199	111174	100	53.7527	35	58.4	KP_NORM_BLD_13757
KP_NORM_BLD_13757__pl_2	1	4841	6055	4841	100	291.872	35.3	57.8	KP_NORM_BLD_13757
KP_NORM_BLD_13757__pl_3	1	3574	5651	3574	100	361.411	35.1	57.1	KP_NORM_BLD_13757
KP_NORM_BLD_13748__chr	1	5284064	356738	5274231	99.8139	13.1393	34.4	55.6	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_1	1	183227	19000	183226	99.9995	19.9939	35	52	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_2	1	103454	14616	103454	100	27.6537	34.8	45.3	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_3	1	57067	8498	57059	99.986	29.1326	35	35.2	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_4	1	8828	1383	8828	100	29.4994	35.2	55.5	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_5	1	5032	7547	5032	100	273.019	36	34.1	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_6	1	4894	6579	4894	100	244.865	36.1	30	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_7	1	3629	3986	3629	100	201.559	35.2	54.3	KP_NORM_BLD_13748
KP_NORM_BLD_13748__pl_8	1	1965	5013	1885	95.9288	461.93	34.8	55.3	KP_NORM_BLD_13748
KP_NORM_BLD_13377__chr	1	5085062	2267377	5085062	100	100.164	32.7	56.3	KP_NORM_BLD_13377
KP_NORM_BLD_13382__chr	1	5207570	979162	5207480	99.9983	26.8304	35.7	57.1	KP_NORM_BLD_13382
KP_NORM_BLD_13382__pl_1	1	165498	25913	165498	100	22.1252	36.2	51.3	KP_NORM_BLD_13382
KP_NORM_BLD_13382__pl_2	1	48195	8659	48195	100	25.6473	36	53.7	KP_NORM_BLD_13382
KP_NORM_BLD_13382__pl_3	1	4666	2099	4666	100	59.8371	35.9	55.2	KP_NORM_BLD_13382
KP_NORM_BLD_13382__pl_4	1	2809	5485	2809	100	272.276	36.9	57.4	KP_NORM_BLD_13382
KP_NORM_BLD_2013_90851__chr	1	5213805	1158032	5212834	99.9814	48.0391	35	56	KP_NORM_BLD_2013_90851
KP_NORM_BLD_2013_90851__pl_1	1	172099	51712	172099	100	64.6544	35.5	55.3	KP_NORM_BLD_2013_90851
KP_NORM_BLD_2013_90851__pl_2	1	14150	5583	14144	99.9576	84.3873	35	0.214	KP_NORM_BLD_2013_90851
KP_NORM_BLD_2013_90851__pl_3	1	4345	36991	4345	100	1720.11	36.6	56.6	KP_NORM_BLD_2013_90851
KP_NORM_BLD_13383__chr	1	5383757	1844070	5383716	99.9992	79.9816	32.5	56.5	KP_NORM_BLD_13383
KP_NORM_BLD_1348__chr	1	5395428	1732715	5395403	99.9995	77.6323	32.1	56.9	KP_NORM_BLD_1348
KP_NORM_BLD_1348__pl_1	1	110531	50189	110531	100	107.746	32.9	57	KP_NORM_BLD_1348
KP_NORM_BLD_1348__pl_2	1	4830	9958	4830	100	462.79	32.8	56.7	KP_NORM_BLD_1348
KP_NORM_BLD_13534__chr	1	5308841	1254319	5308766	99.9986	52.7158	33.6	57	KP_NORM_BLD_13534
KP_NORM_BLD_13534__pl_1	1	76284	11735	76152	99.827	34.0661	34.4	50.4	KP_NORM_BLD_13534
KP_NORM_BLD_13534__pl_2	1	76053	58169	76053	100	168.735	34.5	53.7	KP_NORM_BLD_13534
KP_NORM_BLD_13534__pl_3	1	69237	18081	69237	100	57.8466	34.9	55.6	KP_NORM_BLD_13534
KP_NORM_BLD_13534__pl_4	1	3223	12170	3223	100	791.007	33.8	56.9	KP_NORM_BLD_13534
KP_NORM_BLD_1347__chr	1	5304565	1123833	5304560	99.9999	50.7805	31.9	56.9	KP_NORM_BLD_1347
KP_NORM_BLD_1347__pl_1	1	104258	58246	104258	100	132.215	32.2	56.7	KP_NORM_BLD_1347
KP_NORM_BLD_13380__chr	1	5290279	1621657	5290249	99.9994	70.1203	32.7	56.4	KP_NORM_BLD_13380
KP_NORM_BLD_13380__pl_1	1	207322	81931	207322	100	89.12	33.2	53.5	KP_NORM_BLD_13380
KP_NORM_BLD_13380__pl_2	1	128054	96090	128054	100	168.536	33.2	56.9	KP_NORM_BLD_13380
KP_NORM_BLD_13380__pl_3	1	100945	71817	100945	100	158.405	33.1	54.9	KP_NORM_BLD_13380
KP_NORM_BLD_13380__pl_4	1	4425	25195	4425	100	1126.72	34.4	55.6	KP_NORM_BLD_13380
KP_NORM_BLD_13380__pl_5	1	3301	21069	3301	100	1252.23	34.2	55.4	KP_NORM_BLD_13380
KP_NORM_BLD_13372__chr	1	5192692	1874497	5192673	99.9996	83.0309	32.7	56.4	KP_NORM_BLD_13372
KP_NORM_BLD_13372__pl_1	1	142401	72298	142401	100	114.877	33.2	56.1	KP_NORM_BLD_13372
KP_NORM_BLD_13372__pl_2	1	107813	58229	107813	100	123.719	33.2	57.1	KP_NORM_BLD_13372
KP_NORM_BLD_13372__pl_3	1	76641	56961	76641	100	165.641	33.6	56.1	KP_NORM_BLD_13372
KP_NORM_BLD_13372__pl_4	1	66056	93918	66056	100	320.66	33	57	KP_NORM_BLD_13372
KP_NORM_BLD_13372__pl_5	1	4665	7907	4665	100	365.882	33.3	56.6	KP_NORM_BLD_13372
KP_NORM_BLD_2012_85054__chr	1	5280684	1078979	5280103	99.989	47.032	33.3	57.3	KP_NORM_BLD_2012_85054
KP_NORM_BLD_2012_85054__pl_1	1	247177	74797	247172	99.998	69.9158	33.9	54.9	KP_NORM_BLD_2012_85054
KP_NORM_BLD_2012_85054__pl_2	1	3991	53905	3991	100	3001.28	34.7	57.6	KP_NORM_BLD_2012_85054
KP_NORM_BLD_13375__chr	1	5260848	2165166	5260848	100	91.0389	32.7	56	KP_NORM_BLD_13375
KP_NORM_BLD_13375__pl_1	1	151327	84846	151327	100	120.102	33.3	54.1	KP_NORM_BLD_13375
KP_NORM_BLD_13375__pl_2	1	109938	56031	109938	100	109.939	33.4	56.6	KP_NORM_BLD_13375
KP_NORM_BLD_13375__pl_3	1	32074	41861	31959	99.6415	275.81	33.4	54.4	KP_NORM_BLD_13375
KP_NORM_BLD_13375__pl_4	1	9859	101680	9859	100	1934.67	33.9	52.2	KP_NORM_BLD_13375
KP_NORM_BLD_13375__pl_5	1	2058	61282	2058	100	5925.44	33.1	55.3	KP_NORM_BLD_13375
KP_NORM_BLD_13129__chr	1	5210170	1283046	5209867	99.9942	59.0783	34.3	56	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_1	1	240583	90737	240583	100	89.3109	34.7	53.5	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_2	1	55087	33230	55087	100	143.601	34.6	57.3	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_3	1	5763	28646	5763	100	1063.78	35.3	55.3	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_4	1	4184	42604	4184	100	2124.06	35.4	55	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_5	1	3544	12552	3544	100	784.442	34.9	56.5	KP_NORM_BLD_13129
KP_NORM_BLD_13129__pl_6	1	3463	12331	3463	100	766.364	35	56.3	KP_NORM_BLD_13129
KP_NORM_BLD_12850__chr	1	5380178	509379	5377396	99.9483	21.9437	36.1	57.5	KP_NORM_BLD_12850
KP_NORM_BLD_117477__chr	1	5219512	1180501	5219437	99.9986	40.6502	35.5	53.7	KP_NORM_BLD_117477
KP_NORM_BLD_117477__pl_1	1	163351	38898	163351	100	41.3223	36.1	52	KP_NORM_BLD_117477
KP_NORM_BLD_13123__chr	1	5302499	1843171	5302065	99.9918	80.5432	34.6	56.1	KP_NORM_BLD_13123
KP_NORM_BLD_13123__pl_1	1	3681	13317	3681	100	722.625	35.5	53.8	KP_NORM_BLD_13123
KP_NORM_BLD_13123__pl_2	1	3619	12101	3619	100	659.409	35.6	54.4	KP_NORM_BLD_13123
KP_NORM_BLD_2011_75461__chr	1	5172910	2667218	5172831	99.9985	96.427	33.9	54.9	KP_NORM_BLD_2011_75461
KP_NORM_BLD_2011_75461__pl_1	1	353478	222370	353478	100	116.316	34.6	44.9	KP_NORM_BLD_2011_75461
KP_NORM_BLD_2011_75461__pl_2	1	85625	105018	84766	98.9968	227.338	34.3	55	KP_NORM_BLD_2011_75461
KP_NORM_BLD_2011_75461__pl_3	1	49136	88262	49136	100	331.713	34.2	49.2	KP_NORM_BLD_2011_75461
KP_NORM_BLD_2011_75461__pl_4	1	17891	12488	17889	99.9888	131.232	33.9	0.0616	KP_NORM_BLD_2011_75461
KP_NORM_BLD_116566__chr	1	5344919	1097013	5344836	99.9984	37.3483	35.6	54.5	KP_NORM_BLD_116566
KP_NORM_BLD_116566__pl_1	1	225738	62840	225738	100	49.4936	36.1	53.4	KP_NORM_BLD_116566
KP_NORM_BLD_2015_108843__chr	1	5414952	1358024	5414710	99.9955	56.5387	35.4	56.5	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_1	1	259890	57367	259879	99.9958	49.287	36.3	51	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_2	1	119925	61567	119925	100	115.395	35.8	53.8	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_3	1	61749	30701	61749	100	111.396	35.9	54.5	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_4	1	34348	23527	34348	100	152.832	36	57.4	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_5	1	9730	67563	9730	100	1526.19	36	57.4	KP_NORM_BLD_2015_108843
KP_NORM_BLD_2015_108843__pl_6	1	6925	20047	6925	100	632.707	35.2	56.7	KP_NORM_BLD_2015_108843
KP_NORM_BLD_225__chr	1	5308943	1576424	4861912	91.5797	55.4278	35.6	54.6	KP_NORM_BLD_225
KP_NORM_BLD_225__pl_1	1	106698	0	0	0	0	0	0	KP_NORM_BLD_225
KP_NORM_BLD_225__pl_2	1	70109	0	0	0	0	0	0	KP_NORM_BLD_225
KP_NORM_BLD_225__pl_3	1	39859	0	0	0	0	0	0	KP_NORM_BLD_225
KP_NORM_BLD_225__pl_4	1	1692	0	0	0	0	0	0	KP_NORM_BLD_225
KP_NORM_BLD_12934__chr	1	5465346	1002660	5465037	99.9943	36.8688	35.8	55.8	KP_NORM_BLD_12934
KP_NORM_BLD_12934__pl_1	1	161044	37008	161044	100	45.4779	36.4	55.8	KP_NORM_BLD_12934
KP_NORM_BLD_13127__chr	1	5567709	1672129	5567538	99.9969	70.6061	34.6	56.4	KP_NORM_BLD_13127
KP_NORM_BLD_13127__pl_1	1	226042	86847	226042	100	88.9354	34.9	54.6	KP_NORM_BLD_13127
KP_NORM_BLD_13127__pl_2	1	5763	19217	5763	100	699.073	35.5	56	KP_NORM_BLD_13127
KP_NORM_BLD_13127__pl_3	1	3301	11079	3301	100	676.539	35.5	55.4	KP_NORM_BLD_13127
KP_NORM_BLD_116392__chr	1	5206636	837510	5206143	99.9905	36.0917	34.9	56.7	KP_NORM_BLD_116392
KP_NORM_BLD_116392__pl_1	1	46204	20599	46204	100	99.3304	35.4	56.8	KP_NORM_BLD_116392
KP_NORM_BLD_116392__pl_2	1	4167	21091	4167	100	1049.14	36.3	56.2	KP_NORM_BLD_116392
KP_NORM_BLD_116378__chr	1	5215640	1274687	5215632	99.9998	44.1775	35.7	54.6	KP_NORM_BLD_116378
KP_NORM_BLD_115796__chr	1	5219081	937194	5218503	99.9889	33.9512	35	55.1	KP_NORM_BLD_115796
KP_NORM_BLD_115796__pl_1	1	242182	57097	242182	100	43.6762	35.5	54.6	KP_NORM_BLD_115796
KP_NORM_BLD_115796__pl_2	1	3711	15540	3711	100	711.578	36.4	54	KP_NORM_BLD_115796
KP_NORM_BLD_115796__pl_3	1	2046	4813	2046	100	405.217	35.5	54.6	KP_NORM_BLD_115796
KP_NORM_BLD_116239__chr	1	5315962	798587	5315739	99.9958	33.6655	32.9	57.2	KP_NORM_BLD_116239
KP_NORM_BLD_115369__chr	1	5257765	1092919	5257677	99.9983	39.3537	33	55.5	KP_NORM_BLD_115369
KP_NORM_BLD_115369__pl_1	1	145826	32909	145825	99.9993	41.7687	33.6	55.2	KP_NORM_BLD_115369
KP_NORM_BLD_115369__pl_2	1	44253	17226	44253	100	73.0276	33.7	50.3	KP_NORM_BLD_115369
KP_NORM_BLD_115706__chr	1	5523301	1443619	5523188	99.998	49.1836	35.9	54.7	KP_NORM_BLD_115706
KP_NORM_BLD_115706__pl_1	1	107633	46516	107633	100	78.5462	36.4	52.8	KP_NORM_BLD_115706
KP_NORM_BLD_115706__pl_2	1	66063	62537	66063	100	169.889	36.2	54.8	KP_NORM_BLD_115706
KP_NORM_BLD_115706__pl_3	1	5893	36784	5893	100	975.021	36.7	50.7	KP_NORM_BLD_115706
KP_NORM_BLD_60723__chr	1	5303313	1591792	5303216	99.9982	59.9349	33.9	54.8	KP_NORM_BLD_60723
KP_NORM_BLD_60723__pl_1	1	139019	62995	139019	100	85.9816	34.6	54.4	KP_NORM_BLD_60723
KP_NORM_BLD_60723__pl_2	1	2197	15952	1579	71.8707	1088.41	34.9	52.3	KP_NORM_BLD_60723
KP_NORM_BLD_115332__chr	1	5322010	1744444	5321176	99.9843	59.8223	33.1	55.1	KP_NORM_BLD_115332
KP_NORM_BLD_114487__chr	1	5308597	1580025	5308571	99.9995	58.8259	33.4	55.4	KP_NORM_BLD_114487
KP_NORM_BLD_114487__pl_1	1	227936	85656	227936	100	73.2521	34	54.1	KP_NORM_BLD_114487
KP_NORM_BLD_60803__chr	1	5339445	1452306	5339019	99.992	64.7763	34.7	56.7	KP_NORM_BLD_60803
KP_NORM_BLD_114482__chr	1	5478915	1877169	5478905	99.9998	68.8611	30.9	56	KP_NORM_BLD_114482
KP_NORM_BLD_114603__chr	1	5073267	1215049	5073249	99.9996	43.5847	35.6	54.5	KP_NORM_BLD_114603
KP_NORM_BLD_114603__pl_1	1	201749	61706	201749	100	53.7896	36.4	53.5	KP_NORM_BLD_114603
KP_NORM_BLD_61439__chr	1	5442266	1794587	5439234	99.9443	74.4251	32.8	55.6	KP_NORM_BLD_61439
KP_NORM_BLD_61439__pl_1	1	240045	121825	240045	100	111.254	33.2	53.7	KP_NORM_BLD_61439
KP_NORM_BLD_61439__pl_2	1	115517	48250	115514	99.9974	92.2924	33.6	55	KP_NORM_BLD_61439
KP_NORM_BLD_61295__chr	1	5279307	1571564	5279112	99.9963	54.8367	35.4	54.1	KP_NORM_BLD_61295
KP_NORM_BLD_61295__pl_1	1	218424	108686	218424	100	88.6048	35.6	53.2	KP_NORM_BLD_61295
KP_NORM_BLD_114473__chr	1	5187487	1809422	5187230	99.995	72.9177	31.1	56.1	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_1	1	292610	135694	292610	100	95.6217	31.9	51.4	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_2	1	132080	101543	132080	100	159.219	31.8	53.8	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_3	1	34466	48288	34466	100	281.93	32.3	55.8	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_4	1	8618	5936	8618	100	140.582	32.1	56.6	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_5	1	4605	36310	4605	100	1430.41	33.4	55.3	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_6	1	3980	11476	3980	100	565.474	31.5	55.7	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_7	1	3904	32599	3904	100	1561.55	32.3	55.5	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_8	1	3645	11616	3645	100	627.435	31.7	55.8	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_9	1	2693	6393	2693	100	456.001	32.5	55.6	KP_NORM_BLD_114473
KP_NORM_BLD_114473__pl_10	1	1240	13216	1240	100	1853.18	32.8	54.2	KP_NORM_BLD_114473
KP_NORM_BLD_114458__chr	1	5330791	1845558	5330506	99.9947	71.3155	31.3	56	KP_NORM_BLD_114458
KP_NORM_BLD_114458__pl_1	1	191396	87913	191396	100	92.7212	32	52.1	KP_NORM_BLD_114458
KP_NORM_BLD_114458__pl_2	1	61116	59819	61116	100	198.263	31.8	49.3	KP_NORM_BLD_114458
KP_NORM_BLD_114458__pl_3	1	2058	36616	2058	100	3259.99	31.6	53.3	KP_NORM_BLD_114458
KP_NORM_BLD_114453__chr	1	5479692	863276	5478952	99.9865	32.6051	30.5	56.8	KP_NORM_BLD_114453
KP_NORM_BLD_114453__pl_1	1	189360	31509	189288	99.962	34.0155	31.3	57	KP_NORM_BLD_114453
KP_NORM_BLD_113888__chr	1	5393244	1233414	5393102	99.9974	45.5256	35.8	55.7	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_1	1	111046	35344	111046	100	61.7511	36.6	56.2	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_2	1	46272	22954	46272	100	94.9899	36.4	52.1	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_3	1	3223	6076	3223	100	339.646	35.7	55.4	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_4	1	2789	10095	2789	100	605.036	36.8	53.9	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_5	1	2670	7379	2670	100	503.851	35.2	54.9	KP_NORM_BLD_113888
KP_NORM_BLD_113888__pl_6	1	1488	8074	1488	100	885.836	37.2	54	KP_NORM_BLD_113888
KP_NORM_BLD_114309__chr	1	5499779	1328271	5497562	99.9597	53.8838	34.5	57	KP_NORM_BLD_114309
KP_NORM_BLD_114309__pl_1	1	88308	31990	88308	100	80.0968	35.1	57.6	KP_NORM_BLD_114309
KP_NORM_BLD_113768__chr	1	5631658	790837	5631366	99.9948	29.2866	30.8	56.5	KP_NORM_BLD_113768
KP_NORM_BLD_113768__pl_1	1	161254	29109	161254	100	37.2634	31.6	54.3	KP_NORM_BLD_113768
KP_NORM_BLD_113768__pl_2	1	108001	18973	108001	100	36.3919	31.8	57.2	KP_NORM_BLD_113768
KP_NORM_BLD_113768__pl_3	1	103974	32936	103974	100	65.508	31.3	54.9	KP_NORM_BLD_113768
KP_NORM_BLD_113768__pl_4	1	71669	44710	71669	100	128.334	31.7	56.5	KP_NORM_BLD_113768
KP_NORM_BLD_62512__chr	1	5473564	1438641	5473478	99.9984	47.4121	35.3	53.6	KP_NORM_BLD_62512
KP_NORM_BLD_62512__pl_1	1	279421	62751	279416	99.9982	38.7174	35.7	48.4	KP_NORM_BLD_62512
KP_NORM_BLD_62912__chr	1	5375009	1096653	5374785	99.9958	44.7294	33.2	56.6	KP_NORM_BLD_62912
KP_NORM_BLD_62912__pl_1	1	176482	57027	176482	100	70.2752	34	56	KP_NORM_BLD_62912
KP_NORM_BLD_62912__pl_2	1	10060	6509	10060	100	139.813	33.4	57	KP_NORM_BLD_62912
KP_NORM_BLD_62914__chr	1	5263689	872867	5263557	99.9975	37.4319	32.9	56.9	KP_NORM_BLD_62914
KP_NORM_BLD_62914__pl_1	1	167986	44318	167986	100	59.2616	33.6	53.8	KP_NORM_BLD_62914
KP_NORM_BLD_62914__pl_2	1	5675	12804	5675	100	485.831	34	56.8	KP_NORM_BLD_62914
KP_NORM_BLD_62920__chr	1	5305663	961844	5305445	99.9959	40.6935	33	56.8	KP_NORM_BLD_62920
KP_NORM_BLD_62920__pl_1	1	212415	44206	212394	99.9901	46.6032	33.7	56	KP_NORM_BLD_62920
KP_NORM_BLD_62922__chr	1	5260057	968903	5257975	99.9604	40.7548	33	56.7	KP_NORM_BLD_62922
KP_NORM_BLD_62922__pl_1	1	140825	32697	140800	99.9822	50.9714	33.8	57.1	KP_NORM_BLD_62922
KP_NORM_BLD_62922__pl_2	1	108610	23176	108610	100	46.8118	34	57.1	KP_NORM_BLD_62922
KP_NORM_BLD_62922__pl_3	1	4513	7456	4513	100	342.371	33.6	56.2	KP_NORM_BLD_62922
KP_NORM_BLD_62922__pl_4	1	1848	13864	1848	100	1518.22	32.9	56	KP_NORM_BLD_62922
KP_NORM_BLD_112916__chr	1	5308023	1436363	5307974	99.9991	53.227	34.3	55.3	KP_NORM_BLD_112916
KP_NORM_BLD_112916__pl_1	1	201018	68747	200994	99.9881	67.3448	34.7	52.2	KP_NORM_BLD_112916
KP_NORM_BLD_112916__pl_2	1	4891	38488	4891	100	1413.47	35.3	54.6	KP_NORM_BLD_112916
KP_NORM_BLD_112916__pl_3	1	2442	10746	2442	100	727.827	35.4	53.5	KP_NORM_BLD_112916
KP_NORM_BLD_112922__chr	1	5191172	1102885	5191122	99.999	42.8603	31	56.3	KP_NORM_BLD_112922
KP_NORM_BLD_112922__pl_1	1	252094	75510	252094	100	59.6704	31.7	51	KP_NORM_BLD_112922
KP_NORM_BLD_112922__pl_2	1	115262	22133	115262	100	38.4338	32	55.6	KP_NORM_BLD_112922
KP_NORM_BLD_112922__pl_3	1	69297	25391	69297	100	72.7947	31.8	48.7	KP_NORM_BLD_112922
KP_NORM_BLD_112922__pl_4	1	14959	44774	14959	100	588.575	31.5	56.9	KP_NORM_BLD_112922
KP_NORM_BLD_112922__pl_5	1	3549	35875	3549	100	1906.43	32.3	55.4	KP_NORM_BLD_112922
KP_NORM_BLD_113315__chr	1	5471840	1587739	5470096	99.9681	55.1531	34.1	55.2	KP_NORM_BLD_113315
KP_NORM_BLD_113315__pl_1	1	223815	75963	223606	99.9066	62.2779	35.1	54.5	KP_NORM_BLD_113315
KP_NORM_BLD_113315__pl_2	1	4437	21848	4437	100	807.111	35.1	53.8	KP_NORM_BLD_113315
KP_NORM_BLD_112925__chr	1	5296984	915274	5296771	99.996	33.4328	35.2	55.4	KP_NORM_BLD_112925
KP_NORM_BLD_112925__pl_1	1	126907	19389	126907	100	29.1415	35.7	55.2	KP_NORM_BLD_112925
KP_NORM_BLD_112908__chr	1	5331064	1130592	5330575	99.9908	42.0637	33.3	55.8	KP_NORM_BLD_112908
KP_NORM_BLD_112908__pl_1	1	142194	23197	142177	99.988	31.5449	34.1	55.6	KP_NORM_BLD_112908
KP_NORM_BLD_112904__chr	1	5289121	975319	5288866	99.9952	37.4236	33.6	55.5	KP_NORM_BLD_112904
KP_NORM_BLD_112904__pl_1	1	226998	73615	226998	100	64.2988	34.2	49.9	KP_NORM_BLD_112904
KP_NORM_BLD_112904__pl_2	1	67243	47267	67243	100	141.803	34	55.9	KP_NORM_BLD_112904
KP_NORM_BLD_112904__pl_3	1	52926	34016	52926	100	128.967	34.3	52.4	KP_NORM_BLD_112904
KP_NORM_BLD_112904__pl_4	1	1917	13666	1917	100	1268.72	34.1	50.3	KP_NORM_BLD_112904
KP_NORM_BLD_112911__chr	1	5542550	1788588	5538357	99.9243	49.3831	34.1	53.6	KP_NORM_BLD_112911
KP_NORM_BLD_112911__pl_1	1	222371	115288	222264	99.9519	76.6342	34.5	52.1	KP_NORM_BLD_112911
KP_NORM_BLD_112603__chr	1	5385730	1054242	5385730	100	37.4905	35.2	54.8	KP_NORM_BLD_112603
KP_NORM_BLD_112603__pl_1	1	195027	50752	195027	100	49.2298	35.7	52.1	KP_NORM_BLD_112603
KP_NORM_BLD_112603__pl_2	1	5763	21536	5763	100	635.648	36.3	52.5	KP_NORM_BLD_112603
KP_NORM_URN_106847__chr	1	5337720	1924456	5337720	100	72.6835	34.8	56.1	KP_NORM_URN_106847
KP_NORM_URN_106847__pl_1	1	218680	102328	218680	100	94.2329	35.3	55.6	KP_NORM_URN_106847
KP_NORM_BLD_63842__chr	1	5217078	2153565	5216995	99.9984	87.491	34.8	55.6	KP_NORM_BLD_63842
KP_NORM_BLD_63842__pl_1	1	194166	83286	194166	100	88.0613	35.2	52.6	KP_NORM_BLD_63842
KP_NORM_BLD_63842__pl_2	1	110581	40499	110581	100	75.5462	35.2	56.2	KP_NORM_BLD_63842
KP_NORM_URN_109342__chr	1	5531309	2049411	5531309	100	81.3459	35.5	56.1	KP_NORM_URN_109342
