reference-ID	query-ID	distance	p-value	shared-hashes	SampleID
KP_NORM_BLD_62922__chr.fasta	KP_NORM_BLD_62922__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_62922
KP_NORM_BLD_62922__chr.fasta	KP_NORM_BLD_62922__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_62922
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__allPlasmids.fasta	0.243289	0	303/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__chr.fasta	0	0	100000/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__completeAssembly.fasta	0.000984402	0	95990/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__pl_1.fasta	0.2457	0	288/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__pl_2.fasta	0.318727	3.79364e-257	62/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63395__chr.fasta	KP_NORM_BLD_63395__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_63395
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__allPlasmids.fasta	0.266216	0	187/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__chr.fasta	0	0	100000/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__completeAssembly.fasta	0.00161841	0	93533/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__pl_1.fasta	0.267504	0	182/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__pl_3.fasta	0.321901	5.68251e-240	58/100000	KP_NORM_BLD_63801
KP_NORM_BLD_63801__chr.fasta	KP_NORM_BLD_63801__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_63801
KP_NORM_URN_106487__chr.fasta	KP_NORM_URN_106487__allPlasmids.fasta	0.29366	0	105/100000	KP_NORM_URN_106487
KP_NORM_URN_106487__chr.fasta	KP_NORM_URN_106487__chr.fasta	0	0	100000/100000	KP_NORM_URN_106487
KP_NORM_URN_106487__chr.fasta	KP_NORM_URN_106487__completeAssembly.fasta	0.000385094	0	98402/100000	KP_NORM_URN_106487
KP_NORM_URN_106487__chr.fasta	KP_NORM_URN_106487__pl_1.fasta	0.29366	0	105/100000	KP_NORM_URN_106487
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__allPlasmids.fasta	0.320287	1.57449e-220	60/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__chr.fasta	0	0	100000/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__completeAssembly.fasta	0.000970992	0	96043/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__pl_1.fasta	0.33191	1.65106e-180	47/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__pl_2.fasta	0.326191	4.48834e-211	53/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_70
KP_NORM_BLD_70__chr.fasta	KP_NORM_BLD_70__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_70
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__allPlasmids.fasta	0.324428	2.68293e-191	55/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__chr.fasta	0	0	100000/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__completeAssembly.fasta	0.00150907	0	93950/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__pl_1.fasta	0.323571	3.82071e-209	56/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__pl_3.fasta	1	1	0/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__pl_4.fasta	1	1	0/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63839__chr.fasta	KP_NORM_BLD_63839__pl_5.fasta	1	1	0/100000	KP_NORM_BLD_63839
KP_NORM_BLD_63842__chr.fasta	KP_NORM_BLD_63842__allPlasmids.fasta	0.292763	0	107/100000	KP_NORM_BLD_63842
KP_NORM_BLD_63842__chr.fasta	KP_NORM_BLD_63842__chr.fasta	0	0	100000/100000	KP_NORM_BLD_63842
KP_NORM_BLD_63842__chr.fasta	KP_NORM_BLD_63842__completeAssembly.fasta	0.00134473	0	94582/100000	KP_NORM_BLD_63842
KP_NORM_BLD_63842__chr.fasta	KP_NORM_BLD_63842__pl_1.fasta	0.291882	0	109/100000	KP_NORM_BLD_63842
KP_NORM_BLD_63842__chr.fasta	KP_NORM_BLD_63842__pl_2.fasta	1	1	0/100000	KP_NORM_BLD_63842
KP_NORM_BLD_63815__chr.fasta	KP_NORM_BLD_63815__allPlasmids.fasta	0.272455	0	164/100000	KP_NORM_BLD_63815
KP_NORM_BLD_63815__chr.fasta	KP_NORM_BLD_63815__chr.fasta	0	0	100000/100000	KP_NORM_BLD_63815
KP_NORM_BLD_63815__chr.fasta	KP_NORM_BLD_63815__completeAssembly.fasta	0.00171576	0	93164/100000	KP_NORM_BLD_63815
KP_NORM_BLD_63815__chr.fasta	KP_NORM_BLD_63815__pl_1.fasta	0.272455	0	164/100000	KP_NORM_BLD_63815
KP_NORM_URN_106847__chr.fasta	KP_NORM_URN_106847__allPlasmids.fasta	0.515228	0.00476513	1/100000	KP_NORM_URN_106847
KP_NORM_URN_106847__chr.fasta	KP_NORM_URN_106847__chr.fasta	0	0	100000/100000	KP_NORM_URN_106847
KP_NORM_URN_106847__chr.fasta	KP_NORM_URN_106847__completeAssembly.fasta	0.000973016	0	96035/100000	KP_NORM_URN_106847
KP_NORM_URN_106847__chr.fasta	KP_NORM_URN_106847__pl_1.fasta	0.515228	0.00476513	1/100000	KP_NORM_URN_106847
KP_NORM_URN_109342__chr.fasta	KP_NORM_URN_109342__allPlasmids.fasta	0.299948	0	92/100000	KP_NORM_URN_109342
KP_NORM_URN_109342__chr.fasta	KP_NORM_URN_109342__chr.fasta	0	0	100000/100000	KP_NORM_URN_109342
KP_NORM_URN_109342__chr.fasta	KP_NORM_URN_109342__completeAssembly.fasta	0.000469954	0	98055/100000	KP_NORM_URN_109342
KP_NORM_URN_109342__chr.fasta	KP_NORM_URN_109342__pl_1.fasta	0.299948	0	92/100000	KP_NORM_URN_109342
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__allPlasmids.fasta	0.257214	0	226/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__chr.fasta	0	0	100000/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__completeAssembly.fasta	0.00190096	0	92468/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__pl_1.fasta	0.259365	0	216/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__pl_2.fasta	0.37026	1.87291e-69	21/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__pl_3.fasta	1	1	0/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__pl_4.fasta	1	1	0/100000	KP_NORM_URN_107976
KP_NORM_URN_107976__chr.fasta	KP_NORM_URN_107976__pl_5.fasta	1	1	0/100000	KP_NORM_URN_107976
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__allPlasmids.fasta	0.292763	0	107/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__chr.fasta	0	0	100000/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__completeAssembly.fasta	0.00114414	0	95362/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__pl_1.fasta	0.291882	0	109/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__pl_2.fasta	0.360092	2.88898e-95	26/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__pl_3.fasta	1	1	0/100000	KP_NORM_URN_114421
KP_NORM_URN_114421__chr.fasta	KP_NORM_URN_114421__pl_4.fasta	1	1	0/100000	KP_NORM_URN_114421
KP_NORM_URN_113027__chr.fasta	KP_NORM_URN_113027__allPlasmids.fasta	0.347322	1.21478e-122	34/100000	KP_NORM_URN_113027
KP_NORM_URN_113027__chr.fasta	KP_NORM_URN_113027__chr.fasta	0	0	100000/100000	KP_NORM_URN_113027
KP_NORM_URN_113027__chr.fasta	KP_NORM_URN_113027__completeAssembly.fasta	0.000717041	0	97055/100000	KP_NORM_URN_113027
KP_NORM_URN_113027__chr.fasta	KP_NORM_URN_113027__pl_1.fasta	0.347322	1.21478e-122	34/100000	KP_NORM_URN_113027
KP_NORM_URN_2012_81416__chr.fasta	KP_NORM_URN_2012_81416__allPlasmids.fasta	0.309038	2.51618e-281	76/100000	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__chr.fasta	KP_NORM_URN_2012_81416__chr.fasta	0	0	100000/100000	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__chr.fasta	KP_NORM_URN_2012_81416__completeAssembly.fasta	0.00115871	0	95305/100000	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__chr.fasta	KP_NORM_URN_2012_81416__pl_1.fasta	0.309038	8.43939e-282	76/100000	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81416__chr.fasta	KP_NORM_URN_2012_81416__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2012_81416
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__allPlasmids.fasta	0.329926	4.16217e-163	49/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__chr.fasta	0	0	100000/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__completeAssembly.fasta	0.00157926	0	93682/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__pl_1.fasta	0.35328	1.87283e-102	30/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__pl_2.fasta	0.33841	1.73899e-152	41/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2012_81428__chr.fasta	KP_NORM_URN_2012_81428__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2012_81428
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__allPlasmids.fasta	0.33841	3.71728e-143	41/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__chr.fasta	0	0	100000/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__completeAssembly.fasta	0.00109106	0	95570/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__pl_1.fasta	0.33841	2.20393e-147	41/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__pl_2.fasta	0.38628	2.3884e-57	15/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95819__chr.fasta	KP_NORM_URN_2013_95819__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2013_95819
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__allPlasmids.fasta	0.276697	0	150/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__chr.fasta	0	0	100000/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__completeAssembly.fasta	0.00116537	0	95279/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__pl_1.fasta	0.303157	0	86/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__pl_2.fasta	0.287309	0	120/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_95788__chr.fasta	KP_NORM_URN_2013_95788__pl_5.fasta	1	1	0/100000	KP_NORM_URN_2013_95788
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__allPlasmids.fasta	0.372583	5.13132e-66	20/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__chr.fasta	0	0	100000/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__completeAssembly.fasta	0.000910659	0	96282/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__pl_1.fasta	0.37026	3.16011e-72	21/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_96200__chr.fasta	KP_NORM_URN_2013_96200__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2013_96200
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__allPlasmids.fasta	0.246531	0	283/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__chr.fasta	0	0	100000/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__completeAssembly.fasta	0.00213483	0	91600/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__pl_1.fasta	0.324428	2.68796e-194	55/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__pl_2.fasta	0.280662	0	138/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__pl_3.fasta	0.268294	0	179/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95439__chr.fasta	KP_NORM_URN_2013_95439__pl_5.fasta	1	1	0/100000	KP_NORM_URN_2013_95439
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__allPlasmids.fasta	0.253186	0	246/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__chr.fasta	0	0	100000/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__completeAssembly.fasta	0.000909903	0	96285/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__pl_1.fasta	0.273333	0	161/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__pl_2.fasta	0.294116	0	104/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2013_95951__chr.fasta	KP_NORM_URN_2013_95951__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2013_95951
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__allPlasmids.fasta	0.449215	3.07506e-11	4/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__completeAssembly.fasta	0.0010796	0	95615/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__pl_1.fasta	0.449215	2.67984e-11	4/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_101205__chr.fasta	KP_NORM_URN_2014_101205__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2014_101205
KP_NORM_URN_2014_99206__chr.fasta	KP_NORM_URN_2014_99206__allPlasmids.fasta	0.358296	1.81145e-91	27/100000	KP_NORM_URN_2014_99206
KP_NORM_URN_2014_99206__chr.fasta	KP_NORM_URN_2014_99206__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_99206
KP_NORM_URN_2014_99206__chr.fasta	KP_NORM_URN_2014_99206__completeAssembly.fasta	0.000956077	0	96102/100000	KP_NORM_URN_2014_99206
KP_NORM_URN_2014_99206__chr.fasta	KP_NORM_URN_2014_99206__pl_1.fasta	0.358296	9.62827e-92	27/100000	KP_NORM_URN_2014_99206
KP_NORM_URN_2014_99206__chr.fasta	KP_NORM_URN_2014_99206__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2014_99206
KP_NORM_URN_2014_97411__chr.fasta	KP_NORM_URN_2014_97411__allPlasmids.fasta	0.287707	0	119/100000	KP_NORM_URN_2014_97411
KP_NORM_URN_2014_97411__chr.fasta	KP_NORM_URN_2014_97411__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_97411
KP_NORM_URN_2014_97411__chr.fasta	KP_NORM_URN_2014_97411__completeAssembly.fasta	0.000621712	0	97439/100000	KP_NORM_URN_2014_97411
KP_NORM_URN_2014_97411__chr.fasta	KP_NORM_URN_2014_97411__pl_1.fasta	0.287707	0	119/100000	KP_NORM_URN_2014_97411
NK_H16_021__chr.fasta	NK_H16_021__allPlasmids.fasta	0.330907	1.08534e-170	48/100000	NK_H16_021
NK_H16_021__chr.fasta	NK_H16_021__chr.fasta	0	0	100000/100000	NK_H16_021
NK_H16_021__chr.fasta	NK_H16_021__completeAssembly.fasta	0.000919228	0	96248/100000	NK_H16_021
NK_H16_021__chr.fasta	NK_H16_021__pl_1.fasta	0.343297	2.87956e-135	37/100000	NK_H16_021
NK_H16_021__chr.fasta	NK_H16_021__pl_2.fasta	0.348743	7.3883e-126	33/100000	NK_H16_021
KP_NORM_URN_2015_107836__chr.fasta	KP_NORM_URN_2015_107836__allPlasmids.fasta	0.325302	4.89584e-200	54/100000	KP_NORM_URN_2015_107836
KP_NORM_URN_2015_107836__chr.fasta	KP_NORM_URN_2015_107836__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_107836
KP_NORM_URN_2015_107836__chr.fasta	KP_NORM_URN_2015_107836__completeAssembly.fasta	0.000857077	0	96495/100000	KP_NORM_URN_2015_107836
KP_NORM_URN_2015_107836__chr.fasta	KP_NORM_URN_2015_107836__pl_1.fasta	0.325302	4.89584e-200	54/100000	KP_NORM_URN_2015_107836
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__allPlasmids.fasta	0.26803	0	180/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__completeAssembly.fasta	0.00126265	0	94900/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__pl_1.fasta	0.288108	0	118/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__pl_2.fasta	0.315752	5.99022e-276	66/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_97671__chr.fasta	KP_NORM_URN_2014_97671__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2014_97671
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__allPlasmids.fasta	0.262549	0	202/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__completeAssembly.fasta	0.00117509	0	95241/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__pl_1.fasta	0.283869	0	129/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__pl_2.fasta	0.282776	0	132/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__pl_3.fasta	1	1	0/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2014_96612__chr.fasta	KP_NORM_URN_2014_96612__pl_4.fasta	1	1	0/100000	KP_NORM_URN_2014_96612
KP_NORM_URN_2015_107962__chr.fasta	KP_NORM_URN_2015_107962__allPlasmids.fasta	0.321087	7.39266e-209	59/100000	KP_NORM_URN_2015_107962
KP_NORM_URN_2015_107962__chr.fasta	KP_NORM_URN_2015_107962__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_107962
KP_NORM_URN_2015_107962__chr.fasta	KP_NORM_URN_2015_107962__completeAssembly.fasta	0.00137477	0	94466/100000	KP_NORM_URN_2015_107962
KP_NORM_URN_2015_107962__chr.fasta	KP_NORM_URN_2015_107962__pl_1.fasta	0.319501	1.00695e-227	61/100000	KP_NORM_URN_2015_107962
KP_NORM_URN_2015_107962__chr.fasta	KP_NORM_URN_2015_107962__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2015_107962
KP_NORM_URN_2014_97677__chr.fasta	KP_NORM_URN_2014_97677__allPlasmids.fasta	0.295039	0	102/100000	KP_NORM_URN_2014_97677
KP_NORM_URN_2014_97677__chr.fasta	KP_NORM_URN_2014_97677__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_97677
KP_NORM_URN_2014_97677__chr.fasta	KP_NORM_URN_2014_97677__completeAssembly.fasta	0.000642022	0	97357/100000	KP_NORM_URN_2014_97677
KP_NORM_URN_2014_97677__chr.fasta	KP_NORM_URN_2014_97677__pl_1.fasta	0.295039	0	102/100000	KP_NORM_URN_2014_97677
KP_NORM_URN_2014_97392__chr.fasta	KP_NORM_URN_2014_97392__allPlasmids.fasta	0.266727	0	185/100000	KP_NORM_URN_2014_97392
KP_NORM_URN_2014_97392__chr.fasta	KP_NORM_URN_2014_97392__chr.fasta	0	0	100000/100000	KP_NORM_URN_2014_97392
KP_NORM_URN_2014_97392__chr.fasta	KP_NORM_URN_2014_97392__completeAssembly.fasta	0.000610577	0	97484/100000	KP_NORM_URN_2014_97392
KP_NORM_URN_2014_97392__chr.fasta	KP_NORM_URN_2014_97392__pl_1.fasta	0.266727	0	185/100000	KP_NORM_URN_2014_97392
KP_NORM_URN_2014_97392__chr.fasta	KP_NORM_URN_2014_97392__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2014_97392
KP_NORM_URN_2015_109056__chr.fasta	KP_NORM_URN_2015_109056__allPlasmids.fasta	0.482221	5.88865e-06	2/100000	KP_NORM_URN_2015_109056
KP_NORM_URN_2015_109056__chr.fasta	KP_NORM_URN_2015_109056__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_109056
KP_NORM_URN_2015_109056__chr.fasta	KP_NORM_URN_2015_109056__completeAssembly.fasta	0.000702855	0	97112/100000	KP_NORM_URN_2015_109056
KP_NORM_URN_2015_109056__chr.fasta	KP_NORM_URN_2015_109056__pl_1.fasta	0.482221	5.54434e-06	2/100000	KP_NORM_URN_2015_109056
KP_NORM_URN_2015_109056__chr.fasta	KP_NORM_URN_2015_109056__pl_2.fasta	1	1	0/100000	KP_NORM_URN_2015_109056
KP_NORM_URN_56534__chr.fasta	KP_NORM_URN_56534__allPlasmids.fasta	1	1	0/100000	KP_NORM_URN_56534
KP_NORM_URN_56534__chr.fasta	KP_NORM_URN_56534__chr.fasta	0	0	100000/100000	KP_NORM_URN_56534
KP_NORM_URN_56534__chr.fasta	KP_NORM_URN_56534__completeAssembly.fasta	0.000469954	0	98055/100000	KP_NORM_URN_56534
KP_NORM_URN_56534__chr.fasta	KP_NORM_URN_56534__pl_1.fasta	1	1	0/100000	KP_NORM_URN_56534
KP_NORM_URN_56534__chr.fasta	KP_NORM_URN_56534__pl_2.fasta	1	1	0/100000	KP_NORM_URN_56534
KP_NORM_URN_2015_109604__chr.fasta	KP_NORM_URN_2015_109604__allPlasmids.fasta	0.396904	2.41845e-38	12/100000	KP_NORM_URN_2015_109604
KP_NORM_URN_2015_109604__chr.fasta	KP_NORM_URN_2015_109604__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_109604
KP_NORM_URN_2015_109604__chr.fasta	KP_NORM_URN_2015_109604__completeAssembly.fasta	0.000771412	0	96837/100000	KP_NORM_URN_2015_109604
KP_NORM_URN_2015_109604__chr.fasta	KP_NORM_URN_2015_109604__pl_1.fasta	0.396904	2.41845e-38	12/100000	KP_NORM_URN_2015_109604
KP_NORM_URN_2015_109238__chr.fasta	KP_NORM_URN_2015_109238__allPlasmids.fasta	1	1	0/100000	KP_NORM_URN_2015_109238
KP_NORM_URN_2015_109238__chr.fasta	KP_NORM_URN_2015_109238__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_109238
KP_NORM_URN_2015_109238__chr.fasta	KP_NORM_URN_2015_109238__completeAssembly.fasta	0.000441047	0	98173/100000	KP_NORM_URN_2015_109238
KP_NORM_URN_2015_109238__chr.fasta	KP_NORM_URN_2015_109238__pl_1.fasta	1	1	0/100000	KP_NORM_URN_2015_109238
KP_NORM_URN_2015_109358__chr.fasta	KP_NORM_URN_2015_109358__allPlasmids.fasta	0.321901	1.47535e-210	58/100000	KP_NORM_URN_2015_109358
KP_NORM_URN_2015_109358__chr.fasta	KP_NORM_URN_2015_109358__chr.fasta	0	0	100000/100000	KP_NORM_URN_2015_109358
KP_NORM_URN_2015_109358__chr.fasta	KP_NORM_URN_2015_109358__completeAssembly.fasta	0.00102876	0	95815/100000	KP_NORM_URN_2015_109358
