#name	length	SampleID	AssemblyType
NODE_2351_length_443_cov_1.012658	443	NK_H14_033	SROnlyAssembly
NODE_2352_length_443_cov_1.003165	443	NK_H14_033	SROnlyAssembly
NODE_2353_length_443_cov_1.000000	443	NK_H14_033	SROnlyAssembly
NODE_2354_length_443_cov_0.841772	443	NK_H14_033	SROnlyAssembly
NODE_2355_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2356_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2357_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2358_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2359_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2360_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2361_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2362_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2363_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2364_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2365_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2366_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2367_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2368_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2369_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2370_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2371_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2372_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2373_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2374_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2375_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2376_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2377_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2378_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2379_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2380_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2381_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2382_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2383_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2384_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2385_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2386_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2387_length_442_cov_1.104762	442	NK_H14_033	SROnlyAssembly
NODE_2388_length_442_cov_1.028571	442	NK_H14_033	SROnlyAssembly
NODE_2389_length_442_cov_1.019048	442	NK_H14_033	SROnlyAssembly
NODE_2390_length_442_cov_1.009524	442	NK_H14_033	SROnlyAssembly
NODE_2391_length_442_cov_1.000000	442	NK_H14_033	SROnlyAssembly
NODE_2392_length_442_cov_0.990476	442	NK_H14_033	SROnlyAssembly
NODE_2393_length_442_cov_0.926984	442	NK_H14_033	SROnlyAssembly
NODE_2394_length_442_cov_0.869841	442	NK_H14_033	SROnlyAssembly
NODE_2395_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2396_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2397_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2398_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2399_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2400_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2401_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2402_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2403_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2404_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2405_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2406_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2407_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2408_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2409_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2410_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2411_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2412_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2413_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2414_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2415_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2416_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2417_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2418_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2419_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2420_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2421_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2422_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2423_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2424_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2425_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2426_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2427_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2428_length_441_cov_1.108280	441	NK_H14_033	SROnlyAssembly
NODE_2429_length_441_cov_1.085987	441	NK_H14_033	SROnlyAssembly
NODE_2430_length_441_cov_1.082803	441	NK_H14_033	SROnlyAssembly
NODE_2431_length_441_cov_1.079618	441	NK_H14_033	SROnlyAssembly
NODE_2432_length_441_cov_1.060510	441	NK_H14_033	SROnlyAssembly
NODE_2433_length_441_cov_1.028662	441	NK_H14_033	SROnlyAssembly
NODE_2434_length_441_cov_1.009554	441	NK_H14_033	SROnlyAssembly
NODE_2435_length_441_cov_1.003185	441	NK_H14_033	SROnlyAssembly
NODE_2436_length_441_cov_0.961783	441	NK_H14_033	SROnlyAssembly
NODE_2437_length_441_cov_0.707006	441	NK_H14_033	SROnlyAssembly
NODE_2438_length_440_cov_20.629393	440	NK_H14_033	SROnlyAssembly
NODE_2439_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2440_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2441_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2442_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2443_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2444_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2445_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2446_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2447_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2448_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2449_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2450_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2451_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2452_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2453_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2454_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2455_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2456_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2457_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2458_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2459_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2460_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2461_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2462_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2463_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2464_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2465_length_440_cov_1.111821	440	NK_H14_033	SROnlyAssembly
NODE_2466_length_440_cov_1.070288	440	NK_H14_033	SROnlyAssembly
NODE_2467_length_440_cov_1.070288	440	NK_H14_033	SROnlyAssembly
NODE_2468_length_440_cov_1.031949	440	NK_H14_033	SROnlyAssembly
NODE_2469_length_440_cov_1.028754	440	NK_H14_033	SROnlyAssembly
NODE_2470_length_440_cov_1.028754	440	NK_H14_033	SROnlyAssembly
NODE_2471_length_440_cov_0.961661	440	NK_H14_033	SROnlyAssembly
NODE_2472_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2473_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2474_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2475_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2476_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2477_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2478_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2479_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2480_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2481_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2482_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2483_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2484_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2485_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2486_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2487_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2488_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2489_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2490_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2491_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2492_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2493_length_439_cov_1.115385	439	NK_H14_033	SROnlyAssembly
NODE_2494_length_439_cov_1.089744	439	NK_H14_033	SROnlyAssembly
NODE_2495_length_439_cov_1.080128	439	NK_H14_033	SROnlyAssembly
NODE_2496_length_439_cov_1.038462	439	NK_H14_033	SROnlyAssembly
NODE_2497_length_439_cov_0.983974	439	NK_H14_033	SROnlyAssembly
NODE_2498_length_439_cov_0.935897	439	NK_H14_033	SROnlyAssembly
NODE_2499_length_438_cov_1.498392	438	NK_H14_033	SROnlyAssembly
NODE_2500_length_438_cov_1.167203	438	NK_H14_033	SROnlyAssembly
NODE_2501_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2502_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2503_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2504_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2505_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2506_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2507_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2508_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2509_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2510_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2511_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2512_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2513_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2514_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2515_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2516_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2517_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2518_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2519_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2520_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2521_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2522_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2523_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2524_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2525_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2526_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2527_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2528_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2529_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2530_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2531_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2532_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2533_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2534_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2535_length_438_cov_1.118971	438	NK_H14_033	SROnlyAssembly
NODE_2536_length_438_cov_1.112540	438	NK_H14_033	SROnlyAssembly
NODE_2537_length_438_cov_1.083601	438	NK_H14_033	SROnlyAssembly
NODE_2538_length_438_cov_1.080386	438	NK_H14_033	SROnlyAssembly
NODE_2539_length_438_cov_1.000000	438	NK_H14_033	SROnlyAssembly
NODE_2540_length_438_cov_0.983923	438	NK_H14_033	SROnlyAssembly
NODE_2541_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2542_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2543_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2544_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2545_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2546_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2547_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2548_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2549_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2550_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2551_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2552_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2553_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2554_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2555_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2556_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2557_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2558_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2559_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2560_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2561_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2562_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2563_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2564_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2565_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2566_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2567_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2568_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2569_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2570_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2571_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2572_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2573_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2574_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2575_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2576_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2577_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2578_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2579_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2580_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2581_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2582_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2583_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2584_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2585_length_437_cov_1.122581	437	NK_H14_033	SROnlyAssembly
NODE_2586_length_437_cov_1.009677	437	NK_H14_033	SROnlyAssembly
NODE_2587_length_437_cov_1.000000	437	NK_H14_033	SROnlyAssembly
NODE_2588_length_437_cov_0.854839	437	NK_H14_033	SROnlyAssembly
NODE_2589_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2590_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2591_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2592_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2593_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2594_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2595_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2596_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2597_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2598_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2599_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2600_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2601_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2602_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2603_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2604_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2605_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2606_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2607_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2608_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2609_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2610_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2611_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2612_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2613_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2614_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2615_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2616_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2617_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2618_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2619_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2620_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2621_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2622_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2623_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2624_length_436_cov_1.126214	436	NK_H14_033	SROnlyAssembly
NODE_2625_length_436_cov_1.119741	436	NK_H14_033	SROnlyAssembly
NODE_2626_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2627_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2628_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2629_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2630_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2631_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2632_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2633_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2634_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2635_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2636_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2637_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2638_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2639_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2640_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2641_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2642_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2643_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2644_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2645_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2646_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2647_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2648_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2649_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2650_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2651_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2652_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2653_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2654_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2655_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2656_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2657_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2658_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2659_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2660_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2661_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2662_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2663_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2664_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2665_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2666_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2667_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2668_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2669_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2670_length_435_cov_1.129870	435	NK_H14_033	SROnlyAssembly
NODE_2671_length_435_cov_1.107143	435	NK_H14_033	SROnlyAssembly
NODE_2672_length_435_cov_1.016234	435	NK_H14_033	SROnlyAssembly
NODE_2673_length_435_cov_1.009740	435	NK_H14_033	SROnlyAssembly
NODE_2674_length_435_cov_1.003247	435	NK_H14_033	SROnlyAssembly
NODE_2675_length_435_cov_0.974026	435	NK_H14_033	SROnlyAssembly
NODE_2676_length_435_cov_0.857143	435	NK_H14_033	SROnlyAssembly
NODE_2677_length_435_cov_0.701299	435	NK_H14_033	SROnlyAssembly
NODE_2678_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2679_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2680_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2681_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2682_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2683_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2684_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2685_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2686_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2687_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2688_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2689_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2690_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2691_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2692_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2693_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2694_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2695_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2696_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2697_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2698_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2699_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2700_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2701_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2702_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2703_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2704_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2705_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2706_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2707_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
NODE_2708_length_434_cov_1.133550	434	NK_H14_033	SROnlyAssembly
