Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
KP_NORM_BLD_2508_SPAdescontigs	232	47	32	28	25	22	5317205	5251389	5216094	5185043	5125432	5037498	66	664038	5263908	5304561	57.51	57.49	358598	358598	86607	73850	328676.8	326157.9	6	6	18	19	2.0	1.0	304721.0	3.0	0.0	0.0	0.0	1 + 1 part	7233	99.045	1.0	0.0	1.08	0.23	664038.0	5256181.0	358598	358598	86607	73850	326569.2	324066.4	6	6	18	19	KP_NORM_BLD_2508__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_3074_SPAdescontigs	265	66	50	44	35	25	5645796	5564790	5518800	5473109	5311642	4962215	112	464197	5592080	5621864	57.15	57.15	269929	269929	40561	39747	242382.3	241098.2	8	8	27	28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31 + 1 part	33229	98.813	1.0	0.0	2.18	0.18	464197.0	5557833.0	269929	269929	40561	39747	242358.7	241074.7	8	8	27	28	KP_NORM_BLD_3074__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_60778_SPAdescontigs	139	36	33	30	28	23	5548917	5511122	5502918	5476595	5446073	5286493	47	1054109	5517688	5553809	57.48	57.46	316081	310789	86540	82552	428900.7	426111.2	5	6	18	19	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4 + 0 part	2373	99.262	1.0	0.0	0.71	0.09	1054109.0	5514737.0	316081	310629	86540	82552	428875.1	426085.8	5	6	18	19	KP_NORM_BLD_60778__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_60562_SPAdescontigs	186	32	28	27	27	21	5723066	5660722	5651492	5646134	5646134	5429305	67	794405	5682940	5705414	57.31	57.29	349980	349980	100610	98778	371982.5	370517.3	6	6	17	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26 + 0 part	16592	99.283	1.0	0.0	0.34	0.07	794405.0	5666197.0	349980	349980	100610	98778	371977.7	370512.5	6	6	17	18	KP_NORM_BLD_60562__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_60723_SPAdescontigs	164	38	31	30	26	23	5435682	5390587	5373799	5367415	5291755	5199183	56	626940	5401209	5444529	57.23	57.21	246877	246877	94459	94459	307213.7	304769.4	7	7	19	19	1.0	1.0	246877.0	1.0	0.0	0.0	0.0	8 + 0 part	4183	99.098	1.0	0.0	0.76	0.28	626940.0	5396379.0	242444	242444	94459	94459	306803.7	304362.6	7	7	19	19	KP_NORM_BLD_60723__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_58394_SPAdescontigs	169	51	33	31	28	22	5370222	5330469	5286517	5271197	5217478	5018260	66	911510	5340584	5387033	57.39	57.36	308621	308510	70320	70320	396641.5	393221.5	5	6	19	19	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2 + 0 part	1073	98.947	1.0	0.0	0.79	0.28	911510.0	5332653.0	308621	308510	70320	70320	395002.6	391596.7	5	6	19	19	KP_NORM_URN_58394__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_60803_SPAdescontigs	162	43	38	37	34	27	5340948	5294594	5285424	5279590	5224726	4985407	69	367788	5310645	5339445	58.03	58.0	202226	202226	86873	86873	209375.0	208245.7	10	10	25	25	1.0	1.0	317506.0	0.0	0.0	0.0	0.0	20 + 0 part	12149	99.227	1.0	0.0	0.43	0.08	367788.0	5298412.0	202226	202226	77916	77916	203678.4	202579.8	10	10	26	26	KP_NORM_BLD_60803__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_60874_SPAdescontigs	201	81	65	61	49	31	5329064	5281901	5237681	5209710	5009485	4346386	112	347318	5302010	5371007	57.51	57.44	136250	136250	36220	33443	152281.8	150325.6	13	13	42	43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25 + 0 part	17956	98.357	1.0	0.0	0.28	0.06	347318.0	5283885.0	136250	136250	36220	33443	152276.8	150320.6	13	13	42	43	KP_NORM_BLD_60874__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61273_SPAdescontigs	338	113	65	52	37	27	5666795	5587835	5470031	5377076	5147729	4805311	154	447336	5614892	5680212	57.42	57.4	187218	187218	28046	26290	208022.9	205630.7	10	10	34	36	2.0	2.0	111149.0	0.0	0.0	0.0	0.0	16 + 2 part	17852	98.444	1.001	0.0	1.36	0.07	447336.0	5596545.0	187218	187218	28045	26290	207776.7	205387.3	10	10	34	36	KP_NORM_BLD_61273__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61295_SPAdescontigs	384	102	88	79	59	43	5532526	5455385	5416627	5348936	5042607	4429256	117	263445	5465244	5497731	57.41	57.38	93015	89607	34625	31594	108452.3	107811.4	19	20	55	56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6 + 0 part	4122	99.154	1.002	0.0	0.2	0.05	263445.0	5459959.0	93015	89607	34625	31594	108428.8	107788.1	19	20	55	56	KP_NORM_BLD_61295__completeAssembly	spades	ChromosomeAndPlasmid	spades
NK_H14_010_SPAdescontigs	2844	53	37	30	23	18	6643360	5373946	5330881	5276822	5138514	4961380	207	819979	5454113	5436245	57.02	57.1	334549	350755	55085	55429	410711.2	412061.1	6	5	18	17	1.0	1.0	538.0	0.0	0.0	0.0	0.0	5 + 0 part	2606	98.95	1.004	0.0	3.35	0.13	819979.0	5400025.0	334549	350755	55085	55429	410704.7	412054.7	6	5	18	17	NK_H14_010__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61444_SPAdescontigs	209	26	23	22	21	19	5593479	5512196	5505383	5500283	5480934	5420059	67	967887	5537518	5560656	57.38	57.36	359256	359256	120999	120999	442059.7	440220.3	5	5	15	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24 + 1 part	15286	99.229	1.001	0.0	1.54	0.02	967887.0	5521502.0	359256	359256	120999	120999	442057.8	440218.4	5	5	15	15	KP_NORM_BLD_61444__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61439_SPAdescontigs	282	75	56	53	36	25	5785885	5700580	5662920	5638107	5333809	4927069	106	653195	5720883	5797828	57.03	57.0	240162	240162	36272	35132	291304.1	287438.1	7	7	31	33	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16 + 2 part	16873	98.313	1.001	0.0	1.09	7.19	653195.0	5703298.0	240162	240162	36272	35132	290924.3	287063.3	7	7	31	33	KP_NORM_BLD_61439__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61894_SPAdescontigs	318	93	59	52	41	32	5613950	5531797	5445860	5403408	5204907	4915055	129	420247	5554873	5626545	57.41	57.38	159600	159600	34730	33071	177796.8	175532.0	13	13	35	37	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6 + 0 part	3688	98.384	1.003	0.0	10.4	0.22	420247.0	5549651.0	159600	159600	34597	33047	177724.5	175460.6	13	13	35	37	KP_NORM_BLD_61894__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61886_SPAdescontigs	194	30	22	21	19	17	5475186	5406726	5386620	5378957	5342591	5281081	60	2023037	5425728	5454094	57.5	57.49	385370	385370	113523	113523	921108.0	916317.4	3	3	13	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 0 part	12621	99.226	1.0	0.0	0.92	0.09	2023037.0	5413040.0	385370	385370	113523	113523	921106.4	916315.8	3	3	13	13	KP_NORM_BLD_61886__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_61459_SPAdescontigs	122	30	25	24	21	17	5403325	5375879	5365200	5355834	5303084	5154704	36	823877	5379825	5424312	57.35	57.33	300328	300328	125618	99734	449932.8	446242.7	5	5	14	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	512	99.069	1.0	0.0	0.28	0.06	818359.0	5373795.0	300328	300328	125618	99734	448248.4	444572.1	5	5	14	15	KP_NORM_BLD_61459__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62164_SPAdescontigs	153	38	31	29	28	25	5222082	5175514	5157657	5141480	5130871	5035191	67	472284	5193737	5236879	57.57	57.55	276836	276836	102172	102172	251257.4	249187.5	8	8	21	21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18 + 2 part	12024	98.903	1.0	0.0	1.27	0.08	472284.0	5181592.0	276836	276836	102172	102172	251248.5	249178.7	8	8	21	21	KP_NORM_BLD_62164__completeAssembly	spades	ChromosomeAndPlasmid	spades
NK_H12_063_SPAdescontigs	173	67	50	46	42	30	5441223	5397245	5357370	5327672	5245321	4827867	92	572213	5414810	5457198	57.31	57.27	181778	181778	46986	45456	242789.4	240903.5	8	8	31	32	1.0	1.0	96840.0	1.0	0.0	0.0	0.0	5 + 0 part	3293	99.079	1.001	0.0	2.38	0.18	572213.0	5411096.0	181778	181778	45456	45456	242677.2	240792.2	8	8	32	32	NK_H12_063__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62512_SPAdescontigs	225	84	60	52	39	28	5740112	5681916	5618329	5560216	5369590	4941340	120	581082	5705003	5752985	57.02	57.0	220334	220334	40168	37929	256818.8	254676.8	8	8	33	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 0 part	13866	98.816	1.001	0.0	1.42	0.0	581082.0	5689700.0	220334	220334	40168	37929	256810.5	254668.6	8	8	33	34	KP_NORM_BLD_62512__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62486_SPAdescontigs	195	36	31	28	26	21	5623243	5556939	5542712	5522176	5487993	5310632	72	737014	5580200	5604537	57.37	57.36	332602	332602	90940	86538	354357.2	352818.5	6	6	17	18	1.0	1.0	97771.0	0.0	0.0	0.0	0.0	24 + 0 part	15720	99.188	1.0	0.0	0.36	0.02	737014.0	5560194.0	332602	332602	90940	86538	353618.2	352082.6	6	6	17	18	KP_NORM_BLD_62486__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62202_SPAdescontigs	299	92	60	53	45	32	5297356	5213463	5132521	5081193	4954140	4495799	140	382721	5242166	5317867	57.35	57.34	154394	144306	39867	30236	162871.7	160553.2	12	13	37	39	2.0	2.0	40925.0	0.0	0.0	0.0	0.0	45 + 4 part	49589	97.55	1.001	0.0	2.97	0.13	382721.0	5192020.0	154394	144306	39867	30236	162777.5	160460.3	12	13	37	39	KP_NORM_BLD_62202__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62504_SPAdescontigs	287	120	75	62	39	28	5413911	5355629	5256840	5161432	4781720	4413903	139	439487	5368922	5466277	57.11	57.05	180071	180071	23501	20718	184394.4	181110.3	11	11	42	46	1.0	1.0	1390.0	1.0	0.0	0.0	0.0	4 + 2 part	14045	97.906	1.001	0.0	0.92	0.09	439487.0	5354631.0	180071	180071	23501	20718	184384.5	181100.6	11	11	42	46	KP_NORM_BLD_62504__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62638_SPAdescontigs	171	59	41	37	31	25	5385655	5352596	5304505	5276750	5184831	4968774	70	514721	5359286	5379490	57.4	57.4	217094	217094	83592	83592	239101.1	238203.1	9	9	23	23	1.0	1.0	1765.0	0.0	0.0	0.0	2.0	0 + 4 part	30914	98.984	1.001	0.0	1.35	0.09	514721.0	5328372.0	217094	217094	83592	83592	239022.9	238125.1	9	9	23	23	KP_NORM_BLD_62638__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62649_SPAdescontigs	347	83	75	68	55	40	5398456	5322562	5300199	5241919	5025084	4482903	108	219733	5338327	5374242	57.4	57.37	108049	106002	34970	34087	114961.2	114193.0	17	18	48	49	1.0	1.0	158535.0	0.0	0.0	0.0	0.0	8 + 0 part	4284	99.144	1.001	0.0	0.6	0.15	219733.0	5333709.0	107957	106002	34970	34087	114553.1	113787.5	17	18	48	49	KP_NORM_BLD_62649__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62914_SPAdescontigs	267	73	57	52	40	29	5442784	5369813	5328324	5295322	5086560	4708449	98	363305	5387143	5437350	57.37	57.34	202121	202121	38701	36794	181805.9	180127.1	11	11	33	34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	529	98.915	1.001	0.0	4.16	0.3	363040.0	5385660.0	202121	202121	38701	36778	181748.2	180070.0	11	11	33	34	KP_NORM_BLD_62914__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62920_SPAdescontigs	711	103	74	65	55	40	5590110	5452232	5379232	5314477	5122206	4572101	122	309621	5463961	5518078	57.16	57.13	133714	133714	35035	34843	130125.0	128848.9	15	15	49	50	2.0	2.0	42918.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.886	1.001	0.0	2.25	0.11	309621.0	5463278.0	133714	133714	34843	31641	129970.5	128695.8	15	15	49	50	KP_NORM_BLD_62920__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62912_SPAdescontigs	576	92	80	72	54	40	5630347	5514516	5487471	5422256	5070870	4630291	108	514587	5524390	5561551	57.13	57.1	111913	111913	26598	25396	152476.2	151457.3	16	16	51	52	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3 + 0 part	1615	99.133	1.002	0.0	1.2	0.18	514587.0	5521968.0	111913	111913	26598	25290	152456.8	151438.2	16	16	51	52	KP_NORM_BLD_62912__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62922_SPAdescontigs	176	58	44	43	39	31	5503542	5458283	5428689	5422874	5345280	5043986	77	387260	5471232	5515853	57.2	57.15	204877	204877	68376	61603	210919.8	209213.5	9	9	29	30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.135	1.0	0.0	1.44	0.2	387260.0	5470643.0	204877	204877	68376	61603	210908.0	209201.8	9	9	29	30	KP_NORM_BLD_62922__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62926_SPAdescontigs	114	34	29	27	24	17	5179753	5151643	5139996	5128452	5074642	4835003	40	961693	5155368	5194611	57.58	57.55	355979	355979	94457	94457	411951.3	408839.2	5	5	15	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.217	1.0	0.0	1.69	0.17	961693.0	5155174.0	355979	355979	94457	94457	411942.0	408830.0	5	5	15	15	KP_NORM_BLD_62926__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_62934_SPAdescontigs	209	69	52	51	43	31	5305534	5255976	5216250	5210597	5071700	4645507	80	471705	5262954	5301360	57.53	57.49	182383	182383	40275	40023	195680.6	194263.0	10	10	34	35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.196	1.001	0.0	3.57	0.23	471705.0	5262554.0	182332	182332	40275	40023	195669.8	194252.2	10	10	34	35	KP_NORM_BLD_62934__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_63395_SPAdescontigs	263	97	67	55	38	29	5448410	5384129	5314591	5224858	4947022	4643491	129	716089	5404147	5485227	57.28	57.24	149030	149030	29549	26306	236848.8	233347.8	10	10	35	38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5 + 2 part	11223	98.245	1.001	0.0	1.82	0.06	716089.0	5392833.0	149030	149030	29549	26306	236840.4	233339.5	10	10	35	38	KP_NORM_BLD_63395__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_63801_SPAdescontigs	257	59	44	42	33	26	5637466	5560720	5525010	5508937	5372919	5143140	88	527104	5578963	5630912	57.08	57.04	273812	273812	59632	56209	261755.7	259340.8	8	8	24	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15 + 1 part	9455	98.842	1.0	0.0	0.83	0.09	527104.0	5568486.0	273812	273812	59632	56209	261658.2	259244.2	8	8	24	25	KP_NORM_BLD_63801__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_63815_SPAdescontigs	188	76	57	54	46	26	5723289	5674577	5626701	5604731	5443846	4732211	105	463393	5694153	5753464	56.78	56.73	227872	227872	34228	33040	248146.2	245588.2	8	8	36	38	1.0	1.0	3474.0	0.0	0.0	0.0	0.0	18 + 0 part	12891	98.679	1.001	0.0	0.77	0.07	463393.0	5680815.0	227872	227872	34228	33040	248138.7	245580.7	8	8	36	38	KP_NORM_BLD_63815__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_63842_SPAdescontigs	226	53	35	33	29	20	5585310	5512791	5475451	5459753	5395790	5059774	93	606279	5538394	5521825	57.07	57.08	324837	324837	83578	83578	308186.9	309111.6	7	7	19	19	2.0	2.0	287113.0	0.0	0.0	0.0	2.0	14 + 3 part	51083	99.04	1.003	0.0	8.13	0.15	606279.0	5485875.0	324837	324837	80644	80644	303034.0	303943.3	7	7	20	20	KP_NORM_BLD_63842__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_63839_SPAdescontigs	200	37	29	27	22	17	5485614	5420728	5404137	5391377	5300126	5140853	74	1496101	5443265	5470361	57.4	57.38	386271	386271	93095	93095	654795.7	651552.3	4	4	14	14	0.0	0.0	0.0	1.0	0.0	0.0	0.0	27 + 0 part	16794	99.177	1.0	0.0	0.83	0.07	1496101.0	5426469.0	386271	386271	93095	93095	654793.7	651550.3	4	4	14	14	KP_NORM_BLD_63839__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_BLD_70_SPAdescontigs	331	55	41	37	31	21	5547948	5433670	5399354	5370675	5261786	4915050	91	779296	5457250	5498713	57.35	57.35	315223	315223	59329	49615	337051.8	334510.3	6	6	21	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25 + 0 part	16557	98.939	1.0	0.0	0.99	0.29	779296.0	5440370.0	315223	315223	59328	49615	337023.0	334481.7	6	6	21	22	KP_NORM_BLD_70__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_106847_SPAdescontigs	87	27	20	18	16	12	5531765	5512927	5496924	5480970	5446375	5307000	35	1975715	5518273	5556400	57.16	57.14	479240	479240	300019	93501	972134.1	965463.4	3	3	8	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.29	1.0	0.0	0.05	0.0	1975715.0	5518095.0	479240	479240	300019	93501	972121.8	965451.2	3	3	8	9	KP_NORM_URN_106847__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_109342_SPAdescontigs	119	48	38	34	28	22	5612414	5586701	5565015	5538518	5424607	5219898	59	724716	5594618	5646924	57.4	57.37	328794	328794	86557	86557	331129.9	328062.8	7	7	20	20	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1 + 0 part	528	99.032	1.0	0.0	0.09	0.04	724716.0	5594090.0	328794	328794	86557	86557	331129.9	328062.7	7	7	20	20	KP_NORM_URN_109342__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_113027_SPAdescontigs	122	32	25	23	21	18	5378535	5338537	5323803	5311571	5274442	5182417	62	783242	5357363	5389269	57.29	57.28	378345	378345	99688	99688	397845.5	395490.1	6	6	14	14	2.0	2.0	337761.0	0.0	0.0	0.0	0.0	20 + 1 part	13624	99.124	1.0	0.0	0.21	0.07	783242.0	5343248.0	378345	378345	99688	99688	397088.3	394737.4	6	6	14	14	KP_NORM_URN_113027__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2012_81416_SPAdescontigs	128	47	39	36	32	25	5541344	5517471	5495697	5477375	5397262	5131647	53	541621	5521924	5574833	57.27	57.24	296339	296339	72165	72165	289386.8	286640.3	7	7	23	23	1.0	1.0	517327.0	0.0	0.0	0.0	0.0	0 + 0 part	0	99.04	1.0	0.0	1.03	0.33	541621.0	5521266.0	296339	296339	63747	63747	278868.5	276221.8	7	7	24	24	KP_NORM_URN_2012_81416__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_114421_SPAdescontigs	113	56	40	34	30	23	5587111	5566568	5519462	5473338	5403178	5162614	66	500200	5573425	5633984	57.07	57.02	350965	350965	79354	79354	285730.2	282658.9	7	7	22	22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	507	98.885	1.0	0.0	0.2	0.07	500200.0	5572918.0	350965	350965	79354	79354	285730.1	282658.8	7	7	22	22	KP_NORM_URN_114421__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2012_81428_SPAdescontigs	343	79	42	34	25	22	5838507	5729427	5641601	5582705	5430204	5342288	149	604828	5774902	5858045	56.97	56.95	287037	287037	75479	64454	316835.1	312338.3	7	7	20	21	2.0	2.0	53594.0	1.0	0.0	0.0	0.0	31 + 0 part	21424	98.144	1.001	0.0	2.96	0.3	604828.0	5752775.0	287037	287037	75479	64454	316654.1	312159.9	7	7	20	21	KP_NORM_URN_2012_81428__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2013_95788_SPAdescontigs	3377	111	88	79	63	46	6156694	5580455	5521211	5465551	5181800	4525287	131	320950	5593503	5658958	57.18	57.14	86694	86694	31906	30485	107700.0	106454.3	21	21	58	60	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3 + 0 part	1772	98.713	1.001	0.0	0.39	0.16	320950.0	5591712.0	86694	86694	31906	30485	107699.6	106453.9	21	21	58	60	KP_NORM_URN_2013_95788__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2013_95439_SPAdescontigs	282	69	43	37	25	19	5950461	5870328	5808134	5767126	5588855	5393062	106	1205295	5892878	5958888	56.59	56.59	388107	388107	59809	57327	591536.5	584983.7	4	4	18	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29 + 0 part	16907	98.572	1.0	0.0	0.09	0.1	1205295.0	5875971.0	388107	388107	59809	57327	591534.8	584982.0	4	4	18	19	KP_NORM_URN_2013_95439__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2013_95951_SPAdescontigs	240	73	48	41	30	20	5339419	5283562	5221645	5172685	4960072	4615353	85	1024930	5291641	5353287	57.52	57.48	252030	252030	35207	33770	385191.6	380755.9	6	6	24	26	1.0	1.0	4210.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.789	1.001	0.0	1.59	0.08	1024930.0	5291121.0	252030	252030	35207	33770	385182.0	380746.4	6	6	24	26	KP_NORM_URN_2013_95951__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2013_95819_SPAdescontigs	250	65	46	40	33	25	5591513	5520186	5472361	5433819	5315868	5040176	100	420562	5541690	5574210	57.15	57.13	259964	259964	57022	57022	249351.1	247896.4	8	8	25	25	1.0	1.0	85866.0	1.0	0.0	0.0	0.0	31 + 0 part	24014	98.946	1.0	0.0	1.16	0.15	420562.0	5515709.0	259964	259964	46955	46701	248616.5	247166.1	8	8	25	26	KP_NORM_URN_2013_95819__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2013_96200_SPAdescontigs	268	49	32	29	26	21	5525602	5430534	5388332	5370035	5324516	5133787	108	580903	5463702	5473501	57.2	57.24	378104	378104	79691	79691	330288.9	329697.6	6	6	19	19	0.0	0.0	0.0	1.0	0.0	0.0	0.0	48 + 3 part	37606	99.024	1.001	0.0	1.94	0.37	580903.0	5423768.0	378104	378104	79691	79691	330243.7	329652.5	6	6	19	19	KP_NORM_URN_2013_96200__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_97392_SPAdescontigs	1268	56	42	39	32	27	5486463	5207077	5177051	5161560	5046800	4879615	70	521912	5215928	5278244	57.59	57.57	248390	248390	64262	59392	261447.1	258360.4	7	7	24	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 0 part	4991	98.726	1.0	0.0	0.46	0.13	521912.0	5210937.0	248390	248390	64262	59392	261446.5	258359.8	7	7	24	25	KP_NORM_URN_2014_97392__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_96612_SPAdescontigs	1063	100	68	60	51	38	5787188	5568123	5497561	5437386	5303941	4867414	121	355956	5581750	5671655	57.17	57.12	129667	129667	36886	34848	146389.0	144068.5	15	15	42	44	1.0	1.0	36886.0	0.0	0.0	0.0	0.0	15 + 0 part	11167	98.212	1.0	0.0	0.9	0.86	355861.0	5570423.0	129667	129667	34922	30844	146283.6	143964.8	15	15	42	45	KP_NORM_URN_2014_96612__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_97671_SPAdescontigs	402	68	50	49	46	36	5601549	5552951	5509173	5503526	5444079	5049006	74	478613	5557010	5626740	57.18	57.15	154688	154688	51380	48570	177054.9	174860.7	13	13	36	37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0 + 0 part	0	98.765	1.0	0.0	0.58	0.63	478613.0	5556901.0	154688	154688	51380	48570	177048.3	174854.2	13	13	36	37	KP_NORM_URN_2014_97671__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_101205_SPAdescontigs	3054	56	41	35	31	28	6134341	5453730	5424024	5386188	5321986	5220876	95	694732	5478944	5496158	57.18	57.25	218301	218301	86347	86347	259848.5	259034.6	9	9	24	24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42 + 0 part	40229	98.971	1.0	0.0	0.4	0.31	694732.0	5438715.0	218301	218301	86347	86347	259833.9	259020.1	9	9	24	24	KP_NORM_URN_2014_101205__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_97411_SPAdescontigs	3182	99	62	57	47	37	6228314	5401466	5342368	5307981	5118985	4786520	252	431701	5502810	5447379	57.22	57.31	128529	128529	32569	36531	158611.4	160225.4	13	13	42	40	0.0	0.0	0.0	1.0	0.0	0.0	0.0	178 + 0 part	141756	98.412	1.0	0.0	1.16	0.35	431701.0	5360900.0	128529	128529	32569	36531	158579.9	160193.6	13	13	42	40	KP_NORM_URN_2014_97411__completeAssembly	spades	ChromosomeAndPlasmid	spades
KP_NORM_URN_2014_97677_SPAdescontigs	217	29	20	18	16	14	5370408	5292418	5269679	5255571	5224112	5163114	51	1005731	5305907	5344598	57.45	57.41	474214	474214	134572	134572	585749.1	581508.7	4	4	10	10	1.0	1.0	18793.0	0.0	0.0	0.0	0.0	10 + 0 part	5495	99.128	1.0	0.0	1.13	0.26	1005731.0	5299902.0	474214	474214	134572	134572	585716.0	581475.8	4	4	10	10	KP_NORM_URN_2014_97677__completeAssembly	spades	ChromosomeAndPlasmid	spades
