PlasmidTool	Prediction	SampleID	QueryID	QueryLength	SubjectID	SubjectLength	AlignmentLength	Identity	QCovHSP	SRAssemblerUsed
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	462	95.671	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	58031	99.404	27	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	6423	97.696	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	8581	98.718	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	874	99.771	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_11_length_213127_cov_15.936385	213127	KP_NORM_BLD_225__chr	5308943	9389	99.372	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_12_length_196959_cov_19.199520	196959	KP_NORM_BLD_225__chr	5308943	160	95.625	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_12_length_196959_cov_19.199520	196959	KP_NORM_BLD_225__chr	5308943	39297	99.499	20	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_12_length_196959_cov_19.199520	196959	KP_NORM_BLD_225__chr	5308943	65002	99.508	33	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_12_length_196959_cov_19.199520	196959	KP_NORM_BLD_225__chr	5308943	83589	99.545	42	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_12_length_196959_cov_19.199520	196959	KP_NORM_BLD_225__chr	5308943	83	96.386	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	23536	99.129	13	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	24218	99.108	13	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	3215	98.538	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	350	80.0	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	39552	98.925	22	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	48043	99.403	26	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	549	93.989	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	5758	98.975	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_13_length_183389_cov_17.703381	183389	KP_NORM_BLD_225__chr	5308943	6682	99.117	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_14_length_170516_cov_21.520145	170516	KP_NORM_BLD_225__chr	5308943	105177	99.418	62	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_14_length_170516_cov_21.520145	170516	KP_NORM_BLD_225__chr	5308943	185	100.0	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_14_length_170516_cov_21.520145	170516	KP_NORM_BLD_225__chr	5308943	55440	99.304	33	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_15_length_137953_cov_16.870663	137953	KP_NORM_BLD_225__chr	5308943	39181	98.714	28	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_15_length_137953_cov_16.870663	137953	KP_NORM_BLD_225__chr	5308943	6221	99.357	5	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_15_length_137953_cov_16.870663	137953	KP_NORM_BLD_225__chr	5308943	7883	99.188	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_15_length_137953_cov_16.870663	137953	KP_NORM_BLD_225__chr	5308943	84592	99.086	61	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_16_length_131862_cov_20.601344	131862	KP_NORM_BLD_225__chr	5308943	106130	99.493	80	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_16_length_131862_cov_20.601344	131862	KP_NORM_BLD_225__chr	5308943	143	97.203	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_16_length_131862_cov_20.601344	131862	KP_NORM_BLD_225__chr	5308943	25551	99.327	19	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_16_length_131862_cov_20.601344	131862	KP_NORM_BLD_225__chr	5308943	82	91.463	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_17_length_122043_cov_25.910980	122043	KP_NORM_BLD_225__chr	5308943	122059	99.453	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	11081	99.161	13	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	13186	96.929	15	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	17643	98.447	20	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	2642	99.394	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	39027	99.283	44	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_19_length_88014_cov_25.268595	88014	KP_NORM_BLD_225__chr	5308943	726	96.694	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	1023	98.729	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	107	95.327	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	11503	99.044	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	12040	99.161	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	134161	99.511	22	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	1459	85.469	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	1841	97.23	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	23487	98.731	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	2634	98.519	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	306	96.405	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	34377	98.217	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	36134	99.081	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	37680	99.015	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	493	91.481	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	55142	99.186	9	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	59882	99.484	10	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	663	87.029	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	71519	99.252	12	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	73691	99.279	12	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_1_length_619532_cov_18.089242	619532	KP_NORM_BLD_225__chr	5308943	7867	99.123	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_20_length_86858_cov_24.905143	86858	KP_NORM_BLD_225__chr	5308943	19756	99.605	23	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_20_length_86858_cov_24.905143	86858	KP_NORM_BLD_225__chr	5308943	20491	99.453	24	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_20_length_86858_cov_24.905143	86858	KP_NORM_BLD_225__chr	5308943	282	98.227	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_20_length_86858_cov_24.905143	86858	KP_NORM_BLD_225__chr	5308943	46344	99.59	53	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_21_length_72671_cov_25.533125	72671	KP_NORM_BLD_225__chr	5308943	72674	99.377	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_22_length_64568_cov_21.759346	64568	KP_NORM_BLD_225__chr	5308943	109	90.826	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_22_length_64568_cov_21.759346	64568	KP_NORM_BLD_225__chr	5308943	150	98.0	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_22_length_64568_cov_21.759346	64568	KP_NORM_BLD_225__chr	5308943	39372	99.152	61	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_22_length_64568_cov_21.759346	64568	KP_NORM_BLD_225__chr	5308943	6779	98.776	10	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_22_length_64568_cov_21.759346	64568	KP_NORM_BLD_225__chr	5308943	8930	97.514	14	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_23_length_61231_cov_14.272503	61231	KP_NORM_BLD_225__chr	5308943	1193	84.241	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_23_length_61231_cov_14.272503	61231	KP_NORM_BLD_225__chr	5308943	1459	88.143	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_23_length_61231_cov_14.272503	61231	KP_NORM_BLD_225__chr	5308943	1919	99.27	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_23_length_61231_cov_14.272503	61231	KP_NORM_BLD_225__chr	5308943	35597	98.84	58	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	1104	83.514	2	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	35445	99.306	59	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	4362	95.69	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	465	96.559	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	679	82.916	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_24_length_59989_cov_15.395710	59989	KP_NORM_BLD_225__chr	5308943	9856	99.29	16	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_25_length_56848_cov_26.369334	56848	KP_NORM_BLD_225__chr	5308943	27122	99.473	48	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_25_length_56848_cov_26.369334	56848	KP_NORM_BLD_225__chr	5308943	29493	99.447	52	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_25_length_56848_cov_26.369334	56848	KP_NORM_BLD_225__chr	5308943	409	98.778	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_26_length_47605_cov_16.095286	47605	KP_NORM_BLD_225__chr	5308943	35365	98.875	74	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_26_length_47605_cov_16.095286	47605	KP_NORM_BLD_225__chr	5308943	4049	84.49	8	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_26_length_47605_cov_16.095286	47605	KP_NORM_BLD_225__chr	5308943	4884	97.195	10	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_27_length_37904_cov_26.650846	37904	KP_NORM_BLD_225__chr	5308943	37904	99.409	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_28_length_34842_cov_24.771194	34842	KP_NORM_BLD_225__chr	5308943	34846	99.486	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_29_length_33846_cov_20.470328	33846	KP_NORM_BLD_225__chr	5308943	11206	99.001	33	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_29_length_33846_cov_20.470328	33846	KP_NORM_BLD_225__chr	5308943	139	91.367	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_29_length_33846_cov_20.470328	33846	KP_NORM_BLD_225__chr	5308943	143	97.203	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_29_length_33846_cov_20.470328	33846	KP_NORM_BLD_225__chr	5308943	22297	99.233	66	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_29_length_33846_cov_20.470328	33846	KP_NORM_BLD_225__chr	5308943	95	92.632	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	100862	99.462	28	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	12694	99.11	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	14093	99.624	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	146285	99.369	41	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	169	90.533	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	34862	99.441	10	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	35261	99.58	10	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	4534	97.574	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	713	98.738	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_2_length_357785_cov_20.192961	357785	KP_NORM_BLD_225__chr	5308943	76	93.421	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_30_length_29569_cov_23.364547	29569	KP_NORM_BLD_225__chr	5308943	29575	98.282	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_31_length_26306_cov_22.524886	26306	KP_NORM_BLD_225__chr	5308943	26306	99.81	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_32_length_25391_cov_14.415374	25391	KP_NORM_BLD_225__chr	5308943	135	85.926	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_32_length_25391_cov_14.415374	25391	KP_NORM_BLD_225__chr	5308943	138	87.681	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_32_length_25391_cov_14.415374	25391	KP_NORM_BLD_225__chr	5308943	8880	99.189	35	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_33_length_16329_cov_20.801444	16329	KP_NORM_BLD_225__chr	5308943	16330	99.345	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_34_length_12891_cov_13.061423	12891	KP_NORM_BLD_225__chr	5308943	1215	93.827	9	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_34_length_12891_cov_13.061423	12891	KP_NORM_BLD_225__chr	5308943	2217	97.429	17	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_35_length_10073_cov_25.692037	10073	KP_NORM_BLD_225__chr	5308943	10073	99.772	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_37_length_4527_cov_23.128636	4527	KP_NORM_BLD_225__chr	5308943	4527	99.624	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_38_length_2569_cov_227.303849	2569	KP_NORM_BLD_225__chr	5308943	2569	99.728	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_3_length_355865_cov_23.783546	355865	KP_NORM_BLD_225__chr	5308943	198770	99.577	56	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_3_length_355865_cov_23.783546	355865	KP_NORM_BLD_225__chr	5308943	5251	87.983	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_3_length_355865_cov_23.783546	355865	KP_NORM_BLD_225__chr	5308943	52950	98.971	15	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_3_length_355865_cov_23.783546	355865	KP_NORM_BLD_225__chr	5308943	84022	99.478	24	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_3_length_355865_cov_23.783546	355865	KP_NORM_BLD_225__chr	5308943	9592	98.999	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_42_length_1326_cov_139.653878	1326	KP_NORM_BLD_225__chr	5308943	1326	99.397	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_49_length_531_cov_51.220297	531	KP_NORM_BLD_225__chr	5308943	531	98.87	100	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	10694	98.943	3	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	117	92.308	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	13112	99.504	4	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	150840	99.463	43	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	159	93.711	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	191	89.529	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	24055	99.568	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	27236	99.354	8	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	32109	99.287	9	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	32255	99.132	9	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	488	96.107	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	50564	99.213	14	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	614	92.834	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_4_length_350142_cov_21.739154	350142	KP_NORM_BLD_225__chr	5308943	98	87.755	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	114589	99.41	39	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	16596	99.584	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	19309	99.586	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	21765	99.444	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	2698	99.666	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	35594	99.553	12	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_5_length_293622_cov_24.371724	293622	KP_NORM_BLD_225__chr	5308943	66865	99.701	23	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_6_length_271892_cov_26.299288	271892	KP_NORM_BLD_225__chr	5308943	126021	99.437	46	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_6_length_271892_cov_26.299288	271892	KP_NORM_BLD_225__chr	5308943	2509	99.721	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_6_length_271892_cov_26.299288	271892	KP_NORM_BLD_225__chr	5308943	3027	99.802	1	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_6_length_271892_cov_26.299288	271892	KP_NORM_BLD_225__chr	5308943	48553	99.666	18	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_6_length_271892_cov_26.299288	271892	KP_NORM_BLD_225__chr	5308943	91539	99.022	34	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	106	94.34	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	161199	99.414	60	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	17876	99.329	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	21137	99.428	8	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	21764	99.646	8	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_7_length_268185_cov_23.550109	268185	KP_NORM_BLD_225__chr	5308943	38714	99.344	14	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_8_length_244776_cov_21.341530	244776	KP_NORM_BLD_225__chr	5308943	124023	99.471	51	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_8_length_244776_cov_21.341530	244776	KP_NORM_BLD_225__chr	5308943	167	100.0	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_8_length_244776_cov_21.341530	244776	KP_NORM_BLD_225__chr	5308943	31997	99.525	13	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_8_length_244776_cov_21.341530	244776	KP_NORM_BLD_225__chr	5308943	88568	99.481	36	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	108993	99.482	47	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	11393	99.429	5	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	12812	99.415	5	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	13287	99.571	6	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	154	99.351	0	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	17342	99.423	7	unicycler
PlaScope_reads	chromosome	KP_NORM_BLD_225	NODE_9_length_233560_cov_25.220354	233560	KP_NORM_BLD_225__chr	5308943	48486	99.453	21	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_10_length_218092_cov_24.129704	218092	NK_H12_018__chr	5204839	218092	100.0	100	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_11_length_199521_cov_23.374184	199521	NK_H12_018__chr	5204839	199521	100.0	100	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_12_length_166488_cov_31.535360	166488	NK_H12_018__chr	5204839	166488	100.0	100	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_13_length_130006_cov_20.648788	130006	NK_H12_018__chr	5204839	130005	100.0	99	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_14_length_103476_cov_23.103117	103476	NK_H12_018__chr	5204839	103476	100.0	100	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_15_length_101949_cov_27.515311	101949	NK_H12_018__chr	5204839	101949	100.0	100	unicycler
PlaScope_reads	chromosome	NK_H12_018	NODE_16_length_101453_cov_32.964501	101453	NK_H12_018__chr	5204839	50506	100.0	50	unicycler
