Prediction	SampleID	QueryID	QueryLength	SubjectID	SubjectLength	AlignmentLength	Identity	QCovHSP	geNomadPrediction	MOBPrediction	PLASMePrediction	PlasmerPrediction	PlasmidHunterPrediction	PlatonPrediction	SRAssemblerUsed
truth	KP_NORM_BLD_63801	35_length=20274_depth=0.98x	20274	KP_NORM_BLD_63801__chr	5251650	20274	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_63801	36_length=19269_depth=0.73x	19269	KP_NORM_BLD_63801__chr	5251650	19269	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_63801	37_length=16543_depth=1.89x	16543	KP_NORM_BLD_63801__pl_3	75140	1348	100.0	8	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	37_length=16543_depth=1.89x	16543	KP_NORM_BLD_63801__pl_3	75140	15195	100.0	92	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	38_length=12455_depth=1.24x	12455	KP_NORM_BLD_63801__pl_1	188410	12455	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	39_length=11457_depth=1.20x	11457	KP_NORM_BLD_63801__pl_1	188410	11457	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	40_length=11309_depth=0.65x	11309	KP_NORM_BLD_63801__chr	5251650	11309	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_63801	41_length=10859_depth=1.91x	10859	KP_NORM_BLD_63801__pl_3	75140	10859	100.0	100	plasmid	plasmid	plasmid	chromosome	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	42_length=10635_depth=1.86x	10635	KP_NORM_BLD_63801__pl_3	75140	10635	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	43_length=7831_depth=2.08x	7831	KP_NORM_BLD_63801__pl_3	75140	7831	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	44_length=7556_depth=1.16x	7556	KP_NORM_BLD_63801__pl_1	188410	7556	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	45_length=5963_depth=1.84x	5963	KP_NORM_BLD_63801__pl_3	75140	5963	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	46_length=4718_depth=1.14x	4718	KP_NORM_BLD_63801__pl_1	188410	4718	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	47_length=4277_depth=1.76x	4277	KP_NORM_BLD_63801__pl_3	75140	4277	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	48_length=4218_depth=1.29x	4218	KP_NORM_BLD_63801__chr	5251650	4218	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_63801	49_length=3675_depth=35.89x_circular=true	3675	KP_NORM_BLD_63801__pl_4	3675	2977	100.0	81	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	49_length=3675_depth=35.89x_circular=true	3675	KP_NORM_BLD_63801__pl_4	3675	698	100.0	19	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	50_length=3320_depth=2.17x	3320	KP_NORM_BLD_63801__pl_3	75140	3320	100.0	100	plasmid	plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	51_length=2283_depth=1.16x	2283	KP_NORM_BLD_63801__pl_1	188410	2283	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	52_length=1917_depth=2.59x	1917	KP_NORM_BLD_63801__chr	5251650	1917	100.0	100		plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	53_length=1699_depth=1.29x	1699	KP_NORM_BLD_63801__pl_1	188410	1699	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	54_length=1652_depth=1.14x	1652	KP_NORM_BLD_63801__chr	5251650	1652	100.0	100		chromosome		plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	55_length=1644_depth=1.05x	1644	KP_NORM_BLD_63801__chr	5251650	1644	100.0	100		chromosome	plasmid	chromosome	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	56_length=1588_depth=1.47x	1588	KP_NORM_BLD_63801__pl_1	188410	1588	100.0	100		plasmid	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	57_length=1336_depth=12.31x	1336	KP_NORM_BLD_63801__chr	5251650	1336	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	58_length=1196_depth=7.54x	1196	KP_NORM_BLD_63801__chr	5251650	1196	100.0	100		plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	59_length=1171_depth=1.54x	1171	KP_NORM_BLD_63801__pl_3	75140	1171	100.0	100		chromosome	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	60_length=1126_depth=2.12x	1126	KP_NORM_BLD_63801__pl_3	75140	1126	100.0	100		chromosome	plasmid	plasmid	plasmid	plasmid	unicycler
truth	KP_NORM_BLD_63801	61_length=1096_depth=2.97x	1096	KP_NORM_BLD_63801__chr	5251650	1096	100.0	100		plasmid	plasmid	plasmid	plasmid	chromosome	unicycler
truth	KP_NORM_BLD_63801	62_length=1071_depth=10.84x	1071	KP_NORM_BLD_63801__chr	5251650	1071	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	63_length=788_depth=1.70x	788	KP_NORM_BLD_63801__chr	5251650	788	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KP_NORM_BLD_63801	64_length=768_depth=3.40x	768	KP_NORM_BLD_63801__chr	5251650	768	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	65_length=739_depth=1.95x	739	KP_NORM_BLD_63801__pl_3	75140	739	100.0	100	plasmid	chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	66_length=705_depth=2.13x	705	KP_NORM_BLD_63801__chr	5251650	705	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	67_length=660_depth=9.99x	660	KP_NORM_BLD_63801__chr	5251650	660	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	68_length=645_depth=0.99x	645	KP_NORM_BLD_63801__pl_1	188410	645	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	69_length=638_depth=2.71x	638	KP_NORM_BLD_63801__chr	5251650	638	100.0	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KP_NORM_BLD_63801	70_length=574_depth=0.98x	574	KP_NORM_BLD_63801__chr	5251650	574	100.0	100		chromosome		chromosome		chromosome	unicycler
truth	KP_NORM_BLD_63801	71_length=574_depth=0.80x	574	KP_NORM_BLD_63801__chr	5251650	574	100.0	100		chromosome		chromosome		chromosome	unicycler
truth	KP_NORM_BLD_63801	72_length=538_depth=0.94x	538	KP_NORM_BLD_63801__chr	5251650	538	99.628	100		chromosome	plasmid	chromosome		chromosome	unicycler
truth	KP_NORM_BLD_63801	73_length=505_depth=1.77x	505	KP_NORM_BLD_63801__pl_1	188410	505	100.0	100		chromosome	plasmid	plasmid		chromosome	unicycler
truth	KP_NORM_BLD_63801	74_length=457_depth=1.35x	457	KP_NORM_BLD_63801__pl_3	75140	457	100.0	100	plasmid	chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	75_length=444_depth=3.90x	444	KP_NORM_BLD_63801__pl_3	75140	444	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	76_length=443_depth=10.16x	443	KP_NORM_BLD_63801__pl_1	188410	443	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	77_length=430_depth=2.78x	430	KP_NORM_BLD_63801__chr	5251650	430	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	78_length=425_depth=13.64x	425	KP_NORM_BLD_63801__chr	5251650	425	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	79_length=414_depth=1.93x	414	KP_NORM_BLD_63801__pl_3	75140	414	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	80_length=393_depth=0.50x	393	KP_NORM_BLD_63801__chr	5251650	393	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	81_length=378_depth=2.61x	378	KP_NORM_BLD_63801__chr	5251650	378	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	82_length=377_depth=2.10x	377	KP_NORM_BLD_63801__pl_1	188410	377	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	83_length=374_depth=2.72x	374	KP_NORM_BLD_63801__chr	5251650	374	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	84_length=363_depth=1.27x	363	KP_NORM_BLD_63801__chr	5251650	363	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	85_length=356_depth=1.78x	356	KP_NORM_BLD_63801__chr	5251650	356	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	86_length=350_depth=2.93x	350	KP_NORM_BLD_63801__chr	5251650	350	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	87_length=345_depth=1.97x	345	KP_NORM_BLD_63801__chr	5251650	345	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	88_length=331_depth=3.16x	331	KP_NORM_BLD_63801__pl_1	188410	331	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	89_length=326_depth=12.83x	326	KP_NORM_BLD_63801__chr	5251650	326	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	90_length=301_depth=2.10x	301	KP_NORM_BLD_63801__chr	5251650	301	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	91_length=296_depth=2.39x	296	KP_NORM_BLD_63801__chr	5251650	296	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	92_length=274_depth=2.37x	274	KP_NORM_BLD_63801__chr	5251650	274	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	93_length=269_depth=5.47x	269	KP_NORM_BLD_63801__pl_1	188410	269	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	94_length=264_depth=4.20x	264	KP_NORM_BLD_63801__chr	5251650	264	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	95_length=256_depth=2.19x	256	KP_NORM_BLD_63801__chr	5251650	256	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	96_length=252_depth=11.06x	252	KP_NORM_BLD_63801__chr	5251650	252	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	97_length=251_depth=1.86x	251	KP_NORM_BLD_63801__chr	5251650	251	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	98_length=248_depth=2.27x	248	KP_NORM_BLD_63801__chr	5251650	248	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	99_length=236_depth=1.15x	236	KP_NORM_BLD_63801__chr	5251650	236	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	100_length=229_depth=3.67x	229	KP_NORM_BLD_63801__chr	5251650	229	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	101_length=226_depth=1.11x	226	KP_NORM_BLD_63801__chr	5251650	226	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	102_length=226_depth=1.14x	226	KP_NORM_BLD_63801__chr	5251650	226	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	103_length=224_depth=1.78x	224	KP_NORM_BLD_63801__chr	5251650	224	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	104_length=219_depth=1.24x	219	KP_NORM_BLD_63801__chr	5251650	219	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	105_length=209_depth=1.37x	209	KP_NORM_BLD_63801__chr	5251650	209	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	106_length=207_depth=4.02x	207	KP_NORM_BLD_63801__pl_3	75140	207	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	107_length=206_depth=2.51x	206	KP_NORM_BLD_63801__chr	5251650	206	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	108_length=197_depth=1.09x	197	KP_NORM_BLD_63801__pl_1	188410	197	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	109_length=195_depth=3.05x	195	KP_NORM_BLD_63801__chr	5251650	195	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	110_length=192_depth=11.50x	192	KP_NORM_BLD_63801__chr	5251650	192	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	111_length=192_depth=3.35x	192	KP_NORM_BLD_63801__pl_3	75140	192	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	112_length=191_depth=1.06x	191	KP_NORM_BLD_63801__chr	5251650	191	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	113_length=191_depth=2.29x	191	KP_NORM_BLD_63801__chr	5251650	191	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	114_length=191_depth=2.03x	191	KP_NORM_BLD_63801__chr	5251650	191	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	115_length=189_depth=0.35x	189	KP_NORM_BLD_63801__chr	5251650	189	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	116_length=181_depth=1.97x	181	KP_NORM_BLD_63801__chr	5251650	181	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	117_length=179_depth=2.43x	179	KP_NORM_BLD_63801__chr	5251650	179	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	118_length=179_depth=6.42x	179	KP_NORM_BLD_63801__pl_1	188410	179	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	119_length=175_depth=1.41x	175	KP_NORM_BLD_63801__pl_1	188410	175	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	120_length=173_depth=5.11x	173	KP_NORM_BLD_63801__chr	5251650	173	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	121_length=172_depth=2.29x	172	KP_NORM_BLD_63801__chr	5251650	172	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	122_length=169_depth=2.56x	169	KP_NORM_BLD_63801__chr	5251650	169	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	123_length=169_depth=1.38x	169	KP_NORM_BLD_63801__chr	5251650	169	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	124_length=168_depth=0.85x	168	KP_NORM_BLD_63801__chr	5251650	168	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	125_length=168_depth=1.01x	168	KP_NORM_BLD_63801__chr	5251650	168	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	126_length=168_depth=1.40x	168	KP_NORM_BLD_63801__pl_1	188410	168	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	127_length=167_depth=1.16x	167	KP_NORM_BLD_63801__chr	5251650	167	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	128_length=166_depth=3.44x	166	KP_NORM_BLD_63801__chr	5251650	166	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	129_length=163_depth=1.67x	163	KP_NORM_BLD_63801__chr	5251650	163	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	130_length=156_depth=3.35x	156	KP_NORM_BLD_63801__pl_1	188410	156	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	131_length=156_depth=4.38x	156	KP_NORM_BLD_63801__chr	5251650	156	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	132_length=156_depth=1.36x	156	KP_NORM_BLD_63801__chr	5251650	156	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	133_length=154_depth=10.08x	154	KP_NORM_BLD_63801__chr	5251650	154	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	134_length=153_depth=1.02x	153	KP_NORM_BLD_63801__pl_1	188410	153	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	135_length=146_depth=2.22x	146	KP_NORM_BLD_63801__chr	5251650	146	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	136_length=141_depth=1.62x	141	KP_NORM_BLD_63801__chr	5251650	141	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	137_length=138_depth=1.79x	138	KP_NORM_BLD_63801__chr	5251650	138	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	138_length=136_depth=1.90x	136	KP_NORM_BLD_63801__chr	5251650	136	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	139_length=136_depth=2.98x	136	KP_NORM_BLD_63801__pl_1	188410	136	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	140_length=135_depth=3.05x	135	KP_NORM_BLD_63801__chr	5251650	135	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	141_length=134_depth=2.09x	134	KP_NORM_BLD_63801__chr	5251650	134	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	142_length=133_depth=2.54x	133	KP_NORM_BLD_63801__chr	5251650	133	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	143_length=131_depth=9.72x	131	KP_NORM_BLD_63801__chr	5251650	131	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	144_length=129_depth=6.25x	129	KP_NORM_BLD_63801__pl_1	188410	129	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	145_length=128_depth=2.13x	128	KP_NORM_BLD_63801__chr	5251650	128	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	146_length=128_depth=1.65x	128	KP_NORM_BLD_63801__pl_1	188410	128	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	147_length=124_depth=1.93x	124	KP_NORM_BLD_63801__chr	5251650	124	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	148_length=119_depth=1.00x	119	KP_NORM_BLD_63801__chr	5251650	119	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	149_length=119_depth=2.40x	119	KP_NORM_BLD_63801__chr	5251650	119	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	150_length=118_depth=1.06x	118	KP_NORM_BLD_63801__chr	5251650	118	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	151_length=118_depth=1.44x	118	KP_NORM_BLD_63801__chr	5251650	118	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	152_length=113_depth=2.88x	113	KP_NORM_BLD_63801__chr	5251650	113	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	153_length=110_depth=1.21x	110	KP_NORM_BLD_63801__chr	5251650	110	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	154_length=110_depth=2.87x	110	KP_NORM_BLD_63801__chr	5251650	110	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	155_length=108_depth=2.27x	108	KP_NORM_BLD_63801__chr	5251650	108	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	156_length=106_depth=2.98x	106	KP_NORM_BLD_63801__pl_1	188410	106	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	157_length=106_depth=8.74x	106	KP_NORM_BLD_63801__pl_1	188410	106	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	158_length=104_depth=8.23x	104	KP_NORM_BLD_63801__chr	5251650	104	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	159_length=104_depth=3.66x	104	KP_NORM_BLD_63801__chr	5251650	104	100.0	100		chromosome	plasmid	shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_63801	160_length=103_depth=0.93x	103	KP_NORM_BLD_63801__chr	5251650	103	100.0	100		chromosome		shorter_than_500		chromosome	unicycler
truth	KP_NORM_BLD_62920	1_length=474747_depth=1.00x	474747	KP_NORM_BLD_62920__chr	5305663	474747	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	2_length=474241_depth=1.12x	474241	KP_NORM_BLD_62920__chr	5305663	424064	100.0	89		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	2_length=474241_depth=1.12x	474241	KP_NORM_BLD_62920__chr	5305663	50177	100.0	11		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	3_length=356206_depth=1.01x	356206	KP_NORM_BLD_62920__chr	5305663	356105	100.0	99		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	4_length=355487_depth=0.86x	355487	KP_NORM_BLD_62920__chr	5305663	355487	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	5_length=324430_depth=0.87x	324430	KP_NORM_BLD_62920__chr	5305663	23105	99.974	7	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	5_length=324430_depth=0.87x	324430	KP_NORM_BLD_62920__chr	5305663	301631	99.996	93	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	6_length=257414_depth=1.14x	257414	KP_NORM_BLD_62920__chr	5305663	100214	99.992	39		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	6_length=257414_depth=1.14x	257414	KP_NORM_BLD_62920__chr	5305663	157532	99.998	61		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	7_length=226732_depth=0.96x	226732	KP_NORM_BLD_62920__chr	5305663	226732	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	8_length=220727_depth=1.06x	220727	KP_NORM_BLD_62920__chr	5305663	220727	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	9_length=215710_depth=0.95x	215710	KP_NORM_BLD_62920__chr	5305663	215710	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	10_length=214701_depth=1.08x	214701	KP_NORM_BLD_62920__chr	5305663	214701	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	11_length=172011_depth=0.96x	172011	KP_NORM_BLD_62920__chr	5305663	172011	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	12_length=161931_depth=0.90x	161931	KP_NORM_BLD_62920__chr	5305663	161922	99.98	99		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	13_length=160978_depth=0.96x	160978	KP_NORM_BLD_62920__chr	5305663	160978	99.988	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	14_length=142857_depth=1.08x	142857	KP_NORM_BLD_62920__chr	5305663	142857	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	15_length=119141_depth=0.87x	119141	KP_NORM_BLD_62920__chr	5305663	119141	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	16_length=107739_depth=1.03x	107739	KP_NORM_BLD_62920__chr	5305663	107739	99.999	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	17_length=105581_depth=0.94x	105581	KP_NORM_BLD_62920__chr	5305663	105581	100.0	100		chromosome	plasmid	chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	18_length=96617_depth=0.96x	96617	KP_NORM_BLD_62920__chr	5305663	96617	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	19_length=94026_depth=1.17x	94026	KP_NORM_BLD_62920__chr	5305663	94026	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	20_length=86227_depth=1.14x	86227	KP_NORM_BLD_62920__chr	5305663	86227	100.0	100		chromosome		chromosome	chromosome	chromosome	unicycler
truth	KP_NORM_BLD_62920	21_length=76511_depth=0.83x	76511	KP_NORM_BLD_62920__chr	5305663	76511	100.0	100	plasmid	chromosome		chromosome	chromosome	chromosome	unicycler
