Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90	QuastReferenceSequence	ToolName	QuastType	SRAssemblerUsed
NK_H12_086_plasmidcontigs	17	17	7	4	0	0	109338	109338	85082	62730	0	0	17	22822	109338	2665	50.95	45.7	11423	22822	2782	22822	11949.0	490234.3	4	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16 + 0 part	106673	100.0	1.0	0.0	0.0	0.0	2665.0	2665.0	-	2665	-	2665	65.0	2665.0	-	1	-	1	NK_H12_086__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
KP_NORM_URN_58394_plasmidcontigs	16	16	6	4	2	1	166394	166394	138897	124058	90912	56888	16	56888	166394	232307	51.86	53.14	34024	10942	3545	-	31267.2	22395.7	2	4	9	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 3 part	11230	66.563	1.003	0.0	14.18	3.87	56888.0	155164.0	34024	10942	1916	-	31041.5	22234.0	2	4	10	-	KP_NORM_URN_58394__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
KP_NORM_URN_58394_plasmidcontigs	16	16	6	4	2	1	166394	166394	138897	124058	90912	56888	16	56888	166394	3545	51.86	42.62	34024	56888	3545	56888	31267.2	1467611.4	2	1	9	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13 + 2 part	162282	100.0	1.16	0.0	607.98	0.0	3545.0	4112.0	-	3545	-	3545	76.3	3583.4	-	1	-	1	KP_NORM_URN_58394__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
KP_NORM_URN_58394_plasmidcontigs	16	16	6	4	2	1	166394	166394	138897	124058	90912	56888	16	56888	166394	3479	51.86	45.65	34024	56888	3545	56888	31267.2	1495453.4	2	1	9	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14 + 1 part	162790	100.0	1.036	0.0	138.73	0.0	3479.0	3604.0	-	3479	-	3479	72.8	3483.5	-	1	-	1	KP_NORM_URN_58394__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
KP_NORM_URN_58394_plasmidcontigs	16	16	6	4	2	1	166394	166394	138897	124058	90912	56888	16	56888	166394	3302	51.86	43.16	34024	56888	3545	56888	31267.2	1575615.5	2	1	9	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14 + 1 part	162646	100.0	1.135	0.0	533.62	0.0	3302.0	3748.0	-	3302	-	3302	66.3	3338.8	-	1	-	1	KP_NORM_URN_58394__pl_4	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_001_plasmidcontigs	15	15	6	4	1	0	105750	105750	85181	73651	29404	0	15	29404	105750	228943	54.7	55.46	15672	-	3389	-	15707.2	7255.2	3	-	9	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10 + 0 part	28573	33.71	1.0	0.0	0.0	0.0	29404.0	77177.0	15672	-	-	-	14640.2	6762.4	3	-	-	-	NK_H14_001__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_068_plasmidcontigs	3	3	0	0	0	0	6684	6684	0	0	0	0	3	3530	6684	32718	47.31	41.73	3530	-	1549	-	2608.7	532.9	1	-	3	-								3 + 0 part	6684			0.0															NK_H12_068__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_068_plasmidcontigs	3	3	0	0	0	0	6684	6684	0	0	0	0	3	3530	6684	3530	47.31	42.66	3530	3530	1549	3530	2608.7	4939.5	1	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 0 part	3154	100.0	1.0	0.0	0.0	0.0	3530.0	3530.0	3530	3530	-	3530	1864.3	3530.0	1	1	-	1	NK_H12_068__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_068_plasmidcontigs	3	3	0	0	0	0	6684	6684	0	0	0	0	3	3530	6684	1549	47.31	51.13	3530	3530	1549	3530	2608.7	11256.5	1	1	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 0 part	5135	100.0	1.0	0.0	0.0	0.0	1549.0	1549.0	-	1549	-	1549	359.0	1549.0	-	1	-	1	NK_H12_068__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_028_plasmidcontigs	24	24	9	3	1	0	158245	158245	121300	77905	35455	0	24	35455	158245	225468	49.36	49.42	9491	5225	2509	-	16495.8	11577.6	4	8	15	-	1.0	1.0	18732.0	0.0	0.0	0.0	0.0	4 + 1 part	15991	63.197	0.998	0.0	21.79	2.81	35455.0	142254.0	9491	4398	-	-	15375.9	10791.6	4	9	-	-	NK_H12_028__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_028_plasmidcontigs	24	24	9	3	1	0	158245	158245	121300	77905	35455	0	24	35455	158245	4684	49.36	54.7	9491	35455	2509	35455	16495.8	557295.9	4	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23 + 0 part	153561	100.0	1.0	0.0	0.0	0.0	4684.0	4684.0	-	4684	-	4684	138.6	4684.0	-	1	-	1	NK_H12_028__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_053_plasmidcontigs	36	36	12	5	0	0	190363	190363	130066	77878	0	0	36	24070	190363	248396	50.09	50.97	9225	5459	2637	-	9987.7	7654.3	7	11	25	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6 + 0 part	26038	66.202	0.999	0.0	1.22	1.22	24070.0	164325.0	6793	3807	-	-	8939.4	6850.9	8	13	-	-	NK_H12_053__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_053_plasmidcontigs	36	36	12	5	0	0	190363	190363	130066	77878	0	0	36	24070	190363	13879	50.09	52.4	9225	24070	2637	24070	9987.7	136990.6	7	1	25	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32 + 2 part	175862	100.0	1.045	0.0	151.71	6.9	12549.0	14501.0	-	12549	-	12549	837.6	11488.1	-	1	-	1	NK_H12_053__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_053_plasmidcontigs	36	36	12	5	0	0	190363	190363	130066	77878	0	0	36	24070	190363	4083	50.09	35.39	9225	24070	2637	24070	9987.7	465660.6	7	1	25	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35 + 0 part	186280	100.0	1.0	0.0	0.0	0.0	4083.0	4083.0	-	4083	-	4083	87.6	4083.0	-	1	-	1	NK_H12_053__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_053_plasmidcontigs	36	36	12	5	0	0	190363	190363	130066	77878	0	0	36	24070	190363	3603	50.09	47.49	9225	24070	2637	24070	9987.7	527697.0	7	1	25	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33 + 3 part	187299	77.463	1.098	0.0	783.29	32.64	2437.0	3064.0	-	2437	-	-	32.3	1703.9	-	1	-	-	NK_H12_053__pl_4	PlasmidHunter	IndividualPlasmids	unicycler
NK_H12_053_plasmidcontigs	36	36	12	5	0	0	190363	190363	130066	77878	0	0	36	24070	190363	2665	50.09	45.67	9225	24070	2637	24070	9987.7	713430.5	7	1	25	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	33 + 2 part	186814	100.0	1.332	0.0	1155.26	56.35	2665.0	3549.0	-	2665	-	2665	38.7	2764.2	-	1	-	1	NK_H12_053__pl_5	PlasmidHunter	IndividualPlasmids	unicycler
NK_H18_038_plasmidcontigs	17	17	10	5	3	0	187235	187235	174591	136679	99958	0	17	39759	187235	127803	51.41	52.09	29256	30943	6174	22290	23588.0	34557.0	3	2	10	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7 + 1 part	68847	92.623	1.0	0.0	0.84	0.84	30943.0	118388.0	14431	22290	-	2068	14117.9	20683.2	4	3	-	8	NK_H18_038__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H18_038_plasmidcontigs	17	17	10	5	3	0	187235	187235	174591	136679	99958	0	17	39759	187235	99468	51.41	49.93	29256	30943	6174	29256	23588.0	44401.1	3	2	10	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13 + 1 part	138994	48.499	1.0	0.0	0.0	0.0	39759.0	48241.0	-	-	-	-	8672.5	16324.9	-	-	-	-	NK_H18_038__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_037_plasmidcontigs	15	15	6	4	3	2	181830	181830	162527	151722	127310	102102	15	51915	181830	185596	50.43	52.41	50187	50187	4818	4818	36068.1	35336.3	2	2	7	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7 + 0 part	93639	47.517	1.0	0.0	0.0	0.0	50187.0	88190.0	-	-	-	-	17564.3	17207.9	-	-	-	-	NK_H14_037__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_037_plasmidcontigs	15	15	6	4	3	2	181830	181830	162527	151722	127310	102102	15	51915	181830	54307	50.43	52.75	50187	51915	4818	51915	36068.1	120762.8	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13 + 1 part	128174	95.848	1.031	0.0	150.96	3.73	51915.0	53656.0	-	51915	-	51915	14833.4	49664.9	-	1	-	1	NK_H14_037__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_037_plasmidcontigs	15	15	6	4	3	2	181830	181830	162527	151722	127310	102102	15	51915	181830	24412	50.43	42.92	50187	51915	4818	51915	36068.1	268649.3	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14 + 0 part	157418	100.0	1.0	0.0	16.39	0.0	24412.0	24412.0	-	24412	-	24412	3277.5	24412.0	-	1	-	1	NK_H14_037__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_037_plasmidcontigs	15	15	6	4	3	2	181830	181830	162527	151722	127310	102102	15	51915	181830	5631	50.43	47.38	50187	51915	4818	51915	36068.1	1164671.9	2	1	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14 + 0 part	176199	100.0	1.0	0.0	0.0	0.0	5631.0	5631.0	-	5631	-	5631	174.4	5631.0	-	1	-	1	NK_H14_037__pl_4	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_001_plasmidcontigs	49	49	19	9	4	0	369083	369083	293550	220697	146749	0	49	45126	369083	424266	52.41	52.77	16320	10824	3134	-	20428.6	17771.5	6	9	29	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 1 part	52072	74.719	1.0	0.0	0.0	0.0	45126.0	317011.0	9940	7943	-	-	15484.9	13470.8	9	12	-	-	NK_H15_001__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_002_plasmidcontigs	8	8	2	2	1	0	76960	76960	57863	57863	41427	0	8	41427	76960	171862	54.41	53.13	41427	-	4309	-	26779.8	11992.0	1	-	5	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 1 part	3687	42.635	1.0	0.0	0.0	0.0	41427.0	73273.0	41427	-	4309	-	26668.3	11942.1	1	-	5	-	NK_H15_002__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_002_plasmidcontigs	8	8	2	2	1	0	76960	76960	57863	57863	41427	0	8	41427	76960	2667	54.41	45.78	41427	41427	4309	41427	26779.8	772768.2	1	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7 + 0 part	74293	100.0	1.0	0.0	0.0	0.0	2667.0	2667.0	-	2667	-	2667	92.4	2667.0	-	1	-	1	NK_H15_002__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_033_plasmidcontigs	23	23	8	2	1	0	117116	117116	84138	35951	25848	0	23	25848	117116	178817	50.52	51.91	9340	3664	2075	-	10791.3	7067.8	5	10	16	-	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7 + 3 part	26334	50.768	1.0	0.0	9.91	1.1	25848.0	90782.0	9340	1196	-	-	9923.5	6499.4	5	14	-	-	NK_H14_033__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_033_plasmidcontigs	23	23	8	2	1	0	117116	117116	84138	35951	25848	0	23	25848	117116	5290	50.52	47.45	9340	25848	2075	25848	10791.3	238910.9	5	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 0 part	111826	100.0	1.0	0.0	0.0	0.0	5290.0	5290.0	-	5290	-	5290	238.9	5290.0	-	1	-	1	NK_H14_033__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_033_plasmidcontigs	23	23	8	2	1	0	117116	117116	84138	35951	25848	0	23	25848	117116	2809	50.52	32.47	9340	25848	2075	25848	10791.3	449924.7	5	1	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 0 part	114307	100.0	1.0	0.0	0.0	0.0	2809.0	2809.0	-	2809	-	2809	67.4	2809.0	-	1	-	1	NK_H14_033__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_022_plasmidcontigs	4	4	2	2	1	1	111848	111848	107374	107374	83039	83039	4	83039	111848	214799	50.88	50.47	83039	3456	24335	-	67061.1	34919.4	1	3	2	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	3456	50.462	1.0	0.0	0.0	0.0	83039.0	108392.0	83039	1018	24335	-	66954.3	34863.8	1	3	2	-	NK_H15_022__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_022_plasmidcontigs	4	4	2	2	1	1	111848	111848	107374	107374	83039	83039	4	83039	111848	3456	50.88	45.72	83039	83039	24335	83039	67061.1	2170326.4	1	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3 + 0 part	108392	100.0	1.0	0.0	0.0	0.0	3456.0	3456.0	-	3456	-	3456	106.8	3456.0	-	1	-	1	NK_H15_022__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
KP_NORM_URN_57042_plasmidcontigs	15	15	6	4	2	0	132135	132135	114140	100135	77214	0	15	48614	132135	196315	52.61	52.94	28600	10466	3477	-	27202.9	18309.6	2	4	8	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1 + 0 part	1073	66.761	1.0	0.0	0.0	0.0	48614.0	131062.0	28600	10466	3477	-	27194.2	18303.8	2	4	8	-	KP_NORM_URN_57042__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_025_plasmidcontigs	31	31	18	9	3	0	304678	304678	274317	210711	115772	0	31	42482	304678	157168	50.37	50.32	16224	37439	5191	16546	21582.3	41838.4	6	2	18	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19 + 0 part	153038	96.483	1.0	0.0	0.0	0.0	42482.0	151640.0	-	15482	-	6083	12379.7	23998.7	-	3	-	9	NK_H15_025__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_025_plasmidcontigs	31	31	18	9	3	0	304678	304678	274317	210711	115772	0	31	42482	304678	90042	50.37	49.15	16224	37439	5191	35851	21582.3	73028.7	6	2	18	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 0 part	219675	94.486	0.999	0.0	158.82	9.41	37439.0	85001.0	-	16224	-	2280	6464.8	21875.1	-	2	-	7	NK_H15_025__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_025_plasmidcontigs	31	31	18	9	3	0	304678	304678	274317	210711	115772	0	31	42482	304678	67518	50.37	54.36	16224	42482	5191	37439	21582.3	97391.1	6	1	18	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30 + 1 part	304538	0.207	1.0	0.0	3571.43	2142.86	140.0	140.0	-	-	-	-	0.1	0.3	-	-	-	-	NK_H15_025__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_025_plasmidcontigs	31	31	18	9	3	0	304678	304678	274317	210711	115772	0	31	42482	304678	5840	50.37	48.53	16224	42482	5191	42482	21582.3	1125968.2	6	1	18	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	29 + 1 part	298880	91.524	1.085	0.0	275.96	34.49	5345.0	5798.0	-	5345	-	5345	94.2	4913.6	-	1	-	1	NK_H15_025__pl_4	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_025_plasmidcontigs	31	31	18	9	3	0	304678	304678	274317	210711	115772	0	31	42482	304678	3301	50.37	43.11	16224	42482	5191	42482	21582.3	1992018.8	6	1	18	1	0.0	0.0	0.0	0.0	0.0	0.0	2.0	28 + 2 part	300655	100.0	1.219	0.0	546.86	49.71	3301.0	4023.0	-	3301	-	3301	36.3	3350.6	-	1	-	1	NK_H15_025__pl_5	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_032_plasmidcontigs	9	9	5	2	1	1	223885	223885	210735	185170	171700	171700	9	171700	223885	186138	52.05	52.49	171700	171700	8596	171700	133675.2	160783.2	1	1	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7 + 0 part	38715	99.48	1.0	0.0	12.42	1.08	171700.0	185170.0	171700	171700	-	171700	132489.1	159356.7	1	1	-	1	NK_H15_032__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_032_plasmidcontigs	9	9	5	2	1	1	223885	223885	210735	185170	171700	171700	9	171700	223885	55955	52.05	51.71	171700	171700	8596	171700	133675.2	534856.0	1	1	4	1								9 + 0 part	223885			0.0															NK_H15_032__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_032_plasmidcontigs	9	9	5	2	1	1	223885	223885	210735	185170	171700	171700	9	171700	223885	9294	52.05	55.15	171700	171700	8596	171700	133675.2	3220127.5	1	1	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 0 part	214591	100.0	1.0	0.0	0.0	0.0	9294.0	9294.0	-	9294	-	9294	385.8	9294.0	-	1	-	1	NK_H15_032__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_021_plasmidcontigs	10	10	3	2	2	2	138912	138912	126379	118790	118790	118790	10	66732	138912	211430	51.9	51.87	52058	52058	7589	-	52165.8	34273.5	2	2	3	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 0 part	6466	62.643	1.0	0.0	0.0	0.0	66732.0	132446.0	52058	52058	7589	-	52089.0	34223.1	2	2	3	-	NK_H15_021__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_047_plasmidcontigs	13	13	7	4	2	0	158947	158947	148410	121846	86419	0	13	46548	158947	221270	51.38	50.55	39871	14745	8085	-	29301.5	21048.4	2	4	7	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 1 part	35908	55.547	1.001	0.0	4.06	0.0	46548.0	123039.0	39871	8085	-	-	25934.4	18629.7	2	5	-	-	NK_H15_047__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_042_plasmidcontigs	19	19	10	8	4	1	250694	250694	232439	215610	152734	51306	19	51306	250694	198393	50.67	51.52	37523	37523	6845	18088	29399.2	37149.5	3	3	10	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6 + 0 part	62092	95.065	1.0	0.0	0.0	0.0	51306.0	188602.0	37523	37523	-	3164	25092.7	31707.7	3	3	-	8	NK_H15_042__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_042_plasmidcontigs	19	19	10	8	4	1	250694	250694	232439	215610	152734	51306	19	51306	250694	112249	50.67	49.33	37523	37566	6845	37523	29399.2	65659.4	3	2	10	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14 + 0 part	199737	45.396	1.0	0.0	0.0	1.96	26339.0	50957.0	-	-	-	-	3893.4	8695.4	-	-	-	-	NK_H15_042__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_048_plasmidcontigs	26	26	11	4	0	0	170737	170737	131056	74164	0	0	26	24324	170737	226726	49.24	49.43	9707	7804	3833	-	12423.7	9355.7	6	9	17	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 1 part	17092	67.696	1.001	0.0	0.65	1.3	24324.0	153645.0	9707	6829	-	-	11762.6	8857.9	6	9	-	-	NK_H15_048__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H15_048_plasmidcontigs	26	26	11	4	0	0	170737	170737	131056	74164	0	0	26	24324	170737	4685	49.24	54.69	9707	24324	3833	24324	12423.7	452760.3	6	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25 + 0 part	166053	100.0	1.0	0.0	0.0	21.35	4684.0	4684.0	-	4684	-	4684	128.5	4683.0	-	1	-	1	NK_H15_048__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_010_plasmidcontigs	23	23	9	3	1	0	154643	154643	117380	72791	34596	0	23	34596	154643	225468	49.16	49.42	9707	5172	2509	-	15798.0	10835.5	4	9	15	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2 + 1 part	9675	64.331	0.999	0.0	0.69	1.38	34596.0	144968.0	9707	5172	1911	-	15563.5	10674.6	4	9	17	-	NK_H14_010__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_010_plasmidcontigs	23	23	9	3	1	0	154643	154643	117380	72791	34596	0	23	34596	154643	4684	49.16	54.7	9707	34596	2509	34596	15798.0	521573.8	4	1	15	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 0 part	149959	100.0	1.0	0.0	0.0	0.0	4684.0	4684.0	-	4684	-	4684	141.9	4684.0	-	1	-	1	NK_H14_010__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_016_plasmidcontigs	14	14	5	3	0	0	94066	94066	71569	57257	0	0	14	24482	94066	141763	51.7	51.9	13842	6837	2653	-	13983.3	9278.5	3	5	9	-	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5 + 0 part	11503	58.24	1.0	0.0	0.0	0.0	24482.0	82563.0	13842	6837	-	-	13683.5	9079.6	3	5	-	-	NK_H16_016__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_016_plasmidcontigs	14	14	5	3	0	0	94066	94066	71569	57257	0	0	14	24482	94066	3479	51.7	45.65	13842	24482	2653	24482	13983.3	378083.7	3	1	9	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13 + 0 part	90587	100.0	1.0	0.0	0.0	0.0	3479.0	3479.0	-	3479	-	3479	128.7	3479.0	-	1	-	1	NK_H16_016__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_015_plasmidcontigs	19	19	9	4	2	1	188100	188100	163802	118571	93350	56021	19	56021	188100	141710	52.51	52.04	14146	37329	3363	9771	28358.5	37641.9	3	2	11	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10 + 2 part	110716	54.608	1.0	0.0	33.6	1.29	56021.0	77384.0	-	2579	-	-	17333.8	23008.1	-	4	-	-	NK_H14_015__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_015_plasmidcontigs	19	19	9	4	2	1	188100	188100	163802	118571	93350	56021	19	56021	188100	121064	52.51	52.44	14146	37329	3363	11075	28358.5	44061.2	3	2	11	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 0 part	81432	88.048	1.0	0.0	0.0	0.0	37255.0	106594.0	8053	11075	-	-	10891.0	16921.7	7	3	-	-	NK_H14_015__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H14_015_plasmidcontigs	19	19	9	4	2	1	188100	188100	163802	118571	93350	56021	19	56021	188100	4353	52.51	43.1	14146	56021	3363	56021	28358.5	1225414.4	3	1	11	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18 + 0 part	183747	100.0	1.0	0.0	0.0	0.0	4353.0	4353.0	-	4353	-	4353	100.7	4353.0	-	1	-	1	NK_H14_015__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_023_plasmidcontigs	28	28	9	4	0	0	155023	155023	112173	76350	0	0	28	22006	155023	127275	51.0	51.52	9857	16014	2589	4847	12084.6	14719.2	5	4	17	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8 + 1 part	40470	89.901	1.001	0.0	2.62	0.0	22006.0	114553.0	5926	16014	-	132	10396.5	12663.1	5	4	-	20	NK_H16_023__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_023_plasmidcontigs	28	28	9	4	0	0	155023	155023	112173	76350	0	0	28	22006	155023	115590	51.0	52.64	9857	18599	2589	5840	12084.6	16207.2	5	3	17	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22 + 1 part	137859	14.849	1.0	0.0	256.35	17.48	9857.0	17164.0	-	-	-	-	708.6	950.3	-	-	-	-	NK_H16_023__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_023_plasmidcontigs	28	28	9	4	0	0	155023	155023	112173	76350	0	0	28	22006	155023	6044	51.0	51.47	9857	22006	2589	22006	12084.6	309958.0	5	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25 + 1 part	148709	100.0	1.045	0.0	174.22	0.0	4847.0	6314.0	-	4847	-	1197	161.3	4136.2	-	1	-	2	NK_H16_023__pl_3	PlasmidHunter	IndividualPlasmids	unicycler
NK_H16_023_plasmidcontigs	28	28	9	4	0	0	155023	155023	112173	76350	0	0	28	22006	155023	5840	51.0	48.51	9857	22006	2589	22006	12084.6	320785.3	5	1	17	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26 + 1 part	148913	100.0	1.046	0.0	180.03	0.0	5840.0	6110.0	-	5840	-	5840	220.5	5852.5	-	1	-	1	NK_H16_023__pl_4	PlasmidHunter	IndividualPlasmids	unicycler
NK_H18_019_plasmidcontigs	21	21	9	5	3	0	172956	172956	145314	113865	93374	0	21	38859	172956	174265	50.47	51.92	25231	25231	3310	3310	20515.6	20361.5	3	3	12	12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5 + 1 part	59588	64.563	1.008	0.0	33.52	0.0	38859.0	113368.0	5682	5682	-	-	15124.5	15010.9	5	5	-	-	NK_H18_019__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H18_019_plasmidcontigs	21	21	9	5	3	0	172956	172956	145314	113865	93374	0	21	38859	172956	62938	50.47	47.09	25231	38859	3310	29284	20515.6	56377.5	3	1	12	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12 + 3 part	123854	75.682	1.023	0.0	108.77	6.16	25231.0	48726.0	-	9579	-	-	4694.4	12900.5	-	2	-	-	NK_H18_019__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
NK_H17_017_plasmidcontigs	5	5	2	0	0	0	23655	23655	13262	0	0	0	5	7629	23655	47683	46.66	43.13	5633	-	2666	-	5434.4	2696.0	2	-	5	-								5 + 0 part	23655			0.0															NK_H17_017__pl_1	PlasmidHunter	IndividualPlasmids	unicycler
NK_H17_017_plasmidcontigs	5	5	2	0	0	0	23655	23655	13262	0	0	0	5	7629	23655	5633	46.66	50.19	5633	7629	2666	7629	5434.4	22821.1	2	1	5	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4 + 0 part	18022	100.0	1.0	0.0	0.0	0.0	5633.0	5633.0	-	5633	-	5633	1341.4	5633.0	-	1	-	1	NK_H17_017__pl_2	PlasmidHunter	IndividualPlasmids	unicycler
