ToolName,tag,duration,total_seconds,total_minutes,peak_rss,peak_rss_gb
PlasmidHunter,KP_NORM_BLD_115351,1m 45s,105,1.75,3.4 GB,3.4
PLASMe,KP_NORM_BLD_112922,4m 31s,271,4.516666666666667,4.5 GB,4.5
PlaScope (assembly),KP_NORM_BLD_2014_102946,4.3s,3,0.05,6.7 MB,0.0067
geNomad,KP_NORM_BLD_112922,3m 42s,222,3.7,18.7 GB,18.7
Plasmer,KP_NORM_BLD_115351,2m 26s,146,2.433333333333333,14.2 GB,14.2
PlasmidHunter,KP_NORM_BLD_2014_102946,1m 32s,92,1.5333333333333334,3.5 GB,3.5
MOB-suite,KP_NORM_BLD_112922,6m 5s,365,6.083333333333333,1.7 GB,1.7
geNomad,KP_NORM_BLD_115351,4m 32s,272,4.533333333333333,18.9 GB,18.9
PLASMe,KP_NORM_BLD_115351,4m 1s,241,4.016666666666667,4.5 GB,4.5
PlaScope (assembly),KP_NORM_BLD_2014_103381,3.3s,3,0.05,6.9 MB,0.006900000000000001
Plasmer,KP_NORM_BLD_2014_102946,2m 28s,148,2.466666666666667,14.8 GB,14.8
Platon,KP_NORM_BLD_2014_102946,1m 32s,92,1.5333333333333334,6.1 GB,6.1
geNomad,KP_NORM_BLD_2014_102946,4m 51s,291,4.85,18.7 GB,18.7
Platon,KP_NORM_BLD_2014_103381,1m 27s,87,1.45,5 GB,5
MOB-suite,KP_NORM_BLD_115351,5m 40s,340,5.666666666666667,1.7 GB,1.7
PLASMe,KP_NORM_BLD_2014_102946,4m 27s,267,4.45,4.6 GB,4.6
PlasmidHunter,KP_NORM_BLD_2014_103381,1m 41s,101,1.6833333333333333,3.3 GB,3.3
Plasmer,KP_NORM_BLD_2014_103381,3m 2s,182,3.033333333333333,15.1 GB,15.1
MOB-suite,KP_NORM_BLD_2014_102946,6m 57s,417,6.95,2 GB,2
PLASMe,KP_NORM_BLD_2014_103381,4m 40s,280,4.666666666666667,9.7 GB,9.7
PlasmidHunter,KP_NORM_BLD_1692,2m 26s,146,2.433333333333333,3.1 GB,3.1
PlaScope (assembly),KP_NORM_BLD_1692,4.3s,3,0.05,6.5 MB,0.006500000000000001
geNomad,KP_NORM_BLD_2014_103381,5m 41s,341,5.683333333333334,18.7 GB,18.7
PlaScope (assembly),KP_NORM_BLD_14222,3.7s,7,0.11666666666666667,6.7 MB,0.0067
Platon,KP_NORM_BLD_1692,1m 57s,117,1.95,4.8 GB,4.8
PLASMe,KP_NORM_BLD_1692,4m 5s,245,4.083333333333333,4.2 GB,4.2
geNomad,KP_NORM_BLD_1692,5m 19s,319,5.316666666666666,18.8 GB,18.8
Plasmer,KP_NORM_BLD_1692,2m 31s,151,2.5166666666666666,13.6 GB,13.6
MOB-suite,KP_NORM_BLD_2014_103381,6m 45s,405,6.75,2.1 GB,2.1
Platon,KP_NORM_BLD_14222,1m 37s,97,1.6166666666666667,4.9 GB,4.9
PlasmidHunter,KP_NORM_BLD_14222,1m 36s,96,1.6,3.2 GB,3.2
PLASMe,KP_NORM_BLD_14222,4m 17s,257,4.283333333333333,4.2 GB,4.2
MOB-suite,KP_NORM_BLD_1692,5m 59s,359,5.983333333333333,1.2 GB,1.2
PlaScope (assembly),KP_NORM_BLD_2005_1167,4.6s,6,0.1,16.4 MB,0.016399999999999998
geNomad,KP_NORM_BLD_14222,3m 53s,233,3.8833333333333333,18.8 GB,18.8
Plasmer,KP_NORM_BLD_14222,2m 52s,172,2.8666666666666667,14 GB,14
Platon,KP_NORM_BLD_2005_1167,1m 32s,92,1.5333333333333334,5.6 GB,5.6
MOB-suite,KP_NORM_BLD_14222,5m 50s,350,5.833333333333333,1.4 GB,1.4
PlasmidHunter,KP_NORM_BLD_2005_1167,1m 39s,99,1.65,3.6 GB,3.6
PlasmidHunter,KP_NORM_BLD_2014_104014,1m 51s,111,1.85,3.8 GB,3.8
Plasmer,KP_NORM_BLD_2005_1167,3m 22s,202,3.3666666666666667,13.9 GB,13.9
geNomad,KP_NORM_BLD_2005_1167,4m 53s,293,4.883333333333334,18.7 GB,18.7
PlaScope (assembly),KP_NORM_BLD_2014_104014,4s,4,0.06666666666666667,6.7 MB,0.0067
Platon,KP_NORM_BLD_2014_104014,2m 12s,132,2.2,7.3 GB,7.3
MOB-suite,KP_NORM_BLD_2005_1167,6m 32s,392,6.533333333333333,1.1 GB,1.1
PLASMe,KP_NORM_BLD_2005_1167,4m 46s,286,4.766666666666667,4.8 GB,4.8
geNomad,KP_NORM_BLD_2014_104014,4m 41s,281,4.683333333333334,18.7 GB,18.7
PLASMe,KP_NORM_BLD_2014_104014,5m 13s,313,5.216666666666667,6.4 GB,6.4
PlasmidHunter,KP_NORM_BLD_2013_91444,1m 54s,114,1.9,3.4 GB,3.4
PlaScope (assembly),KP_NORM_BLD_2013_91444,4.2s,2,0.03333333333333333,7 MB,0.007
PlaScope (assembly),KP_NORM_BLD_2007_48102,4.2s,2,0.03333333333333333,6.7 MB,0.0067
PlaScope (assembly),T7-234,4.8s,8,0.13333333333333333,968.6 MB,0.9686
Platon,KP_NORM_BLD_2013_91444,1m 56s,116,1.9333333333333333,5.2 GB,5.2
Plasmer,KP_NORM_BLD_2014_104014,3m 19s,199,3.316666666666667,15.1 GB,15.1
PlasmidHunter,KP_NORM_BLD_2007_48102,1m 41s,101,1.6833333333333333,3.4 GB,3.4
Platon,KP_NORM_BLD_2007_48102,1m 38s,98,1.6333333333333333,5.2 GB,5.2
geNomad,KP_NORM_BLD_2013_91444,4m 15s,255,4.25,18.7 GB,18.7
Plasmer,KP_NORM_BLD_2013_91444,3m 27s,207,3.45,15.1 GB,15.1
MOB-suite,KP_NORM_BLD_2014_104014,8m 26s,506,8.433333333333334,2.4 GB,2.4
PLASMe,KP_NORM_BLD_2013_91444,5m 25s,325,5.416666666666667,4.6 GB,4.6
Platon,KP_NORM_BLD_2013_88977,1m 30s,90,1.5,5.1 GB,5.1
PlaScope (assembly),KP_NORM_BLD_2013_88977,4.8s,8,0.13333333333333333,6.8 MB,0.0068
geNomad,KP_NORM_BLD_2007_48102,5m 19s,319,5.316666666666666,18.7 GB,18.7
Plasmer,KP_NORM_BLD_2007_48102,3m 12s,192,3.2,15.1 GB,15.1
PlasmidHunter,KP_NORM_BLD_2013_88977,1m 39s,99,1.65,3.3 GB,3.3
PLASMe,KP_NORM_BLD_2007_48102,5m 18s,318,5.3,4.5 GB,4.5
Plasmer,KP_NORM_BLD_2013_88977,3m 9s,189,3.15,14.2 GB,14.2
geNomad,KP_NORM_BLD_2013_88977,5m 1s,301,5.016666666666667,18.7 GB,18.7
MOB-suite,KP_NORM_BLD_2007_48102,7m 12s,432,7.2,1.5 GB,1.5
PlaScope (assembly),KP_NORM_BLD_2015_111587,4.1s,1,0.016666666666666666,6.8 MB,0.0068
PlasmidHunter,KP_NORM_BLD_2015_111587,1m 43s,103,1.7166666666666666,3.3 GB,3.3
PlaScope (assembly),KP_NORM_BLD_2015_108843,3.9s,9,0.15,6.9 MB,0.006900000000000001
PLASMe,KP_NORM_BLD_2013_88977,4m 15s,255,4.25,4.4 GB,4.4
Platon,KP_NORM_BLD_2015_111587,1m 42s,102,1.7,5.1 GB,5.1
PlasmidHunter,KP_NORM_BLD_2015_108843,1m 44s,104,1.7333333333333334,3.7 GB,3.7
geNomad,KP_NORM_BLD_2015_111587,5m 20s,320,5.333333333333333,18.7 GB,18.7
MOB-suite,KP_NORM_BLD_2013_88977,6m 2s,362,6.033333333333333,1.5 GB,1.5
Plasmer,KP_NORM_BLD_2015_111587,3m 12s,192,3.2,12.9 GB,12.9
Plasmer,KP_NORM_BLD_2015_108843,3m 11s,191,3.183333333333333,14.7 GB,14.7
PlaScope (assembly),KP_NORM_URN_56668,4.2s,2,0.03333333333333333,6.8 MB,0.0068
PLASMe,KP_NORM_BLD_2015_111587,4m 49s,289,4.816666666666666,9.3 GB,9.3
Platon,KP_NORM_BLD_2015_108843,2m 18s,138,2.3,5.7 GB,5.7
PlasmidHunter,KP_NORM_URN_56668,2m 4s,124,2.066666666666667,3.2 GB,3.2
MOB-suite,KP_NORM_BLD_2015_111587,7m 41s,461,7.683333333333334,2.6 GB,2.6
Platon,KP_NORM_URN_56668,1m 45s,105,1.75,4.8 GB,4.8
PlaScope (assembly),KP_NORM_BLD_2247,5.3s,3,0.05,963.2 MB,0.9632000000000001
geNomad,KP_NORM_BLD_2015_108843,4m 52s,292,4.866666666666666,18.7 GB,18.7
geNomad,KP_NORM_URN_56668,4m 6s,246,4.1,18.8 GB,18.8
PlasmidHunter,KP_NORM_BLD_2247,1m 29s,89,1.4833333333333334,3 GB,3
Plasmer,KP_NORM_URN_56668,2m 40s,160,2.6666666666666665,14.1 GB,14.1
PLASMe,KP_NORM_BLD_2015_108843,4m 59s,299,4.983333333333333,4.7 GB,4.7
Platon,KP_NORM_BLD_2247,1m 9s,69,1.15,4.5 GB,4.5
PLASMe,KP_NORM_URN_56668,4m 42s,282,4.7,4.2 GB,4.2
MOB-suite,KP_NORM_BLD_2015_108843,7m 52s,472,7.866666666666666,2.1 GB,2.1
Plasmer,KP_NORM_BLD_2247,2m 31s,151,2.5166666666666666,15.1 GB,15.1
MOB-suite,KP_NORM_URN_56668,5m 44s,344,5.733333333333333,1.5 GB,1.5
PlaScope (assembly),KP_NORM_BLD_2015_112126,4s,4,0.06666666666666667,6.8 MB,0.0068
PLASMe,KP_NORM_BLD_2247,3m 39s,219,3.65,4 GB,4
Platon,KP_NORM_BLD_2015_112126,2m 7s,127,2.1166666666666667,6.8 GB,6.8
PlasmidHunter,KP_NORM_BLD_2015_112126,1m 41s,101,1.6833333333333333,3.8 GB,3.8
Plasmer,KP_NORM_BLD_2015_112126,3m 7s,187,3.1166666666666667,15.1 GB,15.1
MOB-suite,KP_NORM_BLD_2247,4m 40s,280,4.666666666666667,736 MB,0.736
geNomad,KP_NORM_BLD_2247,4m 41s,281,4.683333333333334,18.8 GB,18.8
Platon,KP_NORM_BLD_225,1m 30s,90,1.5,4.5 GB,4.5
Plasmer,KP_NORM_BLD_225,2m 55s,175,2.9166666666666665,14.6 GB,14.6
PlaScope (assembly),KP_NORM_BLD_225,5.6s,6,0.1,950 MB,0.9500000000000001
PlasmidHunter,KP_NORM_BLD_225,1m 42s,102,1.7,3.1 GB,3.1
PlaScope (assembly),KP_NORM_BLD_2015_115359,4.7s,7,0.11666666666666667,6.9 MB,0.006900000000000001
geNomad,KP_NORM_BLD_2015_112126,5m 18s,318,5.3,18.7 GB,18.7
MOB-suite,KP_NORM_BLD_225,5m 16s,316,5.266666666666667,740.1 MB,0.7401000000000001
PLASMe,KP_NORM_BLD_2015_112126,5m 53s,353,5.883333333333334,9.7 GB,9.7
PLASMe,KP_NORM_BLD_225,4m 32s,272,4.533333333333333,4 GB,4
geNomad,KP_NORM_BLD_225,5m 7s,307,5.116666666666666,18.7 GB,18.7
Platon,KP_NORM_BLD_2015_115359,1m 25s,85,1.4166666666666667,5.1 GB,5.1
MOB-suite,KP_NORM_BLD_2015_112126,9m 1s,541,9.016666666666667,3.7 GB,3.7
PlasmidHunter,KP_NORM_BLD_2015_115359,1m 28s,88,1.4666666666666666,3.3 GB,3.3
PlasmidHunter,KP_NORM_BLD_2014_96855,1m 27s,87,1.45,3.5 GB,3.5
Plasmer,KP_NORM_BLD_2015_115359,2m 50s,170,2.8333333333333335,14.4 GB,14.4
Plasmer,KP_NORM_BLD_2014_96855,3m 6s,186,3.1,13.8 GB,13.8
PlaScope (assembly),KP_NORM_BLD_2014_96855,4.7s,7,0.11666666666666667,6.7 MB,0.0067
geNomad,KP_NORM_BLD_2015_115359,5m 3s,303,5.05,18.8 GB,18.8
Platon,KP_NORM_BLD_2014_96855,1m 30s,90,1.5,5.5 GB,5.5
MOB-suite,KP_NORM_BLD_2015_115359,6m 16s,376,6.266666666666667,2.1 GB,2.1
PlaScope (assembly),KP_NORM_BLD_2254,4.4s,4,0.06666666666666667,6.9 MB,0.006900000000000001
PLASMe,KP_NORM_BLD_2015_115359,5m 3s,303,5.05,4.5 GB,4.5
PlasmidHunter,KP_NORM_BLD_2254,1m 46s,106,1.7666666666666666,3.2 GB,3.2
Platon,KP_NORM_BLD_2254,1m 40s,100,1.6666666666666667,5.6 GB,5.6
PLASMe,KP_NORM_BLD_2014_96855,5m 39s,339,5.65,4.8 GB,4.8
PlaScope (assembly),KP_NORM_BLD_228,4s,4,0.06666666666666667,6.8 MB,0.0068
MOB-suite,KP_NORM_BLD_2014_96855,6m 43s,403,6.716666666666667,1.7 GB,1.7
geNomad,KP_NORM_BLD_2014_96855,5m 32s,332,5.533333333333333,18.7 GB,18.7
Plasmer,KP_NORM_BLD_2254,3m 23s,203,3.3833333333333333,14.8 GB,14.8
geNomad,KP_NORM_BLD_2254,4m 21s,261,4.35,18.7 GB,18.7
PLASMe,KP_NORM_BLD_2254,4m 59s,299,4.983333333333333,4.3 GB,4.3
Plasmer,KP_NORM_BLD_228,2m 52s,172,2.8666666666666667,14.5 GB,14.5
PlasmidHunter,KP_NORM_BLD_228,1m 37s,97,1.6166666666666667,2.9 GB,2.9
Platon,KP_NORM_BLD_228,1m 22s,82,1.3666666666666667,4.3 GB,4.3
geNomad,KP_NORM_BLD_228,4m 58s,298,4.966666666666667,18.8 GB,18.8
MOB-suite,KP_NORM_BLD_2254,6m 42s,402,6.7,1.8 GB,1.8
PLASMe,KP_NORM_BLD_228,3m 55s,235,3.9166666666666665,4 GB,4
PlaScope (assembly),KP_NORM_BLD_2395,4.8s,8,0.13333333333333333,963.2 MB,0.9632000000000001
PlasmidHunter,KP_NORM_BLD_2395,1m 40s,100,1.6666666666666667,3.2 GB,3.2
Platon,KP_NORM_BLD_2395,1m 23s,83,1.3833333333333333,4.8 GB,4.8
Platon,KP_NORM_BLD_2497,1m 24s,84,1.4,4.7 GB,4.7
Plasmer,KP_NORM_BLD_2395,2m 49s,169,2.816666666666667,14 GB,14
PlasmidHunter,KP_NORM_BLD_2497,1m 17s,77,1.2833333333333334,3.1 GB,3.1
PlaScope (assembly),KP_NORM_BLD_231,4.8s,8,0.13333333333333333,960.5 MB,0.9605
MOB-suite,KP_NORM_BLD_228,5m 18s,318,5.3,1.1 GB,1.1
geNomad,KP_NORM_BLD_2395,4m 14s,254,4.233333333333333,18.8 GB,18.8
PLASMe,KP_NORM_BLD_2395,4m 17s,257,4.283333333333333,4.4 GB,4.4
MOB-suite,KP_NORM_BLD_2395,5m 13s,313,5.216666666666667,1.2 GB,1.2
PLASMe,KP_NORM_BLD_2497,3m 49s,229,3.816666666666667,4.3 GB,4.3
PlasmidHunter,KP_NORM_BLD_231,1m 32s,92,1.5333333333333334,3.2 GB,3.2
Plasmer,KP_NORM_BLD_2497,2m 47s,167,2.783333333333333,15.1 GB,15.1
Platon,KP_NORM_BLD_231,1m 24s,84,1.4,4.9 GB,4.9
PlaScope (assembly),KP_NORM_BLD_2799,4.2s,2,0.03333333333333333,965.9 MB,0.9659
geNomad,KP_NORM_BLD_2497,4m 21s,261,4.35,18.7 GB,18.7
PlasmidHunter,KP_NORM_BLD_2799,1m 15s,75,1.25,3.3 GB,3.3
MOB-suite,KP_NORM_BLD_2497,4m 53s,293,4.883333333333334,1.2 GB,1.2
Plasmer,KP_NORM_BLD_231,2m 35s,155,2.5833333333333335,14.2 GB,14.2
PlaScope (assembly),KP_NORM_BLD_2508,4s,4,0.06666666666666667,6.9 MB,0.006900000000000001
Platon,KP_NORM_BLD_2799,1m 27s,87,1.45,5.2 GB,5.2
geNomad,KP_NORM_BLD_231,4m 28s,268,4.466666666666667,18.7 GB,18.7
Plasmer,KP_NORM_BLD_2799,2m 25s,145,2.4166666666666665,12.8 GB,12.8
PLASMe,KP_NORM_BLD_231,3m 53s,233,3.8833333333333333,4.4 GB,4.4
Platon,KP_NORM_BLD_2508,1m 14s,74,1.2333333333333334,5.1 GB,5.1
MOB-suite,KP_NORM_BLD_231,5m 24s,324,5.4,1.4 GB,1.4
PLASMe,KP_NORM_BLD_2799,3m 42s,222,3.7,4.3 GB,4.3
PlaScope (assembly),KP_NORM_BLD_3074,4.3s,3,0.05,6.9 MB,0.006900000000000001
PlasmidHunter,KP_NORM_BLD_2508,1m 19s,79,1.3166666666666667,3.1 GB,3.1
Plasmer,KP_NORM_BLD_2508,2m 31s,151,2.5166666666666666,14.2 GB,14.2
MOB-suite,KP_NORM_BLD_2799,4m 46s,286,4.766666666666667,796.2 MB,0.7962
PlasmidHunter,KP_NORM_BLD_3074,1m 34s,94,1.5666666666666667,3.4 GB,3.4
Platon,KP_NORM_BLD_3074,1m 27s,87,1.45,5.2 GB,5.2
geNomad,KP_NORM_BLD_2799,4m 36s,276,4.6,18.8 GB,18.8
PlaScope (assembly),KP_NORM_BLD_60778,4.4s,4,0.06666666666666667,968.7 MB,0.9687000000000001
PLASMe,KP_NORM_BLD_2508,3m 37s,217,3.6166666666666667,4.1 GB,4.1
MOB-suite,KP_NORM_BLD_2508,4m 28s,268,4.466666666666667,758.7 MB,0.7587
geNomad,KP_NORM_BLD_2508,4m 52s,292,4.866666666666666,18.7 GB,18.7
Platon,KP_NORM_BLD_60778,1m 16s,76,1.2666666666666666,5.2 GB,5.2
PlasmidHunter,KP_NORM_BLD_60778,1m 26s,86,1.4333333333333333,3.4 GB,3.4
PLASMe,KP_NORM_BLD_3074,3m 43s,223,3.716666666666667,4.4 GB,4.4
MOB-suite,KP_NORM_BLD_3074,5m 11s,311,5.183333333333334,1.2 GB,1.2
PlaScope (assembly),KP_NORM_BLD_60562,6.1s,1,0.016666666666666666,966.9 MB,0.9669
Plasmer,KP_NORM_BLD_3074,2m 55s,175,2.9166666666666665,14.2 GB,14.2
Plasmer,KP_NORM_BLD_60778,2m 25s,145,2.4166666666666665,14.2 GB,14.2
PlasmidHunter,KP_NORM_BLD_60562,1m 26s,86,1.4333333333333333,3.6 GB,3.6
geNomad,KP_NORM_BLD_3074,4m 57s,297,4.95,18.7 GB,18.7
PLASMe,KP_NORM_BLD_60778,4m 7s,247,4.116666666666666,4.3 GB,4.3
PlaScope (assembly),KP_NORM_URN_58394,5s,5,0.08333333333333333,6.8 MB,0.0068
MOB-suite,KP_NORM_BLD_60778,4m 40s,280,4.666666666666667,718.1 MB,0.7181000000000001
geNomad,KP_NORM_BLD_60778,4m 1s,241,4.016666666666667,18.8 GB,18.8
Platon,KP_NORM_BLD_60562,1m 19s,79,1.3166666666666667,5.6 GB,5.6
Plasmer,KP_NORM_BLD_60562,2m 41s,161,2.683333333333333,15.1 GB,15.1
PLASMe,KP_NORM_BLD_60562,3m 59s,239,3.9833333333333334,4.4 GB,4.4
MOB-suite,KP_NORM_BLD_60562,4m 53s,293,4.883333333333334,1.2 GB,1.2
Platon,KP_NORM_URN_58394,1m 24s,84,1.4,5 GB,5
geNomad,KP_NORM_BLD_60562,4m 43s,283,4.716666666666667,18.8 GB,18.8
PlaScope (assembly),KP_NORM_BLD_60723,5s,5,0.08333333333333333,6.8 MB,0.0068
Plasmer,KP_NORM_URN_58394,2m 19s,139,2.316666666666667,14.3 GB,14.3
PlasmidHunter,KP_NORM_URN_58394,1m 38s,98,1.6333333333333333,3.1 GB,3.1
Platon,KP_NORM_BLD_60723,1m 18s,78,1.3,4.9 GB,4.9
PLASMe,KP_NORM_URN_58394,4m 21s,261,4.35,4.4 GB,4.4
PlasmidHunter,KP_NORM_BLD_60723,1m 23s,83,1.3833333333333333,3.2 GB,3.2
geNomad,KP_NORM_URN_58394,4m 39s,279,4.65,18.8 GB,18.8
Platon,KP_NORM_BLD_60803,1m 11s,71,1.1833333333333333,4.7 GB,4.7
PlaScope (assembly),KP_NORM_BLD_60803,3.9s,9,0.15,6.9 MB,0.006900000000000001
Plasmer,KP_NORM_BLD_60723,2m 45s,165,2.75,15.1 GB,15.1
PlasmidHunter,KP_NORM_BLD_60803,1m 12s,72,1.2,3.1 GB,3.1
PLASMe,KP_NORM_BLD_60723,3m 43s,223,3.716666666666667,4.2 GB,4.2
PlaScope (assembly),KP_NORM_BLD_60874,4.6s,6,0.1,953.6 MB,0.9536
MOB-suite,KP_NORM_URN_58394,5m 16s,316,5.266666666666667,1.4 GB,1.4
Platon,KP_NORM_BLD_60874,1m 9s,69,1.15,4.6 GB,4.6
geNomad,KP_NORM_BLD_60723,4m 2s,242,4.033333333333333,18.7 GB,18.7
Plasmer,KP_NORM_BLD_60803,2m 45s,165,2.75,14.4 GB,14.4
PLASMe,KP_NORM_BLD_60803,3m 23s,203,3.3833333333333333,4 GB,4
MOB-suite,KP_NORM_BLD_60723,4m 39s,279,4.65,992.9 MB,0.9929
PlasmidHunter,KP_NORM_BLD_60874,1m 25s,85,1.4166666666666667,3.1 GB,3.1
MOB-suite,KP_NORM_BLD_60803,3m 58s,238,3.966666666666667,746.9 MB,0.7469
PlaScope (assembly),KP_NORM_BLD_61273,4.6s,6,0.1,963.4 MB,0.9634
geNomad,KP_NORM_BLD_60803,4m 35s,275,4.583333333333333,18.7 GB,18.7
PlasmidHunter,KP_NORM_BLD_61273,1m 43s,103,1.7166666666666666,3.4 GB,3.4
MOB-suite,KP_NORM_BLD_60874,4m 26s,266,4.433333333333334,1.1 GB,1.1
PLASMe,KP_NORM_BLD_60874,3m 31s,211,3.5166666666666666,4.1 GB,4.1
Plasmer,KP_NORM_BLD_60874,2m 46s,166,2.7666666666666666,14.2 GB,14.2
geNomad,KP_NORM_BLD_60874,3m 54s,234,3.9,18.7 GB,18.7
Platon,KP_NORM_BLD_61273,1m 56s,116,1.9333333333333333,5.2 GB,5.2
Plasmer,KP_NORM_BLD_61273,2m 41s,161,2.683333333333333,15.1 GB,15.1
PlaScope (assembly),KP_NORM_BLD_61295,3.6s,6,0.1,6.9 MB,0.006900000000000001
PLASMe,KP_NORM_BLD_61273,4m 27s,267,4.45,4.6 GB,4.6
Plasmer,KP_NORM_BLD_61295,2m 45s,165,2.75,14 GB,14
Platon,KP_NORM_BLD_61295,1m 30s,90,1.5,5.1 GB,5.1
PlasmidHunter,KP_NORM_BLD_61295,1m 19s,79,1.3166666666666667,3.3 GB,3.3
geNomad,KP_NORM_BLD_61295,3m 45s,225,3.75,18.7 GB,18.7
PLASMe,KP_NORM_BLD_61295,4m 15s,255,4.25,4.4 GB,4.4
geNomad,KP_NORM_BLD_61273,4m 40s,280,4.666666666666667,18.7 GB,18.7
PlaScope (assembly),KP_NORM_BLD_61439,3.5s,5,0.08333333333333333,7 MB,0.007
PlasmidHunter,KP_NORM_BLD_61439,1m 36s,96,1.6,3.7 GB,3.7
MOB-suite,KP_NORM_BLD_61273,6m 7s,367,6.116666666666666,1.9 GB,1.9
Plasmer,KP_NORM_BLD_61439,2m 27s,147,2.45,14.2 GB,14.2
MOB-suite,KP_NORM_BLD_61295,4m 57s,297,4.95,1.1 GB,1.1
Platon,KP_NORM_BLD_61439,1m 28s,88,1.4666666666666666,5.6 GB,5.6
PlaScope (assembly),KP_NORM_BLD_61444,4.1s,1,0.016666666666666666,973.5 MB,0.9735
Platon,KP_NORM_BLD_61444,1m 15s,75,1.25,5.3 GB,5.3
PlasmidHunter,KP_NORM_BLD_61444,1m 24s,84,1.4,3.4 GB,3.4
Plasmer,KP_NORM_BLD_61444,2m 34s,154,2.566666666666667,14.2 GB,14.2
MOB-suite,KP_NORM_BLD_61439,5m 17s,317,5.283333333333333,1.3 GB,1.3
PlaScope (assembly),KP_NORM_BLD_61894,4.1s,1,0.016666666666666666,949.5 MB,0.9495
PLASMe,KP_NORM_BLD_61439,4m 12s,252,4.2,4.6 GB,4.6
geNomad,KP_NORM_BLD_61444,3m 44s,224,3.7333333333333334,18.9 GB,18.9
geNomad,KP_NORM_BLD_61439,4m 41s,281,4.683333333333334,18.7 GB,18.7
Platon,KP_NORM_BLD_61894,1m 41s,101,1.6833333333333333,5.4 GB,5.4
PlasmidHunter,KP_NORM_BLD_61894,1m 24s,84,1.4,3.4 GB,3.4
MOB-suite,KP_NORM_BLD_61444,4m 13s,253,4.216666666666667,714.9 MB,0.7149
PlaScope (assembly),KP_NORM_BLD_61886,4.9s,9,0.15,975.3 MB,0.9753
Platon,KP_NORM_BLD_61886,1m 11s,71,1.1833333333333333,5 GB,5
Plasmer,KP_NORM_BLD_61894,2m 46s,166,2.7666666666666666,14.7 GB,14.7
PLASMe,KP_NORM_BLD_61444,4m 5s,245,4.083333333333333,4.2 GB,4.2
PlasmidHunter,KP_NORM_BLD_61886,1m 38s,98,1.6333333333333333,3.3 GB,3.3
PlaScope (assembly),KP_NORM_BLD_61459,5.4s,4,0.06666666666666667,968.6 MB,0.9686
Platon,KP_NORM_BLD_61459,1m 24s,84,1.4,4.9 GB,4.9
PLASMe,KP_NORM_BLD_61894,4m 15s,255,4.25,4.5 GB,4.5
Plasmer,KP_NORM_BLD_61886,2m 19s,139,2.316666666666667,14.2 GB,14.2
MOB-suite,KP_NORM_BLD_61894,5m 56s,356,5.933333333333334,1.9 GB,1.9
PLASMe,KP_NORM_BLD_61886,3m 53s,233,3.8833333333333333,4.1 GB,4.1
geNomad,KP_NORM_BLD_61894,4m 49s,289,4.816666666666666,18.7 GB,18.7
PlaScope (assembly),KP_NORM_BLD_62164,4s,4,0.06666666666666667,6.8 MB,0.0068
PlasmidHunter,KP_NORM_BLD_61459,1m 21s,81,1.35,3.2 GB,3.2
geNomad,KP_NORM_BLD_61886,4m 53s,293,4.883333333333334,19 GB,19
Plasmer,KP_NORM_BLD_61459,2m 16s,136,2.2666666666666666,14.5 GB,14.5
MOB-suite,KP_NORM_BLD_61886,4m 27s,267,4.45,719.8 MB,0.7198
Platon,KP_NORM_BLD_62164,1m 15s,75,1.25,4.5 GB,4.5
PLASMe,KP_NORM_BLD_61459,4m 8s,248,4.133333333333334,4.2 GB,4.2
PlaScope (assembly),NK_H12_063,4.4s,4,0.06666666666666667,6.8 MB,0.0068
PlasmidHunter,KP_NORM_BLD_62164,1m 14s,74,1.2333333333333334,3 GB,3
MOB-suite,KP_NORM_BLD_61459,4m 51s,291,4.85,925.5 MB,0.9255
PLASMe,KP_NORM_BLD_62164,3m 29s,209,3.4833333333333334,4 GB,4
Plasmer,KP_NORM_BLD_62164,2m 53s,173,2.8833333333333333,14.2 GB,14.2
geNomad,KP_NORM_BLD_61459,4m 48s,288,4.8,18.8 GB,18.8
geNomad,KP_NORM_BLD_62164,3m 54s,234,3.9,18.7 GB,18.7
Platon,NK_H12_063,1m 8s,68,1.1333333333333333,4.9 GB,4.9
Plasmer,NK_H12_063,2m 32s,152,2.533333333333333,14.2 GB,14.2
PlasmidHunter,NK_H12_063,1m 33s,93,1.55,3.2 GB,3.2
PlaScope (assembly),KP_NORM_BLD_62512,3.9s,9,0.15,6.7 MB,0.0067
MOB-suite,KP_NORM_BLD_62164,4m 6s,246,4.1,748.6 MB,0.7486
PLASMe,NK_H12_063,4m 17s,257,4.283333333333333,4.3 GB,4.3
PlaScope (assembly),KP_NORM_BLD_62486,4.2s,2,0.03333333333333333,6.8 MB,0.0068
geNomad,NK_H12_063,4m 46s,286,4.766666666666667,18.7 GB,18.7
Platon,KP_NORM_BLD_62512,1m 35s,95,1.5833333333333333,5.5 GB,5.5
Plasmer,KP_NORM_BLD_62512,2m 39s,159,2.65,14.6 GB,14.6
PlasmidHunter,KP_NORM_BLD_62512,1m 46s,106,1.7666666666666666,3.6 GB,3.6
Platon,KP_NORM_BLD_62486,1m 20s,80,1.3333333333333333,5.3 GB,5.3
geNomad,KP_NORM_BLD_62512,3m 52s,232,3.8666666666666667,18.7 GB,18.7
MOB-suite,NK_H12_063,5m 13s,313,5.216666666666667,1.6 GB,1.6
MOB-suite,KP_NORM_BLD_62512,4m 52s,292,4.866666666666666,1.1 GB,1.1
